Operating Days-Breakfast Only,Provision 1 (Y/N),State-Physical,School ID,School Name,District ID,District Name,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,NCES ID
170.042145594,,,10922,Centennial High,2603006,Centennial SD 28J,Multnomah,,,,,,,N,N,,,,,,1724,,,,1058,73456,13467,27430,,,,4917,39464,,164,,,,,,,,,OR,86923,530.018292683,39464,232.083639395,OR@10922@2603006,SY17-18,,1058,0.613689095,,,,,,,,,
170.698924731,,,10924,Centennial Middle,2603006,Centennial SD 28J,Multnomah,,,,,,,N,N,,,,,,954,,,,638,53991,8897,23054,,,,2550,13325,,166,,,,,,,,,OR,62888,378.843373494,13325,78.061417323,OR@10924@2603006,SY17-18,,638,0.668763103,,,,,,,,,
170.969696970,,,10923,Centennial Park School,2603006,Centennial SD 28J,Multnomah,,,,,,,N,N,,,,,,164,,,,104,5446,561,684,,,,522,5120,,166,,,,,,,,,OR,6007,36.186746988,5120,29.946827366,OR@10923@2603006,SY17-18,,104,0.634146341,,,,,,,,,410280001221
171.353233831,,,10929,Harold Oliver Elem,2603006,Centennial SD 28J,Multnomah,,,,,,,Y,N,,,,,,413,,,,400,59540,0,1968,,,,1102,33340,,170,,,,,,,,,OR,59540,350.235294118,33340,194.568840369,OR@10929@2603006,SY17-18,,400,0.968004162,,,,,,,,,
169.692307692,,,10925,Meadows Elem,2603006,Centennial SD 28J,Multnomah,,,,,,,N,N,,,,,,421,,,,289,34790,3663,10569,,,,3343,14305,,170,,,,,,,,,OR,38453,226.194117647,14305,84.299637353,OR@10925@2603006,SY17-18,,289,0.686460808,,,,,,,,,
171.934911243,,,10930,Parklane Elem,2603006,Centennial SD 28J,Multnomah,,,,,,,Y,N,,,,,,382,,,,370,50979,0,1685,,,,931,28126,,170,,,,,,,,,OR,50979,299.876470588,28126,163.585160202,OR@10930@2603006,SY17-18,,370,0.968004709,,,,,,,,,
170.305389222,,,10926,Patrick Lynch Elem,2603006,Centennial SD 28J,Multnomah,,,,,,,N,N,,,,,,523,,,,402,42298,9673,11249,,,,4593,23848,,170,,,,,,,,,OR,51971,305.711764706,23848,140.030800605,OR@10926@2603006,SY17-18,,402,0.768642447,,,,,,,,,
170.107526882,,,10928,Pleasant Valley Elem,2603006,Centennial SD 28J,Multnomah,,,,,,,N,N,,,,,,421,,,,204,21595,4830,17210,,,,4727,11093,,170,,,,,,,,,OR,26425,155.441176471,11093,65.211694058,OR@10928@2603006,SY17-18,,204,0.484560570,,,,,,,,,
171.497382199,,,10927,Powell Butte Elem,2603006,Centennial SD 28J,Multnomah,,,,,,,Y,N,,,,,,540,,,,523,75684,0,2503,,,,1048,31708,,170,,,,,,,,,OR,75684,445.2,31708,184.889119551,OR@10927@2603006,SY17-18,,523,0.967987006,,,,,,,,,
163.919354839,,,10081,Gold Beach Union High School,0803001,Central Curry Co SD,Curry,,,,,,,N,N,,,,,,166,,,,96,6212,1704,4736,,,,3583,6580,,164,,,,,,,,,OR,7916,48.268292683,6580,40.141690446,OR@10081@0803001,SY17-18,,96,0.578313253,,,,,,,,,
162.9375,,,10052,Riley Creek Elementary,0803001,Central Curry Co SD,Curry,,,,,,,N,N,,,,,,317,,,,202,19288,5869,8431,,,,2866,15383,,163,,,,,,,,,OR,25157,154.337423313,15383,94.410433448,OR@10052@0803001,SY17-18,,202,0.637223975,,,,,,,,,
149.779816514,,,11682,Central Linn Elementary,2203003,Central Linn SD 552,Linn,,,,,,,N,N,,,,,,383,,,,215,17154,1244,6378,,,,2676,13650,,150,,,,,,,,,OR,18398,122.653333333,13650,91.133774348,OR@11682@2203003,SY17-18,,215,0.561357702,,,,,,,,,
151.006622517,,,10737,Central Linn High,2203003,Central Linn SD 552,Linn,,,,,,,N,N,,,,,,327,,,,186,16739,3687,5753,,,,3780,19022,,150,,,,,,,,,OR,20426,136.173333333,19022,125.967985264,OR@10737@2203003,SY17-18,,186,0.568807339,,,,,,,,,
170.417647059,,,11626,Cent. Pt. Elementary,1503002,Central Point SD,Jackson,,,,,,,Y,N,,,,,,559,,,,471,56957,0,10656,,,,4565,24406,,171,,,,,,,,,OR,56957,333.081871345,24406,143.212868040,OR@11626@1503002,SY17-18,,471,0.842397172,,,,,,,,,
171.21875,,,13820,Crater Academy of Health and Public Services,1503002,Central Point SD,Jackson,,,,,,,N,N,,,,,,390,,,,146,5059,1533,3652,,,,1388,4091,,171,,,,,,,,,OR,6592,38.549707602,4091,23.893411206,OR@13820@1503002,SY17-18,,146,0.374358974,,,,,,,,,
170.329670330,,,13823,Crater Renaissance Academy,1503002,Central Point SD,Jackson,,,,,,,N,N,,,,,,568,,,,240,13793,3966,5233,,,,2710,12790,,171,,,,,,,,,OR,17759,103.853801170,12790,75.089677419,OR@13823@1503002,SY17-18,,240,0.422535211,,,,,,,,,
168.404255319,,,13821,"Crater School of Business, Innovation, Science",1503002,Central Point SD,Jackson,,,,,,,N,N,,,,,,439,,,,155,7490,1173,3842,,,,1655,6260,,171,,,,,,,,,OR,8663,50.660818713,6260,37.172457359,OR@13821@1503002,SY17-18,,155,0.353075171,,,,,,,,,
170.846938776,,,11629,Hanby Middle,1503002,Central Point SD,Jackson,,,,,,,Y,N,,,,,,266,,,,187,21570,0,9069,,,,4955,11788,,171,,,,,,,,,OR,21570,126.140350877,11788,68.997431763,OR@11629@1503002,SY17-18,,187,0.704004700,,,,,,,,,
171.055555556,,,11627,Jewett Elementary,1503002,Central Point SD,Jackson,,,,,,,Y,N,,,,,,611,,,,515,68100,0,12742,,,,5338,28531,,171,,,,,,,,,OR,68100,398.245614035,28531,166.793764209,OR@11627@1503002,SY17-18,,515,0.842383909,,,,,,,,,
170.807453416,,,11630,Patrick Elementary,1503002,Central Point SD,Jackson,,,,,,,Y,N,,,,,,277,,,,195,26533,0,11156,,,,8140,19360,,171,,,,,,,,,OR,26533,155.163742690,19360,113.344,OR@11630@1503002,SY17-18,,195,0.703998514,,,,,,,,,
170.910377358,,,11628,Richardson Elementary,1503002,Central Point SD,Jackson,,,,,,,Y,N,,,,,,587,,,,413,55982,0,23539,,,,10726,25507,,171,,,,,,,,,OR,55982,327.380116959,25507,149.241961748,OR@11628@1503002,SY17-18,,413,0.703990141,,,,,,,,,
170.509933775,,,11631,Sams Valley Elementary,1503002,Central Point SD,Jackson,,,,,,,Y,N,,,,,,329,,,,277,36217,0,6775,,,,4057,21690,,171,,,,,,,,,OR,36217,211.795321637,21690,127.206664854,OR@11631@1503002,SY17-18,,277,0.842412542,,,,,,,,,
171.824817518,,,11625,Scenic Middle,1503002,Central Point SD,Jackson,,,,,,,N,N,,,,,,816,,,,354,39538,8228,27524,,,,6225,17315,,171,,,,,,,,,OR,47766,279.333333333,17315,100.771240442,OR@11625@1503002,SY17-18,,354,0.433823529,,,,,,,,,
170.021834061,,,12999,Ash Creek,2703001,Central SD 13J,Polk,,,,,,,N,N,,,,,,566,,,,357,41636,8523,11450,,,,10568,28367,,170,,,,,,,,,OR,50159,295.052941176,28367,166.843277257,OR@12999@2703001,SY17-18,,357,0.630742049,,,,,,,,,
