Enrollment-Reduced,Enrollment-Free,Enrollment-Total,CEP (Y/N),Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Enrollment-Paid,Claim Year,Claim Month,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,State-Physical,School Name,School ID,District Name,District ID,Claim Date,State-Reporting,County,School Type-Original,Operating Days-Lunch Only,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,NCES ID,ISP
0,504,504,Y,,,,,,,Public,,1,504,,SY17-18,SC@091@4001,235,4465,480.684210526,9133,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Southeast Middle,091,Richland 01,4001,11/1/2017,SC,Richland County,Public,19,0,9133,0,19,0,4465,0,450336000507,0.6033
0,504,504,Y,,,,,,,Public,,1,504,,SY17-18,SC@091@4001,234.090909091,2575,479.090909091,5270,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Southeast Middle,091,Richland 01,4001,12/1/2017,SC,Richland County,Public,11,0,5270,0,11,0,2575,0,450336000507,0.6033
0,506,506,Y,,,,,,,Public,,1,506,,SY17-18,SC@091@4001,201.105263158,3821,471.421052632,8957,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Southeast Middle,091,Richland 01,4001,1/1/2018,SC,Richland County,Public,19,0,8957,0,19,0,3821,0,450336000507,0.6033
0,502,502,Y,,,,,,,Public,,1,502,,SY17-18,SC@091@4001,202.65,4053,451.6,9032,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Southeast Middle,091,Richland 01,4001,2/1/2018,SC,Richland County,Public,20,0,9032,0,20,0,4053,0,450336000507,0.6033
0,500,500,Y,,,,,,,Public,,1,500,,SY17-18,SC@091@4001,210.818181818,4638,457.454545455,10064,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Southeast Middle,091,Richland 01,4001,3/1/2018,SC,Richland County,Public,22,0,10064,0,22,0,4638,0,450336000507,0.6033
0,499,499,Y,,,,,,,Public,,1,499,,SY17-18,SC@091@4001,208.5,3336,442.9375,7087,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Southeast Middle,091,Richland 01,4001,4/1/2018,SC,Richland County,Public,16,0,7087,0,16,0,3336,0,450336000507,0.6033
0,493,493,Y,,,,,,,Public,,1,493,,SY17-18,SC@091@4001,201.727272727,4438,444.772727273,9785,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Southeast Middle,091,Richland 01,4001,5/1/2018,SC,Richland County,Public,22,0,9785,0,22,0,4438,0,450336000507,0.6033
0,493,493,Y,,,,,,,Public,,1,493,,SY17-18,SC@091@4001,125,375,303,909,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Southeast Middle,091,Richland 01,4001,6/1/2018,SC,Richland County,Public,3,0,909,0,3,0,375,0,450336000507,0.6033
0,702,702,Y,,,,,,,Public,,1,702,,SY17-18,SC@016@4001,293.5,2348,587.5,4700,,,,,,,,,,,,,,2017,8,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,8/1/2017,SC,Richland County,Public,8,0,4700,0,8,0,2348,0,450336001308,0.691
0,710,710,Y,,,,,,,Public,,1,710,,SY17-18,SC@016@4001,285,5415,551.578947368,10480,,,,,,,,,,,,,,2017,9,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,9/1/2017,SC,Richland County,Public,19,0,10480,0,19,0,5415,0,450336001308,0.691
0,687,687,Y,,,,,,,Public,,1,687,,SY17-18,SC@016@4001,296.857142857,6234,590,12390,,,,,,,,,,,,,,2017,10,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,10/1/2017,SC,Richland County,Public,21,0,12390,0,21,0,6234,0,450336001308,0.691
0,692,692,Y,,,,,,,Public,,1,692,,SY17-18,SC@016@4001,270.947368421,5148,579.210526316,11005,,,,,,,,,,,,,,2017,11,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,11/1/2017,SC,Richland County,Public,19,0,11005,0,19,0,5148,0,450336001308,0.691
0,685,685,Y,,,,,,,Public,,1,685,,SY17-18,SC@016@4001,252.181818182,2774,558.181818182,6140,,,,,,,,,,,,,,2017,12,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,12/1/2017,SC,Richland County,Public,11,0,6140,0,11,0,2774,0,450336001308,0.691
0,686,686,Y,,,,,,,Public,,1,686,,SY17-18,SC@016@4001,224.631578947,4268,532.526315789,10118,,,,,,,,,,,,,,2018,1,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,1/1/2018,SC,Richland County,Public,19,0,10118,0,19,0,4268,0,450336001308,0.691
0,672,672,Y,,,,,,,Public,,1,672,,SY17-18,SC@016@4001,227.95,4559,525.5,10510,,,,,,,,,,,,,,2018,2,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,2/1/2018,SC,Richland County,Public,20,0,10510,0,20,0,4559,0,450336001308,0.691
0,678,678,Y,,,,,,,Public,,1,678,,SY17-18,SC@016@4001,222.227272727,4889,509.681818182,11213,,,,,,,,,,,,,,2018,3,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,3/1/2018,SC,Richland County,Public,22,0,11213,0,22,0,4889,0,450336001308,0.691
0,684,684,Y,,,,,,,Public,,1,684,,SY17-18,SC@016@4001,218.5,3496,529.875,8478,,,,,,,,,,,,,,2018,4,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,4/1/2018,SC,Richland County,Public,16,0,8478,0,16,0,3496,0,450336001308,0.691
0,690,690,Y,,,,,,,Public,,1,690,,SY17-18,SC@016@4001,228.909090909,5036,520.454545455,11450,,,,,,,,,,,,,,2018,5,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,5/1/2018,SC,Richland County,Public,22,0,11450,0,22,0,5036,0,450336001308,0.691
0,691,691,Y,,,,,,,Public,,1,691,,SY17-18,SC@016@4001,75.666666667,227,320,960,,,,,,,,,,,,,,2018,6,,,,,,,,,,,St Andrews Middle,016,Richland 01,4001,6/1/2018,SC,Richland County,Public,3,0,960,0,3,0,227,0,450336001308,0.691
0,394,394,Y,,,,,,,Public,,1,394,,SY17-18,SC@067@4001,226.625,1813,357.75,2862,,,,,,,,,,,,,,2017,8,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,8/1/2017,SC,Richland County,Public,8,0,2862,0,8,0,1813,0,450336000946,0.8879
0,387,387,Y,,,,,,,Public,,1,387,,SY17-18,SC@067@4001,233.210526316,4431,340.578947368,6471,,,,,,,,,,,,,,2017,9,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,9/1/2017,SC,Richland County,Public,19,0,6471,0,19,0,4431,0,450336000946,0.8879
0,376,376,Y,,,,,,,Public,,1,376,,SY17-18,SC@067@4001,228.428571429,4797,339.761904762,7135,,,,,,,,,,,,,,2017,10,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,10/1/2017,SC,Richland County,Public,21,0,7135,0,21,0,4797,0,450336000946,0.8879
0,378,378,Y,,,,,,,Public,,1,378,,SY17-18,SC@067@4001,230.842105263,4386,334.789473684,6361,,,,,,,,,,,,,,2017,11,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,11/1/2017,SC,Richland County,Public,19,0,6361,0,19,0,4386,0,450336000946,0.8879
0,372,372,Y,,,,,,,Public,,1,372,,SY17-18,SC@067@4001,225.181818182,2477,322.090909091,3543,,,,,,,,,,,,,,2017,12,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,12/1/2017,SC,Richland County,Public,11,0,3543,0,11,0,2477,0,450336000946,0.8879
0,365,365,Y,,,,,,,Public,,1,365,,SY17-18,SC@067@4001,211,4009,310.526315789,5900,,,,,,,,,,,,,,2018,1,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,1/1/2018,SC,Richland County,Public,19,0,5900,0,19,0,4009,0,450336000946,0.8879
0,359,359,Y,,,,,,,Public,,1,359,,SY17-18,SC@067@4001,200.15,4003,299,5980,,,,,,,,,,,,,,2018,2,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,2/1/2018,SC,Richland County,Public,20,0,5980,0,20,0,4003,0,450336000946,0.8879
0,352,352,Y,,,,,,,Public,,1,352,,SY17-18,SC@067@4001,185.272727273,4076,288.909090909,6356,,,,,,,,,,,,,,2018,3,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,3/1/2018,SC,Richland County,Public,22,0,6356,0,22,0,4076,0,450336000946,0.8879
0,351,351,Y,,,,,,,Public,,1,351,,SY17-18,SC@067@4001,195.9375,3135,298.3125,4773,,,,,,,,,,,,,,2018,4,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,4/1/2018,SC,Richland County,Public,16,0,4773,0,16,0,3135,0,450336000946,0.8879
0,351,351,Y,,,,,,,Public,,1,351,,SY17-18,SC@067@4001,198.318181818,4363,298.772727273,6573,,,,,,,,,,,,,,2018,5,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,5/1/2018,SC,Richland County,Public,22,0,6573,0,22,0,4363,0,450336000946,0.8879
0,345,345,Y,,,,,,,Public,,1,345,,SY17-18,SC@067@4001,107.666666667,323,170,510,,,,,,,,,,,,,,2018,6,,,,,,,,,,,W A Perry Middle,067,Richland 01,4001,6/1/2018,SC,Richland County,Public,3,0,510,0,3,0,323,0,450336000946,0.8879
0,480,480,Y,,,,,,,Public,,1,480,,SY17-18,SC@034@4001,200.125,1601,354.5,2836,,,,,,,,,,,,,,2017,8,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,8/1/2017,SC,Richland County,Public,8,0,2836,0,8,0,1601,0,450336001299,0.6031
0,480,480,Y,,,,,,,Public,,1,480,,SY17-18,SC@034@4001,229.368421053,4358,360.157894737,6843,,,,,,,,,,,,,,2017,9,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,9/1/2017,SC,Richland County,Public,19,0,6843,0,19,0,4358,0,450336001299,0.6031
0,466,466,Y,,,,,,,Public,,1,466,,SY17-18,SC@034@4001,213.095238095,4475,356.428571429,7485,,,,,,,,,,,,,,2017,10,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,10/1/2017,SC,Richland County,Public,21,0,7485,0,21,0,4475,0,450336001299,0.6031
0,461,461,Y,,,,,,,Public,,1,461,,SY17-18,SC@034@4001,208.368421053,3959,344.526315789,6546,,,,,,,,,,,,,,2017,11,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,11/1/2017,SC,Richland County,Public,19,0,6546,0,19,0,3959,0,450336001299,0.6031
0,458,458,Y,,,,,,,Public,,1,458,,SY17-18,SC@034@4001,208.272727273,2291,348.727272727,3836,,,,,,,,,,,,,,2017,12,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,12/1/2017,SC,Richland County,Public,11,0,3836,0,11,0,2291,0,450336001299,0.6031
0,457,457,Y,,,,,,,Public,,1,457,,SY17-18,SC@034@4001,197.315789474,3749,342.842105263,6514,,,,,,,,,,,,,,2018,1,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,1/1/2018,SC,Richland County,Public,19,0,6514,0,19,0,3749,0,450336001299,0.6031
0,455,455,Y,,,,,,,Public,,1,455,,SY17-18,SC@034@4001,194.55,3891,325,6500,,,,,,,,,,,,,,2018,2,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,2/1/2018,SC,Richland County,Public,20,0,6500,0,20,0,3891,0,450336001299,0.6031
0,449,449,Y,,,,,,,Public,,1,449,,SY17-18,SC@034@4001,201.363636364,4430,319.409090909,7027,,,,,,,,,,,,,,2018,3,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,3/1/2018,SC,Richland County,Public,22,0,7027,0,22,0,4430,0,450336001299,0.6031
0,451,451,Y,,,,,,,Public,,1,451,,SY17-18,SC@034@4001,220.8125,3533,337.625,5402,,,,,,,,,,,,,,2018,4,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,4/1/2018,SC,Richland County,Public,16,0,5402,0,16,0,3533,0,450336001299,0.6031
0,448,448,Y,,,,,,,Public,,1,448,,SY17-18,SC@034@4001,196.954545455,4333,322.545454545,7096,,,,,,,,,,,,,,2018,5,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,5/1/2018,SC,Richland County,Public,22,0,7096,0,22,0,4333,0,450336001299,0.6031
0,443,443,Y,,,,,,,Public,,1,443,,SY17-18,SC@034@4001,101.666666667,305,155.666666667,467,,,,,,,,,,,,,,2018,6,,,,,,,,,,,W G Sanders Middle,034,Richland 01,4001,6/1/2018,SC,Richland County,Public,3,0,467,0,3,0,305,0,450336001299,0.6031
0,638,638,Y,,,,,,,Public,,1,638,,SY17-18,SC@059@4001,202.375,1619,460.625,3685,,,,,,,,,,,,,,2017,8,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,8/1/2017,SC,Richland County,Public,8,0,3685,0,8,0,1619,0,450336000931,0.7987
0,638,638,Y,,,,,,,Public,,1,638,,SY17-18,SC@059@4001,351.789473684,6684,531.736842105,10103,,,,,,,,,,,,,,2017,9,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,9/1/2017,SC,Richland County,Public,19,0,10103,0,19,0,6684,0,450336000931,0.7987
0,628,628,Y,,,,,,,Public,,1,628,,SY17-18,SC@059@4001,365.476190476,7675,542.761904762,11398,,,,,,,,,,,,,,2017,10,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,10/1/2017,SC,Richland County,Public,21,0,11398,0,21,0,7675,0,450336000931,0.7987
0,626,626,Y,,,,,,,Public,,1,626,,SY17-18,SC@059@4001,387.315789474,7359,532.473684211,10117,,,,,,,,,,,,,,2017,11,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,11/1/2017,SC,Richland County,Public,19,0,10117,0,19,0,7359,0,450336000931,0.7987
0,623,623,Y,,,,,,,Public,,1,623,,SY17-18,SC@059@4001,374,4114,552.454545455,6077,,,,,,,,,,,,,,2017,12,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,12/1/2017,SC,Richland County,Public,11,0,6077,0,11,0,4114,0,450336000931,0.7987
0,623,623,Y,,,,,,,Public,,1,623,,SY17-18,SC@059@4001,300.368421053,5707,527.842105263,10029,,,,,,,,,,,,,,2018,1,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,1/1/2018,SC,Richland County,Public,19,0,10029,0,19,0,5707,0,450336000931,0.7987
0,612,612,Y,,,,,,,Public,,1,612,,SY17-18,SC@059@4001,355.05,7101,509.9,10198,,,,,,,,,,,,,,2018,2,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,2/1/2018,SC,Richland County,Public,20,0,10198,0,20,0,7101,0,450336000931,0.7987
0,600,600,Y,,,,,,,Public,,1,600,,SY17-18,SC@059@4001,335.363636364,7378,511,11242,,,,,,,,,,,,,,2018,3,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,3/1/2018,SC,Richland County,Public,22,0,11242,0,22,0,7378,0,450336000931,0.7987
0,612,612,Y,,,,,,,Public,,1,612,,SY17-18,SC@059@4001,338.9375,5423,512.5,8200,,,,,,,,,,,,,,2018,4,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,4/1/2018,SC,Richland County,Public,16,0,8200,0,16,0,5423,0,450336000931,0.7987
0,616,616,Y,,,,,,,Public,,1,616,,SY17-18,SC@059@4001,338.227272727,7441,509.454545455,11208,,,,,,,,,,,,,,2018,5,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,5/1/2018,SC,Richland County,Public,22,0,11208,0,22,0,7441,0,450336000931,0.7987
0,616,616,Y,,,,,,,Public,,1,616,,SY17-18,SC@059@4001,227.666666667,683,342.333333333,1027,,,,,,,,,,,,,,2018,6,,,,,,,,,,,W S Sandel Elementary,059,Richland 01,4001,6/1/2018,SC,Richland County,Public,3,0,1027,0,3,0,683,0,450336000931,0.7987
0,349,349,Y,,,,,,,Public,,1,349,,SY17-18,SC@092@4001,181.375,1451,237.875,1903,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,8/1/2017,SC,Richland County,Public,8,0,1903,0,8,0,1451,0,450336000638,0.9208
0,386,386,Y,,,,,,,Public,,1,386,,SY17-18,SC@092@4001,239.157894737,4544,320,6080,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,9/1/2017,SC,Richland County,Public,19,0,6080,0,19,0,4544,0,450336000638,0.9208
0,387,387,Y,,,,,,,Public,,1,387,,SY17-18,SC@092@4001,268.904761905,5647,340.904761905,7159,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,10/1/2017,SC,Richland County,Public,21,0,7159,0,21,0,5647,0,450336000638,0.9208
0,383,383,Y,,,,,,,Public,,1,383,,SY17-18,SC@092@4001,259.052631579,4922,321.473684211,6108,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,11/1/2017,SC,Richland County,Public,19,0,6108,0,19,0,4922,0,450336000638,0.9208
0,380,380,Y,,,,,,,Public,,1,380,,SY17-18,SC@092@4001,249.636363636,2746,326.454545455,3591,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,12/1/2017,SC,Richland County,Public,11,0,3591,0,11,0,2746,0,450336000638,0.9208
0,376,376,Y,,,,,,,Public,,1,376,,SY17-18,SC@092@4001,236.526315789,4494,311.421052632,5917,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,1/1/2018,SC,Richland County,Public,19,0,5917,0,19,0,4494,0,450336000638,0.9208
0,373,373,Y,,,,,,,Public,,1,373,,SY17-18,SC@092@4001,247.2,4944,306.15,6123,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,2/1/2018,SC,Richland County,Public,20,0,6123,0,20,0,4944,0,450336000638,0.9208
0,368,368,Y,,,,,,,Public,,1,368,,SY17-18,SC@092@4001,220.136363636,4843,302,6644,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,3/1/2018,SC,Richland County,Public,22,0,6644,0,22,0,4843,0,450336000638,0.9208
0,362,362,Y,,,,,,,Public,,1,362,,SY17-18,SC@092@4001,242.375,3878,302.6875,4843,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,4/1/2018,SC,Richland County,Public,16,0,4843,0,16,0,3878,0,450336000638,0.9208
0,361,361,Y,,,,,,,Public,,1,361,,SY17-18,SC@092@4001,228.227272727,5021,285.5,6281,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,5/1/2018,SC,Richland County,Public,22,0,6281,0,22,0,5021,0,450336000638,0.9208
0,356,356,Y,,,,,,,Public,,1,356,,SY17-18,SC@092@4001,118.333333333,355,170.666666667,512,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Watkins/Nance Elementary,092,Richland 01,4001,6/1/2018,SC,Richland County,Public,3,0,512,0,3,0,355,0,450336000638,0.9208
0,293,293,Y,,,,,,,Public,,1,293,,SY17-18,SC@064@4001,190.625,1525,229.625,1837,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,8/1/2017,SC,Richland County,Public,8,0,1837,0,8,0,1525,0,450336000935,0.7955
0,293,293,Y,,,,,,,Public,,1,293,,SY17-18,SC@064@4001,213.631578947,4059,251.578947368,4780,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,9/1/2017,SC,Richland County,Public,19,0,4780,0,19,0,4059,0,450336000935,0.7955
0,285,285,Y,,,,,,,Public,,1,285,,SY17-18,SC@064@4001,211.857142857,4449,250.095238095,5252,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,10/1/2017,SC,Richland County,Public,21,0,5252,0,21,0,4449,0,450336000935,0.7955
0,286,286,Y,,,,,,,Public,,1,286,,SY17-18,SC@064@4001,216.473684211,4113,248,4712,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,11/1/2017,SC,Richland County,Public,19,0,4712,0,19,0,4113,0,450336000935,0.7955
0,278,278,Y,,,,,,,Public,,1,278,,SY17-18,SC@064@4001,215.909090909,2375,245.454545455,2700,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,12/1/2017,SC,Richland County,Public,11,0,2700,0,11,0,2375,0,450336000935,0.7955
0,272,272,Y,,,,,,,Public,,1,272,,SY17-18,SC@064@4001,189.684210526,3604,231.368421053,4396,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,1/1/2018,SC,Richland County,Public,19,0,4396,0,19,0,3604,0,450336000935,0.7955
0,273,273,Y,,,,,,,Public,,1,273,,SY17-18,SC@064@4001,201.8,4036,230.3,4606,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,2/1/2018,SC,Richland County,Public,20,0,4606,0,20,0,4036,0,450336000935,0.7955
0,279,279,Y,,,,,,,Public,,1,279,,SY17-18,SC@064@4001,205.454545455,4520,235.727272727,5186,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,3/1/2018,SC,Richland County,Public,22,0,5186,0,22,0,4520,0,450336000935,0.7955
0,279,279,Y,,,,,,,Public,,1,279,,SY17-18,SC@064@4001,207.8125,3325,242.875,3886,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,4/1/2018,SC,Richland County,Public,16,0,3886,0,16,0,3325,0,450336000935,0.7955
0,276,276,Y,,,,,,,Public,,1,276,,SY17-18,SC@064@4001,189.727272727,4174,234.409090909,5157,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,5/1/2018,SC,Richland County,Public,22,0,5157,0,22,0,4174,0,450336000935,0.7955
0,276,276,Y,,,,,,,Public,,1,276,,SY17-18,SC@064@4001,124.333333333,373,127.666666667,383,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Webber Elementary,064,Richland 01,4001,6/1/2018,SC,Richland County,Public,3,0,383,0,3,0,373,0,450336000935,0.7955
51,238,739,N,,,,,,,Public,,0.391069012,289,,SY17-18,SC@070@4002,109,872,166.375,1331,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,995,1124,207,8,275,778,94,450339000966,0.2304
64,245,739,N,,,,,,,Public,,0.418132612,309,,SY17-18,SC@070@4002,119.105263158,2263,197.105263158,3745,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,2552,3076,669,19,776,1982,281,450339000966,0.2304
64,247,795,N,,,,,,,Public,,0.391194969,311,,SY17-18,SC@070@4002,115.095238095,2417,188.904761905,3967,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,10/1/2017,SC,Richland County,Public,21,3310,3258,709,21,1101,2136,281,450339000966,0.2304
54,228,731,N,,,,,,,Public,,0.385772914,282,,SY17-18,SC@070@4002,123,2337,201.368421053,3826,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,11/1/2017,SC,Richland County,Public,19,3200,3141,685,19,1017,2055,282,450339000966,0.2304
52,234,728,N,,,,,,,Public,,0.392857143,286,,SY17-18,SC@070@4002,125.909090909,1385,209.636363636,2306,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,12/1/2017,SC,Richland County,Public,11,1865,1902,404,11,596,1228,157,450339000966,0.2304
54,239,734,N,,,,,,,Public,,0.399182561,293,,SY17-18,SC@070@4002,123,2337,237.315789474,4509,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,1/1/2018,SC,Richland County,Public,19,3021,3812,697,19,867,2068,269,450339000966,0.2304
55,247,736,N,,,,,,,Public,,0.410326087,302,,SY17-18,SC@070@4002,135.8,2716,219.2,4384,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,2/1/2018,SC,Richland County,Public,20,3271,3632,752,20,985,2424,292,450339000966,0.2304
55,249,738,N,,,,,,,Public,,0.411924119,304,,SY17-18,SC@070@4002,153.476190476,3223,246.809523810,5183,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,3/1/2018,SC,Richland County,Public,21,3432,4395,788,21,1147,2905,318,450339000966,0.2304
54,250,741,N,,,,,,,Public,,0.410256410,304,,SY17-18,SC@070@4002,157.533333333,2363,241.866666667,3628,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,4/1/2018,SC,Richland County,Public,15,2379,3038,590,15,734,2149,214,450339000966,0.2304
54,251,772,N,,,,,,,Public,,0.395077720,305,,SY17-18,SC@070@4002,154.818181818,3406,235.545454545,5182,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,5/1/2018,SC,Richland County,Public,22,3383,4343,839,22,937,3074,332,450339000966,0.2304
54,249,733,N,,,,,,,Public,,0.413369714,303,,SY17-18,SC@070@4002,110,550,180.8,904,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Bethel-Hanberry Elementary,070,Richland 02,4002,6/1/2018,SC,Richland County,Public,5,676,723,181,5,154,491,59,450339000966,0.2304
150,463,2088,N,,,,,,,Public,,0.293582375,613,,SY17-18,SC@092@4002,41.75,334,164.75,1318,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Blythewood High,092,Richland 02,4002,8/1/2017,SC,Richland County,Public,8,1337,1024,294,8,108,262,72,450339000928,0.1246
164,460,2105,N,,,,,,,Public,,0.296437055,624,,SY17-18,SC@092@4002,60.736842105,1154,187.894736842,3570,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Blythewood High,092,Richland 02,4002,9/1/2017,SC,Richland County,Public,19,3217,2718,852,19,434,921,233,450339000928,0.1246
165,456,2299,N,,,,,,,Public,,0.270117442,621,,SY17-18,SC@092@4002,71.761904762,1507,165.238095238,3470,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Blythewood High,092,Richland 02,4002,10/1/2017,SC,Richland County,Public,21,3927,2674,796,21,645,1229,278,450339000928,0.1246
