Enrollment-Reduced,Enrollment-Free,Enrollment-Total,CEP (Y/N),Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Enrollment-Paid,Claim Year,Claim Month,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,State-Physical,School Name,School ID,District Name,District ID,Claim Date,State-Reporting,County,School Type-Original,Operating Days-Lunch Only,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,NCES ID,ISP
35,250,379,Y,,,,,,,Public,,0.751978892,285,,SY17-18,SC@016@0160,128.863636364,2835,215.272727273,4736,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Wright Middle,016,Abbeville County,0160,5/1/2018,SC,Abbeville County,Public,22,1247,4179,557,22,597,2467,368,450069000010,0.4129
35,250,379,Y,,,,,,,Public,,0.659630607,250,,SY17-18,SC@016@0160,60,60,,,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Wright Middle,016,Abbeville County,0160,6/1/2018,SC,Abbeville County,Public,18.5,,,,1,5,55,5,450069000010,0.4129
7,101,110,Y,,,,,,,Charter,,0.981818182,108,,SY17-18,SC@001@6292,62,372,91,546,,,,,,,,,,,,,,2017,7,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,7/1/2017,SC,Horry County,Charter,6,2,517,29,6,0,353,19,,0.8725
7,139,148,Y,,,,,,,Charter,,0.986486486,146,,SY17-18,SC@001@6292,83.173913043,1913,109.217391304,2512,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,8/1/2017,SC,Horry County,Charter,23,3,2399,113,23,1,1844,69,,0.8725
8,138,150,Y,,,,,,,Charter,,0.973333333,146,,SY17-18,SC@001@6292,98.466666667,1477,116.533333333,1748,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,9/1/2017,SC,Horry County,Charter,15,0,1673,75,15,0,1411,66,,0.8725
8,127,147,Y,,,,,,,Charter,,0.918367347,135,,SY17-18,SC@001@6292,91.666666667,1100,114.833333333,1378,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,10/1/2017,SC,Horry County,Charter,12,115,1294,84,12,84,1036,64,,0.8725
8,120,140,Y,,,,,,,Charter,,0.914285714,128,,SY17-18,SC@001@6292,89.315789474,1697,111.368421053,2116,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,11/1/2017,SC,Horry County,Charter,19,171,1987,129,19,133,1602,95,,0.8725
8,120,140,Y,,,,,,,Charter,,0.914285714,128,,SY17-18,SC@001@6292,43.090909091,474,62.909090909,692,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,12/1/2017,SC,Horry County,Charter,11,61,646,46,11,43,443,31,,0.8725
8,120,140,Y,,,,,,,Charter,,0.914285714,128,,SY17-18,SC@001@6292,78.529411765,1335,112.117647059,1906,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,1/1/2018,SC,Horry County,Charter,17,160,1797,109,17,117,1259,76,,0.8725
8,124,146,Y,,,,,,,Charter,,0.904109589,132,,SY17-18,SC@001@6292,83.75,1675,115.3,2306,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,2/1/2018,SC,Horry County,Charter,20,173,2159,147,20,122,1575,100,,0.8725
8,127,143,Y,,,,,,,Charter,,0.944055944,135,,SY17-18,SC@001@6292,87.823529412,1493,119.705882353,2035,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,3/1/2018,SC,Horry County,Charter,17,53,1913,122,17,33,1405,88,,0.8725
8,124,140,Y,,,,,,,Charter,,0.942857143,132,,SY17-18,SC@001@6292,84.4375,1351,121.4375,1943,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,4/1/2018,SC,Horry County,Charter,16,44,1827,116,16,33,1266,85,,0.8725
8,124,140,Y,,,,,,,Charter,,0.942857143,132,,SY17-18,SC@001@6292,86.454545455,1902,120.181818182,2644,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,5/1/2018,SC,Horry County,Charter,22,63,2488,156,22,50,1797,105,,0.8725
8,124,140,Y,,,,,,,Charter,,0.942857143,132,,SY17-18,SC@001@6292,51.666666667,155,81.333333333,244,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Academy of Hope,001,"Academy of Hope, Inc.",6292,6/1/2018,SC,Horry County,Charter,3,9,232,12,3,2,149,6,,0.8725
47,441,843,Y,,,,,,,Public,,0.578884935,488,,SY17-18,SC@016@0201,142.714285714,999,278,1946,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,8/1/2017,SC,Aiken County,Public,7,492,1789,157,7,245,963,36,450072001189,0.4797
54,458,837,Y,,,,,,,Public,,0.611708483,512,,SY17-18,SC@016@0201,181.666666667,3270,330.555555556,5950,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,9/1/2017,SC,Aiken County,Public,18,1147,5479,471,18,568,3089,181,450072001189,0.4797
50,465,836,Y,,,,,,,Public,,0.616028708,515,,SY17-18,SC@016@0201,196,4312,362.363636364,7972,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,10/1/2017,SC,Aiken County,Public,22,1616,7356,616,22,602,4095,217,450072001189,0.4797
44,474,837,Y,,,,,,,Public,,0.618876941,518,,SY17-18,SC@016@0201,212.526315789,4038,377.631578947,7175,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,11/1/2017,SC,Aiken County,Public,19,1265,6613,562,19,420,3838,200,450072001189,0.4797
44,474,837,Y,,,,,,,Public,,0.618876941,518,,SY17-18,SC@016@0201,206.461538462,2684,377.153846154,4903,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,12/1/2017,SC,Aiken County,Public,13,860,4476,427,13,267,2531,153,450072001189,0.4797
45,477,836,Y,,,,,,,Public,,0.624401914,522,,SY17-18,SC@016@0201,179.368421053,3408,368.263157895,6997,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,1/1/2018,SC,Aiken County,Public,19,1156,6459,538,19,311,3203,205,450072001189,0.4797
46,483,841,Y,,,,,,,Public,,0.629013080,529,,SY17-18,SC@016@0201,206.052631579,3915,376.105263158,7146,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,2/1/2018,SC,Aiken County,Public,19,1109,6569,577,19,338,3654,261,450072001189,0.4797
48,478,837,Y,,,,,,,Public,,0.628434886,526,,SY17-18,SC@016@0201,209.8,4196,378.15,7563,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,3/1/2018,SC,Aiken County,Public,20,1238,6920,643,20,347,3908,288,450072001189,0.4797
47,483,845,Y,,,,,,,Public,,0.627218935,530,,SY17-18,SC@016@0201,204.875,3278,384.25,6148,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,4/1/2018,SC,Aiken County,Public,16,1035,5627,521,16,302,3047,231,450072001189,0.4797
47,482,844,Y,,,,,,,Public,,0.626777251,529,,SY17-18,SC@016@0201,212.681818182,4679,388.954545455,8557,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,5/1/2018,SC,Aiken County,Public,22,1481,7833,724,22,399,4348,331,450072001189,0.4797
47,480,842,Y,,,,,,,Public,,0.625890736,527,,SY17-18,SC@016@0201,375,750,378,756,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Aiken Elementary,016,Aiken County,0201,6/1/2018,SC,Aiken County,Public,2,137,687,69,2,71,692,58,450072001189,0.4797
66,824,1470,N,,,,,,,Public,,0.605442177,890,,SY17-18,SC@002@0201,73.285714286,513,320.714285714,2245,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Aiken High,002,Aiken County,0201,8/1/2017,SC,Aiken County,Public,7,316,2167,78,7,21,502,11,450072000046,0.3644
78,821,1459,N,,,,,,,Public,,0.616175463,899,,SY17-18,SC@002@0201,92.666666667,1668,355.777777778,6404,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Aiken High,002,Aiken County,0201,9/1/2017,SC,Aiken County,Public,18,840,6120,284,18,95,1623,45,450072000046,0.3644
76,804,1438,N,,,,,,,Public,,0.611961057,880,,SY17-18,SC@002@0201,105.818181818,2328,352.863636364,7763,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Aiken High,002,Aiken County,0201,10/1/2017,SC,Aiken County,Public,22,1277,7381,382,22,205,2235,93,450072000046,0.3644
70,736,1425,N,,,,,,,Public,,0.565614035,806,,SY17-18,SC@002@0201,120.368421053,2287,367.263157895,6978,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Aiken High,002,Aiken County,0201,11/1/2017,SC,Aiken County,Public,19,915,6582,396,19,129,2181,106,450072000046,0.3644
68,740,1415,N,,,,,,,Public,,0.571024735,808,,SY17-18,SC@002@0201,113.230769231,1472,387.538461538,5038,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Aiken High,002,Aiken County,0201,12/1/2017,SC,Aiken County,Public,13,712,4782,256,13,86,1407,65,450072000046,0.3644
71,756,1432,N,,,,,,,Public,,0.577513966,827,,SY17-18,SC@002@0201,78.578947368,1493,353.789473684,6722,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Aiken High,002,Aiken County,0201,1/1/2018,SC,Aiken County,Public,19,912,6357,365,19,57,1431,62,450072000046,0.3644
70,739,1394,N,,,,,,,Public,,0.580344333,809,,SY17-18,SC@002@0201,98.263157895,1867,359.736842105,6835,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Aiken High,002,Aiken County,0201,2/1/2018,SC,Aiken County,Public,19,979,6444,391,19,81,1799,68,450072000046,0.3644
69,753,1388,N,,,,,,,Public,,0.592219020,822,,SY17-18,SC@002@0201,96.5,1930,358.5,7170,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Aiken High,002,Aiken County,0201,3/1/2018,SC,Aiken County,Public,20,1001,6772,398,20,65,1863,67,450072000046,0.3644
66,753,1378,N,,,,,,,Public,,0.594339623,819,,SY17-18,SC@002@0201,95.25,1524,364.375,5830,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Aiken High,002,Aiken County,0201,4/1/2018,SC,Aiken County,Public,16,787,5501,329,16,61,1455,69,450072000046,0.3644
65,740,1362,N,,,,,,,Public,,0.591042584,805,,SY17-18,SC@002@0201,90.681818182,1995,372.863636364,8203,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Aiken High,002,Aiken County,0201,5/1/2018,SC,Aiken County,Public,22,1104,7761,442,22,101,1914,81,450072000046,0.3644
65,723,1345,N,,,,,,,Public,,0.585873606,788,,SY17-18,SC@002@0201,165,330,290,580,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Aiken High,002,Aiken County,0201,6/1/2018,SC,Aiken County,Public,2,65,550,30,2,18,309,21,450072000046,0.3644
31,406,526,,,,,,,,Public,,0.830798479,437,,SY17-18,SC@067@0201,78.428571429,549,287.857142857,2015,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,8/1/2017,SC,Aiken County,Public,7,161,1917,98,7,44,530,19,,
34,403,517,,,,,,,,Public,,0.845261122,437,,SY17-18,SC@067@0201,127.888888889,2302,292.444444444,5264,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,9/1/2017,SC,Aiken County,Public,18,417,5004,260,18,153,2199,103,,
34,398,511,,,,,,,,Public,,0.845401174,432,,SY17-18,SC@067@0201,143.227272727,3151,283.636363636,6240,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,10/1/2017,SC,Aiken County,Public,22,666,5939,301,22,278,3048,103,,
32,385,506,,,,,,,,Public,,0.824110672,417,,SY17-18,SC@067@0201,149.736842105,2845,294.473684211,5595,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,11/1/2017,SC,Aiken County,Public,19,541,5292,303,19,176,2744,101,,
32,390,509,,,,,,,,Public,,0.829076621,422,,SY17-18,SC@067@0201,143.230769231,1862,285.153846154,3707,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,12/1/2017,SC,Aiken County,Public,13,392,3510,197,13,89,1799,63,,
32,392,509,,,,,,,,Public,,0.833005894,424,,SY17-18,SC@067@0201,118.894736842,2259,282,5358,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,1/1/2018,SC,Aiken County,Public,19,482,5082,276,19,67,2192,67,,
32,390,501,,,,,,,,Public,,0.842315369,422,,SY17-18,SC@067@0201,136.526315789,2594,279.631578947,5313,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,2/1/2018,SC,Aiken County,Public,19,485,5021,292,19,74,2485,109,,
31,394,505,,,,,,,,Public,,0.841584158,425,,SY17-18,SC@067@0201,132.3,2646,274.5,5490,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,3/1/2018,SC,Aiken County,Public,20,480,5218,272,20,70,2493,153,,
30,382,484,,,,,,,,Public,,0.851239669,412,,SY17-18,SC@067@0201,121.375,1942,273.3125,4373,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,4/1/2018,SC,Aiken County,Public,16,409,4150,223,16,58,1838,104,,
30,383,485,,,,,,,,Public,,0.851546392,413,,SY17-18,SC@067@0201,122.727272727,2700,278.409090909,6125,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,5/1/2018,SC,Aiken County,Public,22,567,5804,321,22,83,2589,111,,
30,293,484,,,,,,,,Public,,0.667355372,323,,SY17-18,SC@067@0201,220.5,441,249,498,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Aiken Intermediate,067,Aiken County,0201,6/1/2018,SC,Aiken County,Public,2,45,472,26,2,19,423,18,,
49,289,658,N,,,,,,,Public,,0.513677812,338,,SY17-18,SC@019@0201,69.142857143,484,176.142857143,1233,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,8/1/2017,SC,Aiken County,Public,7,367,1109,124,7,111,449,35,450072000016,0.3778
53,308,657,N,,,,,,,Public,,0.549467275,361,,SY17-18,SC@019@0201,114.277777778,2057,223.888888889,4030,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,9/1/2017,SC,Aiken County,Public,18,974,3601,429,18,263,1891,166,450072000016,0.3778
57,305,654,N,,,,,,,Public,,0.553516820,362,,SY17-18,SC@019@0201,115.954545455,2551,235.136363636,5173,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,10/1/2017,SC,Aiken County,Public,22,1263,4530,643,22,261,2294,257,450072000016,0.3778
49,305,660,N,,,,,,,Public,,0.536363636,354,,SY17-18,SC@019@0201,127.789473684,2428,244.526315789,4646,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,11/1/2017,SC,Aiken County,Public,19,1209,4097,549,19,282,2176,252,450072000016,0.3778
47,305,660,N,,,,,,,Public,,0.533333333,352,,SY17-18,SC@019@0201,135.153846154,1757,245.769230769,3195,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,12/1/2017,SC,Aiken County,Public,13,892,2829,366,13,159,1583,174,450072000016,0.3778
48,316,664,N,,,,,,,Public,,0.548192771,364,,SY17-18,SC@019@0201,124.578947368,2367,238.578947368,4533,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,1/1/2018,SC,Aiken County,Public,19,1117,4009,524,19,197,2141,226,450072000016,0.3778
48,323,668,N,,,,,,,Public,,0.555389222,371,,SY17-18,SC@019@0201,140.315789474,2666,246.894736842,4691,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,2/1/2018,SC,Aiken County,Public,19,1035,4203,488,19,235,2378,288,450072000016,0.3778
47,327,668,N,,,,,,,Public,,0.559880240,374,,SY17-18,SC@019@0201,131.8,2636,253.1,5062,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,3/1/2018,SC,Aiken County,Public,20,1123,4600,462,20,226,2383,253,450072000016,0.3778
44,337,671,N,,,,,,,Public,,0.567809240,381,,SY17-18,SC@019@0201,139.3125,2229,261.125,4178,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,4/1/2018,SC,Aiken County,Public,16,887,3801,377,16,164,2043,186,450072000016,0.3778
44,332,666,N,,,,,,,Public,,0.564564565,376,,SY17-18,SC@019@0201,138.772727273,3053,258.318181818,5683,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,5/1/2018,SC,Aiken County,Public,22,1287,5131,552,22,250,2784,269,450072000016,0.3778
43,328,661,N,,,,,,,Public,,0.561270802,371,,SY17-18,SC@019@0201,270.5,541,237.5,475,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Belvedere Elementary,019,Aiken County,0201,6/1/2018,SC,Aiken County,Public,2,119,429,46,2,42,481,60,450072000016,0.3778
35,483,709,Y,,,,,,,Public,,0.730606488,518,,SY17-18,SC@025@0201,178.428571429,1249,332.142857143,2325,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,8/1/2017,SC,Aiken County,Public,7,406,2233,92,7,400,1153,96,450072000021,0.5881
34,500,705,Y,,,,,,,Public,,0.757446809,534,,SY17-18,SC@025@0201,219.944444444,3959,370.611111111,6671,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,9/1/2017,SC,Aiken County,Public,18,795,6420,251,18,874,3636,323,450072000021,0.5881
35,489,686,Y,,,,,,,Public,,0.763848397,524,,SY17-18,SC@025@0201,214,4708,362.454545455,7974,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,10/1/2017,SC,Aiken County,Public,22,1371,7741,233,22,1154,4411,297,450072000021,0.5881
27,495,695,Y,,,,,,,Public,,0.751079137,522,,SY17-18,SC@025@0201,220.684210526,4193,368.368421053,6999,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,11/1/2017,SC,Aiken County,Public,19,1081,6797,202,19,944,3969,224,450072000021,0.5881
22,502,697,Y,,,,,,,Public,,0.751793400,524,,SY17-18,SC@025@0201,222.230769231,2889,382,4966,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,12/1/2017,SC,Aiken County,Public,13,610,4847,119,13,516,2783,106,450072000021,0.5881
22,514,703,Y,,,,,,,Public,,0.762446657,536,,SY17-18,SC@025@0201,194.578947368,3697,381.947368421,7257,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,1/1/2018,SC,Aiken County,Public,19,787,7064,193,19,628,3554,143,450072000021,0.5881
22,522,700,Y,,,,,,,Public,,0.777142857,544,,SY17-18,SC@025@0201,235.052631579,4466,388.684210526,7385,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,2/1/2018,SC,Aiken County,Public,19,669,7205,180,19,652,4307,159,450072000021,0.5881
21,525,703,Y,,,,,,,Public,,0.776671408,546,,SY17-18,SC@025@0201,232.3,4646,405.35,8107,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,3/1/2018,SC,Aiken County,Public,20,728,7914,193,20,573,4488,158,450072000021,0.5881
21,525,701,Y,,,,,,,Public,,0.778887304,546,,SY17-18,SC@025@0201,218.625,3498,397.6875,6363,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,4/1/2018,SC,Aiken County,Public,16,542,6226,137,16,382,3411,87,450072000021,0.5881
21,527,701,Y,,,,,,,Public,,0.781740371,548,,SY17-18,SC@025@0201,234.045454545,5149,403.136363636,8869,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,5/1/2018,SC,Aiken County,Public,22,777,8682,187,22,535,5006,143,450072000021,0.5881
21,527,701,Y,,,,,,,Public,,0.781740371,548,,SY17-18,SC@025@0201,416,832,350,700,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Busbee-Corbett Elem/Mdl,025,Aiken County,0201,6/1/2018,SC,Aiken County,Public,2,63,685,15,2,91,803,29,450072000021,0.5881
47,476,849,N,,,,,,,Public,,0.616018846,523,,SY17-18,SC@021@0201,122,854,309.142857143,2164,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,8/1/2017,SC,Aiken County,Public,7,474,2056,108,7,125,839,15,450072000018,0.3645
57,475,852,N,,,,,,,Public,,0.624413146,532,,SY17-18,SC@021@0201,181.111111111,3260,365.666666667,6582,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,9/1/2017,SC,Aiken County,Public,18,1352,6077,505,18,286,3126,134,450072000018,0.3645
58,469,841,N,,,,,,,Public,,0.626634958,527,,SY17-18,SC@021@0201,185.818181818,4088,364.636363636,8022,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,10/1/2017,SC,Aiken County,Public,22,1964,7368,654,22,400,3876,212,450072000018,0.3645
54,468,852,N,,,,,,,Public,,0.612676056,522,,SY17-18,SC@021@0201,197.842105263,3759,380.473684211,7229,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,11/1/2017,SC,Aiken County,Public,19,1772,6592,637,19,279,3549,210,450072000018,0.3645
52,466,853,N,,,,,,,Public,,0.607268464,518,,SY17-18,SC@021@0201,173.076923077,2250,379.230769231,4930,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,12/1/2017,SC,Aiken County,Public,13,1301,4504,426,13,164,2139,111,450072000018,0.3645
51,469,855,N,,,,,,,Public,,0.608187135,520,,SY17-18,SC@021@0201,145.368421053,2762,371.684210526,7062,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,1/1/2018,SC,Aiken County,Public,19,1773,6519,543,19,251,2644,118,450072000018,0.3645
47,479,860,N,,,,,,,Public,,0.611627907,526,,SY17-18,SC@021@0201,166.578947368,3165,375.526315789,7135,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,2/1/2018,SC,Aiken County,Public,19,1824,6616,519,19,273,3021,144,450072000018,0.3645
44,466,843,N,,,,,,,Public,,0.604982206,510,,SY17-18,SC@021@0201,167.15,3343,364.65,7293,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,3/1/2018,SC,Aiken County,Public,20,1927,6765,528,20,273,3201,142,450072000018,0.3645
44,465,845,N,,,,,,,Public,,0.602366864,509,,SY17-18,SC@021@0201,169.625,2714,372.5,5960,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,4/1/2018,SC,Aiken County,Public,16,1650,5540,420,16,276,2608,106,450072000018,0.3645
44,468,844,N,,,,,,,Public,,0.606635071,512,,SY17-18,SC@021@0201,174.727272727,3844,368.636363636,8110,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,5/1/2018,SC,Aiken County,Public,22,2254,7576,534,22,331,3737,107,450072000018,0.3645
43,467,844,N,,,,,,,Public,,0.604265403,510,,SY17-18,SC@021@0201,294.5,589,246,492,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Byrd Elementary,021,Aiken County,0201,6/1/2018,SC,Aiken County,Public,2,134,454,38,2,49,579,10,450072000018,0.3645
26,204,797,N,,,,,,,Public,,0.288582183,230,,SY17-18,SC@056@0201,54.571428571,382,126.285714286,884,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Chukker Creek Elem,056,Aiken County,0201,8/1/2017,SC,Aiken County,Public,7,512,789,95,7,55,371,11,450072000045,0.193
37,192,780,N,,,,,,,Public,,0.293589744,229,,SY17-18,SC@056@0201,70.277777778,1265,144.722222222,2605,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Chukker Creek Elem,056,Aiken County,0201,9/1/2017,SC,Aiken County,Public,18,1686,2204,401,18,173,1186,79,450072000045,0.193
33,189,762,N,,,,,,,Public,,0.291338583,222,,SY17-18,SC@056@0201,72.818181818,1602,144.863636364,3187,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Chukker Creek Elem,056,Aiken County,0201,10/1/2017,SC,Aiken County,Public,22,2608,2700,487,22,282,1484,118,450072000045,0.193
33,176,765,N,,,,,,,Public,,0.273202614,209,,SY17-18,SC@056@0201,72.631578947,1380,143.684210526,2730,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Chukker Creek Elem,056,Aiken County,0201,11/1/2017,SC,Aiken County,Public,19,2284,2300,430,19,238,1296,84,450072000045,0.193
30,183,771,N,,,,,,,Public,,0.276264591,213,,SY17-18,SC@056@0201,66.538461538,865,150.615384615,1958,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Chukker Creek Elem,056,Aiken County,0201,12/1/2017,SC,Aiken County,Public,13,1662,1661,297,13,145,814,51,450072000045,0.193
31,184,773,N,,,,,,,Public,,0.278137128,215,,SY17-18,SC@056@0201,50.052631579,951,141.789473684,2694,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Chukker Creek Elem,056,Aiken County,0201,1/1/2018,SC,Aiken County,Public,19,2261,2313,381,19,187,894,57,450072000045,0.193
