District Name,District ID,School ID,School Name,Claim Date,School ID-1,School Name-1,Claim Date-1,Operating Days-Lunch Only,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,State-Reporting,Operating Days-Breakfast Only,Enrollment-Total-1,Enrollment-Free-1,Enrollment-Reduced-1,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,County,School Type-Original
Richland 02,4002,077,Windsor Elementary,5/1/2017,077,Windsor Elementary,5/1/2017,22,786,562,62,1863,9645,984,SC,22,786,562,62,2403,9425,988,Richland County,Public
Richland 02,4002,077,Windsor Elementary,6/1/2017,077,Windsor Elementary,6/1/2017,1,786,562,62,65,327,27,SC,1,786,562,62,93,323,29,Richland County,Public
Riverview Charter School,6184,001,Riverview Charter School,8/1/2016,001,Riverview Charter School,8/1/2016,6,608,127,45,440,473,77,SC,6,608,127,45,75,141,15,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,9/1/2016,001,Riverview Charter School,9/1/2016,20,608,127,45,2422,1804,477,SC,20,608,127,45,258,846,85,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,10/1/2016,001,Riverview Charter School,10/1/2016,13,608,122,47,1786,1298,387,SC,13,608,122,47,137,580,58,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,11/1/2016,001,Riverview Charter School,11/1/2016,18,608,123,45,2540,1741,531,SC,18,608,123,45,209,838,85,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,12/1/2016,001,Riverview Charter School,12/1/2016,12,608,126,45,1825,1196,385,SC,12,608,126,45,104,483,58,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,1/1/2017,001,Riverview Charter School,1/1/2017,21,606,133,43,3149,2264,634,SC,21,606,133,43,179,951,131,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,2/1/2017,001,Riverview Charter School,2/1/2017,19,606,135,43,3090,2243,605,SC,19,606,135,43,176,873,102,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,3/1/2017,001,Riverview Charter School,3/1/2017,22,606,138,42,3325,2471,658,SC,22,606,138,42,193,1117,106,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,4/1/2017,001,Riverview Charter School,4/1/2017,15,600,137,42,2260,1677,427,SC,15,600,137,42,91,670,63,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,5/1/2017,001,Riverview Charter School,5/1/2017,21,599,136,42,3498,2526,635,SC,21,599,136,42,157,1069,90,Beaufort County,Charter
Riverview Charter School,6184,001,Riverview Charter School,6/1/2017,001,Riverview Charter School,6/1/2017,3,599,136,43,444,324,78,SC,3,599,136,43,24,121,16,Beaufort County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,8/1/2016,015,Royal Live Oaks -SC Public Charter District,8/1/2016,13,630,382,76,1941,3966,595,SC,13,630,382,76,695,1006,138,Jasper County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,9/1/2016,015,Royal Live Oaks -SC Public Charter District,9/1/2016,20,632,405,85,2395,6214,1269,SC,20,632,405,85,779,1707,309,Jasper County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,10/1/2016,015,Royal Live Oaks -SC Public Charter District,10/1/2016,20,622,427,82,1251,4226,849,SC,20,622,427,82,407,1024,220,Jasper County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,11/1/2016,015,Royal Live Oaks -SC Public Charter District,11/1/2016,16,625,432,80,1403,5359,1087,SC,16,625,432,80,431,1304,328,Jasper County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,12/1/2016,015,Royal Live Oaks -SC Public Charter District,12/1/2016,12,620,427,84,1016,4178,820,SC,12,620,427,84,307,946,187,Jasper County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,1/1/2017,015,Royal Live Oaks -SC Public Charter District,1/1/2017,19,621,436,77,1575,6608,1247,SC,19,621,436,77,483,1445,273,Jasper County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,2/1/2017,015,Royal Live Oaks -SC Public Charter District,2/1/2017,19,627,441,80,1525,6586,1191,SC,19,627,441,80,465,1478,252,Jasper County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,3/1/2017,015,Royal Live Oaks -SC Public Charter District,3/1/2017,23,623,440,79,1841,7937,1458,SC,23,623,440,79,518,1760,343,Jasper County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,4/1/2017,015,Royal Live Oaks -SC Public Charter District,4/1/2017,15,635,449,80,1175,5255,965,SC,15,635,449,80,315,1192,202,Jasper County,Charter
Royal Live Oaks Academy-Ridgeland - SC Public Charter District,6304,015,Royal Live Oaks -SC Public Charter District,5/1/2017,015,Royal Live Oaks -SC Public Charter District,5/1/2017,22,622,440,77,1696,7226,1266,SC,22,622,440,77,508,1653,287,Jasper County,Charter
Saluda 01,4101,004,Hollywood Elementary School,8/1/2016,004,Hollywood Elementary School,8/1/2016,13,391,245,15,744,2565,99,SC,13,391,245,15,178,1757,56,Saluda County,Public
Saluda 01,4101,004,Hollywood Elementary School,9/1/2016,004,Hollywood Elementary School,9/1/2016,20,391,241,18,1346,4080,286,SC,20,391,241,18,321,2890,137,Saluda County,Public
Saluda 01,4101,004,Hollywood Elementary School,10/1/2016,004,Hollywood Elementary School,10/1/2016,20,395,241,19,1319,4077,330,SC,20,395,241,19,293,2836,150,Saluda County,Public
Saluda 01,4101,004,Hollywood Elementary School,11/1/2016,004,Hollywood Elementary School,11/1/2016,18,393,243,20,1169,3756,291,SC,18,393,243,20,242,2558,129,Saluda County,Public
Saluda 01,4101,004,Hollywood Elementary School,12/1/2016,004,Hollywood Elementary School,12/1/2016,11,395,242,22,748,2287,209,SC,11,395,242,22,124,1593,84,Saluda County,Public
Saluda 01,4101,004,Hollywood Elementary School,1/1/2017,004,Hollywood Elementary School,1/1/2017,21,396,243,24,1262,4196,402,SC,21,396,243,24,178,2780,158,Saluda County,Public
Saluda 01,4101,004,Hollywood Elementary School,2/1/2017,004,Hollywood Elementary School,2/1/2017,19,397,243,24,1222,3939,360,SC,19,397,243,24,156,2404,132,Saluda County,Public
Saluda 01,4101,004,Hollywood Elementary School,3/1/2017,004,Hollywood Elementary School,3/1/2017,22,394,243,24,1359,4484,401,SC,22,394,243,24,161,2680,164,Saluda County,Public
Saluda 01,4101,004,Hollywood Elementary School,4/1/2017,004,Hollywood Elementary School,4/1/2017,15,397,245,22,938,3175,267,SC,15,397,245,22,121,1933,125,Saluda County,Public
Saluda 01,4101,004,Hollywood Elementary School,5/1/2017,004,Hollywood Elementary School,5/1/2017,20,398,244,23,1187,3831,329,SC,20,398,244,23,161,2462,137,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,8/1/2016,001,Saluda Elementary School,8/1/2016,13,356,318,18,186,3726,176,SC,13,356,318,18,22,1546,42,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,9/1/2016,001,Saluda Elementary School,9/1/2016,20,372,318,20,450,5609,221,SC,20,372,318,20,50,2356,72,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,10/1/2016,001,Saluda Elementary School,10/1/2016,20,360,314,13,556,5648,142,SC,20,360,314,13,59,2222,51,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,11/1/2016,001,Saluda Elementary School,11/1/2016,18,367,322,13,429,5161,163,SC,18,367,322,13,44,1846,47,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,12/1/2016,001,Saluda Elementary School,12/1/2016,11,366,323,14,264,3212,122,SC,11,366,323,14,21,1042,42,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,1/1/2017,001,Saluda Elementary School,1/1/2017,21,380,325,12,486,6022,189,SC,21,380,325,12,49,1828,62,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,2/1/2017,001,Saluda Elementary School,2/1/2017,19,363,326,11,420,5390,172,SC,19,363,326,11,42,1725,59,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,3/1/2017,001,Saluda Elementary School,3/1/2017,22,378,331,10,471,6414,165,SC,22,378,331,10,43,2009,63,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,4/1/2017,001,Saluda Elementary School,4/1/2017,15,385,333,10,377,4351,100,SC,15,385,333,10,51,1465,43,Saluda County,Public
Saluda 01,4101,001,Saluda Elementary School,5/1/2017,001,Saluda Elementary School,5/1/2017,20,387,335,9,467,5033,122,SC,20,387,335,9,55,2014,41,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,8/1/2016,003,Saluda High/Middle School,8/1/2016,13,1087,718,58,2040,7947,506,SC,13,1087,718,58,147,2922,105,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,9/1/2016,003,Saluda High/Middle School,9/1/2016,20,1079,703,65,3371,12032,1035,SC,20,1079,703,65,369,5025,251,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,10/1/2016,003,Saluda High/Middle School,10/1/2016,20,1098,699,67,3308,11905,1019,SC,20,1098,699,67,369,5441,257,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,11/1/2016,003,Saluda High/Middle School,11/1/2016,18,1099,701,62,2980,10690,884,SC,18,1099,701,62,346,4686,198,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,12/1/2016,003,Saluda High/Middle School,12/1/2016,11,1096,701,61,1722,6465,550,SC,11,1096,701,61,189,3096,115,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,1/1/2017,003,Saluda High/Middle School,1/1/2017,21,1077,697,63,3272,11686,1016,SC,21,1077,697,63,322,4980,230,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,2/1/2017,003,Saluda High/Middle School,2/1/2017,19,1088,698,63,2835,10217,893,SC,19,1088,698,63,333,4661,217,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,3/1/2017,003,Saluda High/Middle School,3/1/2017,22,1070,704,64,3184,12238,954,SC,22,1070,704,64,383,5379,233,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,4/1/2017,003,Saluda High/Middle School,4/1/2017,15,1050,699,58,2031,8361,655,SC,15,1050,699,58,271,3637,168,Saluda County,Public
Saluda 01,4101,003,Saluda High/Middle School,5/1/2017,003,Saluda High/Middle School,5/1/2017,20,1751,697,59,2362,9597,779,SC,20,1751,697,59,327,4810,204,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,8/1/2016,006,Saluda Primary School,8/1/2016,13,436,385,12,215,4275,97,SC,13,436,385,12,72,2301,56,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,9/1/2016,006,Saluda Primary School,9/1/2016,20,441,389,12,317,6835,168,SC,20,441,389,12,103,3823,93,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,10/1/2016,006,Saluda Primary School,10/1/2016,20,439,391,12,239,6894,211,SC,20,439,391,12,75,3782,80,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,11/1/2016,006,Saluda Primary School,11/1/2016,18,443,398,11,217,6257,171,SC,18,443,398,11,68,3453,44,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,12/1/2016,006,Saluda Primary School,12/1/2016,11,445,397,11,133,3762,103,SC,11,445,397,11,38,2029,33,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,1/1/2017,006,Saluda Primary School,1/1/2017,21,444,397,12,259,7088,188,SC,21,444,397,12,43,3520,71,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,2/1/2017,006,Saluda Primary School,2/1/2017,19,445,400,12,207,6464,146,SC,19,445,400,12,49,3265,40,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,3/1/2017,006,Saluda Primary School,3/1/2017,22,448,404,10,241,7603,163,SC,22,448,404,10,38,3664,45,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,4/1/2017,006,Saluda Primary School,4/1/2017,15,445,403,10,180,5127,115,SC,15,445,403,10,27,2509,37,Saluda County,Public
Saluda 01,4101,006,Saluda Primary School,5/1/2017,006,Saluda Primary School,5/1/2017,20,446,401,10,226,5983,128,SC,20,446,401,10,36,3085,45,Saluda County,Public
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,7/1/2016,001,Wil Lou Gray Opportunity School,7/1/2016,7,141,141,0,0,975,0,SC,7,141,141,0,0,836,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,8/1/2016,001,Wil Lou Gray Opportunity School,8/1/2016,31,137,137,0,0,3841,0,SC,31,137,137,0,0,3841,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,9/1/2016,001,Wil Lou Gray Opportunity School,9/1/2016,25,112,112,0,0,2080,0,SC,25,112,112,0,0,2159,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,10/1/2016,001,Wil Lou Gray Opportunity School,10/1/2016,12,110,110,0,0,1059,0,SC,12,110,110,0,0,962,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,11/1/2016,001,Wil Lou Gray Opportunity School,11/1/2016,24,105,105,0,0,2346,0,SC,24,105,105,0,0,2446,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,12/1/2016,001,Wil Lou Gray Opportunity School,12/1/2016,15,91,91,0,0,1329,0,SC,15,91,91,0,0,1411,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,1/1/2017,001,Wil Lou Gray Opportunity School,1/1/2017,28,75,75,0,0,1602,0,SC,28,75,75,0,0,1609,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,2/1/2017,001,Wil Lou Gray Opportunity School,2/1/2017,15,39,39,0,0,481,0,SC,15,39,39,0,0,511,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,3/1/2017,001,Wil Lou Gray Opportunity School,3/1/2017,26,145,145,0,0,3323,0,SC,26,145,145,0,0,3179,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,4/1/2017,001,Wil Lou Gray Opportunity School,4/1/2017,26,119,119,0,0,2768,0,SC,26,119,119,0,0,2937,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,5/1/2017,001,Wil Lou Gray Opportunity School,5/1/2017,25,101,101,0,0,1765,0,SC,25,101,101,0,0,1997,0,Richland County,RCCI
Sc Opportunity Sch H71,5206,001,Wil Lou Gray Opportunity School,6/1/2017,001,Wil Lou Gray Opportunity School,6/1/2017,7,41,41,0,0,220,0,SC,7,41,41,0,0,242,0,Richland County,RCCI
Spartanburg 01,4201,006,Campobello-Gramling El,8/1/2016,006,Campobello-Gramling El,8/1/2016,13,751,310,43,1537,2819,331,SC,13,751,310,43,1168,1502,197,Spartanburg County,Public
Spartanburg 01,4201,006,Campobello-Gramling El,9/1/2016,006,Campobello-Gramling El,9/1/2016,21,739,309,50,2830,4728,704,SC,21,739,309,50,1771,2539,302,Spartanburg County,Public
Spartanburg 01,4201,006,Campobello-Gramling El,10/1/2016,006,Campobello-Gramling El,10/1/2016,20,747,302,51,2900,4353,671,SC,20,747,302,51,1542,2303,322,Spartanburg County,Public
Spartanburg 01,4201,006,Campobello-Gramling El,11/1/2016,006,Campobello-Gramling El,11/1/2016,18,749,297,52,2996,4043,592,SC,18,749,297,52,1323,2049,305,Spartanburg County,Public
Spartanburg 01,4201,006,Campobello-Gramling El,12/1/2016,006,Campobello-Gramling El,12/1/2016,12,747,298,49,1687,2374,334,SC,12,747,298,49,797,1205,164,Spartanburg County,Public
Spartanburg 01,4201,006,Campobello-Gramling El,1/1/2017,006,Campobello-Gramling El,1/1/2017,18,745,296,47,2820,3991,553,SC,18,745,296,47,1184,1847,250,Spartanburg County,Public
Spartanburg 01,4201,006,Campobello-Gramling El,2/1/2017,006,Campobello-Gramling El,2/1/2017,20,741,296,48,3083,4272,581,SC,20,741,296,48,1361,2076,267,Spartanburg County,Public
Spartanburg 01,4201,006,Campobello-Gramling El,3/1/2017,006,Campobello-Gramling El,3/1/2017,23,744,294,48,3724,5015,724,SC,23,744,294,48,1682,2420,269,Spartanburg County,Public
Spartanburg 01,4201,006,Campobello-Gramling El,4/1/2017,006,Campobello-Gramling El,4/1/2017,15,750,297,48,2523,3437,506,SC,15,750,297,48,1061,1556,189,Spartanburg County,Public
Spartanburg 01,4201,006,Campobello-Gramling El,5/1/2017,006,Campobello-Gramling El,5/1/2017,20,748,297,48,2909,4135,581,SC,20,748,297,48,1550,2096,240,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,8/1/2016,002,Chapman High,8/1/2016,13,914,429,91,1839,3675,631,SC,13,914,429,91,343,1563,264,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,9/1/2016,002,Chapman High,9/1/2016,21,904,432,89,3058,6335,934,SC,21,904,432,89,645,3871,467,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,10/1/2016,002,Chapman High,10/1/2016,20,898,382,69,3204,5705,852,SC,20,898,382,69,733,4175,501,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,11/1/2016,002,Chapman High,11/1/2016,18,893,380,71,2877,5031,798,SC,18,893,380,71,718,4177,747,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,12/1/2016,002,Chapman High,12/1/2016,12,886,375,73,1680,3222,476,SC,12,886,375,73,454,2381,433,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,1/1/2017,002,Chapman High,1/1/2017,18,858,365,72,2641,5069,766,SC,18,858,365,72,569,3701,789,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,2/1/2017,002,Chapman High,2/1/2017,20,854,365,71,2850,5511,815,SC,20,854,365,71,649,4206,870,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,3/1/2017,002,Chapman High,3/1/2017,23,850,362,71,3464,6336,969,SC,23,850,362,71,933,4570,938,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,4/1/2017,002,Chapman High,4/1/2017,15,848,359,72,2259,4109,680,SC,15,848,359,72,602,2921,622,Spartanburg County,Public
Spartanburg 01,4201,002,Chapman High,5/1/2017,002,Chapman High,5/1/2017,20,846,358,72,2238,3769,644,SC,20,846,358,72,705,1919,369,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,8/1/2016,009,Holly Spgs-Motlow El,8/1/2016,13,430,221,41,620,2010,302,SC,13,430,221,41,450,1154,226,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,9/1/2016,009,Holly Spgs-Motlow El,9/1/2016,21,424,232,40,1125,3544,477,SC,21,424,232,40,631,2109,349,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,10/1/2016,009,Holly Spgs-Motlow El,10/1/2016,20,424,213,34,1402,3177,481,SC,20,424,213,34,1970,2805,428,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,11/1/2016,009,Holly Spgs-Motlow El,11/1/2016,18,430,221,35,1293,3075,473,SC,18,430,221,35,2871,3478,556,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,12/1/2016,009,Holly Spgs-Motlow El,12/1/2016,12,430,218,35,844,1806,301,SC,12,430,218,35,1843,2170,375,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,1/1/2017,009,Holly Spgs-Motlow El,1/1/2017,18,431,221,38,1270,2981,488,SC,18,431,221,38,2813,3452,594,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,2/1/2017,009,Holly Spgs-Motlow El,2/1/2017,20,431,224,37,1343,3342,543,SC,20,431,224,37,3038,3917,648,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,3/1/2017,009,Holly Spgs-Motlow El,3/1/2017,23,435,227,37,1621,3949,623,SC,23,435,227,37,3500,4547,770,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,4/1/2017,009,Holly Spgs-Motlow El,4/1/2017,15,430,226,37,995,2603,404,SC,15,430,226,37,2302,2986,494,Spartanburg County,Public
Spartanburg 01,4201,009,Holly Spgs-Motlow El,5/1/2017,009,Holly Spgs-Motlow El,5/1/2017,20,429,225,37,1204,3233,511,SC,20,429,225,37,2927,3837,645,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,8/1/2016,010,Inman Elementary,8/1/2016,13,563,357,40,585,3086,205,SC,13,563,357,40,1898,4105,424,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,9/1/2016,010,Inman Elementary,9/1/2016,21,564,369,36,1039,5763,376,SC,21,564,369,36,2928,6765,607,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,10/1/2016,010,Inman Elementary,10/1/2016,20,567,358,35,1125,5233,366,SC,20,567,358,35,3020,6194,564,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,11/1/2016,010,Inman Elementary,11/1/2016,18,570,359,35,1060,4774,399,SC,18,570,359,35,2733,5562,521,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,12/1/2016,010,Inman Elementary,12/1/2016,12,573,360,34,663,3078,260,SC,12,573,360,34,1761,3557,330,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,1/1/2017,010,Inman Elementary,1/1/2017,18,578,368,36,888,5061,433,SC,18,578,368,36,2677,5647,540,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,2/1/2017,010,Inman Elementary,2/1/2017,20,577,372,34,977,5654,464,SC,20,577,372,34,2907,6229,569,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,3/1/2017,010,Inman Elementary,3/1/2017,23,581,371,35,1189,6335,518,SC,23,581,371,35,3412,7248,689,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,4/1/2017,010,Inman Elementary,4/1/2017,15,581,370,36,850,4295,356,SC,15,581,370,36,2233,4633,457,Spartanburg County,Public
Spartanburg 01,4201,010,Inman Elementary,5/1/2017,010,Inman Elementary,5/1/2017,20,579,371,36,970,5025,434,SC,20,579,371,36,2891,6121,601,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,8/1/2016,088,Inman Intermediate,8/1/2016,13,339,200,28,421,1901,214,SC,13,339,200,28,141,846,79,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,9/1/2016,088,Inman Intermediate,9/1/2016,21,329,196,26,796,3149,397,SC,21,329,196,26,248,1420,121,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,10/1/2016,088,Inman Intermediate,10/1/2016,20,329,189,22,924,3012,300,SC,20,329,189,22,352,1536,71,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,11/1/2016,088,Inman Intermediate,11/1/2016,18,330,186,22,924,2741,282,SC,18,330,186,22,372,1441,80,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,12/1/2016,088,Inman Intermediate,12/1/2016,12,333,187,22,597,1702,180,SC,12,333,187,22,240,943,40,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,1/1/2017,088,Inman Intermediate,1/1/2017,18,337,189,24,918,2843,319,SC,18,337,189,24,275,1345,107,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,2/1/2017,088,Inman Intermediate,2/1/2017,20,336,192,24,959,3132,328,SC,20,336,192,24,359,1533,115,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,3/1/2017,088,Inman Intermediate,3/1/2017,23,335,192,21,1172,3562,371,SC,23,335,192,21,419,1742,110,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,4/1/2017,088,Inman Intermediate,4/1/2017,15,335,192,21,758,2428,249,SC,15,335,192,21,285,1129,76,Spartanburg County,Public
Spartanburg 01,4201,088,Inman Intermediate,5/1/2017,088,Inman Intermediate,5/1/2017,20,334,193,21,814,2789,274,SC,20,334,193,21,343,1509,97,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,8/1/2016,003,Landrum High,8/1/2016,13,664,235,41,1697,1858,226,SC,13,664,235,41,263,554,65,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,9/1/2016,003,Landrum High,9/1/2016,21,651,232,49,3008,3095,439,SC,21,651,232,49,532,887,88,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,10/1/2016,003,Landrum High,10/1/2016,20,651,195,44,3053,2571,489,SC,20,651,195,44,615,916,79,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,11/1/2016,003,Landrum High,11/1/2016,18,649,201,43,2793,2253,444,SC,18,649,201,43,610,826,88,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,12/1/2016,003,Landrum High,12/1/2016,12,649,201,42,1720,1418,253,SC,12,649,201,42,377,548,52,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,1/1/2017,003,Landrum High,1/1/2017,18,648,197,42,2711,2163,444,SC,18,648,197,42,488,773,109,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,2/1/2017,003,Landrum High,2/1/2017,20,637,196,42,3048,2448,481,SC,20,637,196,42,522,885,120,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,3/1/2017,003,Landrum High,3/1/2017,23,635,195,41,3614,2834,552,SC,23,635,195,41,738,1152,132,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,4/1/2017,003,Landrum High,4/1/2017,15,633,193,41,2298,1785,329,SC,15,633,193,41,491,754,96,Spartanburg County,Public
Spartanburg 01,4201,003,Landrum High,5/1/2017,003,Landrum High,5/1/2017,20,632,193,41,2358,1917,315,SC,20,632,193,41,594,884,89,Spartanburg County,Public
Spartanburg 01,4201,087,Landrum Middle School,8/1/2016,087,Landrum Middle School,8/1/2016,13,250,120,11,334,1115,83,SC,13,250,120,11,166,523,42,Spartanburg County,Public
Spartanburg 01,4201,087,Landrum Middle School,9/1/2016,087,Landrum Middle School,9/1/2016,21,252,125,13,699,1927,139,SC,21,252,125,13,335,927,73,Spartanburg County,Public
Spartanburg 01,4201,087,Landrum Middle School,10/1/2016,087,Landrum Middle School,10/1/2016,20,252,112,10,845,1600,98,SC,20,252,112,10,397,764,30,Spartanburg County,Public
Spartanburg 01,4201,087,Landrum Middle School,11/1/2016,087,Landrum Middle School,11/1/2016,18,253,112,11,784,1510,151,SC,18,253,112,11,313,704,44,Spartanburg County,Public
Spartanburg 01,4201,087,Landrum Middle School,12/1/2016,087,Landrum Middle School,12/1/2016,12,255,112,13,540,932,104,SC,12,255,112,13,212,476,45,Spartanburg County,Public
Spartanburg 01,4201,087,Landrum Middle School,1/1/2017,087,Landrum Middle School,1/1/2017,18,257,112,13,745,1419,179,SC,18,257,112,13,292,630,68,Spartanburg County,Public
Spartanburg 01,4201,087,Landrum Middle School,2/1/2017,087,Landrum Middle School,2/1/2017,20,256,115,13,834,1572,151,SC,20,256,115,13,324,742,37,Spartanburg County,Public
