Lunch Meals-Reduced,Lunch Meals-Free,Enrollment-Reduced,Enrollment-Free,Breakfast Meals-Reduced,Breakfast Meals-Free,Enrollment-Paid,Breakfast Meals-Free and Reduced,State-Physical,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Breakfast Meals-Paid,Operating Days,Operating Days-Breakfast Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School ID,School Name,Street Address-Line 1,Street Address-Line 2,City,Zip Code,County,School Type-Original,School Level-Original,Claim Date,Enrollment-Total,Enrollment-Free and Reduced,Operating Days-Lunch Only,Lunch Meals-Free and Reduced,Lunch Meals-Paid,ISP
,,,,,,34,600,MT,Y,,N,,,3,2019,409,,15,,Cafeteria ,,,,,,,MT,601,40.066666667,600,40,MT@0765@0577,300186000003,SY18-19,,49,0.595049505,Primary,Public,,,,Cafeteria ,,,0577,Alberton K-12 Schools,0765,Alberton School,306 Railroad Ave,,Alberton,59820,Mineral,Public,Elementary,3/1/2019,83,49,15,601,409,0.3718
,,,,,,33,499,MT,Y,,N,,,2,2019,340,,13,,Cafeteria ,,,,,,,MT,541,41.615384615,499,38.384615385,MT@0765@0577,300186000003,SY18-19,,49,0.595159516,Primary,Public,,,,Cafeteria ,,,0577,Alberton K-12 Schools,0765,Alberton School,306 Railroad Ave,,Alberton,59820,Mineral,Public,Elementary,2/1/2019,82,49,13,541,368,0.3718
,,,,,,33,712,MT,Y,,N,,,1,2019,485,,18,,Cafeteria ,,,,,,,MT,693,38.5,712,39.555555556,MT@0765@0577,300186000003,SY18-19,,49,0.594849785,Primary,Public,,,,Cafeteria ,,,0577,Alberton K-12 Schools,0765,Alberton School,306 Railroad Ave,,Alberton,59820,Mineral,Public,Elementary,1/1/2019,82,49,18,693,472,0.3718
,,,,,,31,429,MT,Y,,N,,,12,2018,292,,12,,Cafeteria ,,,,,,,MT,459,38.25,429,35.75,MT@0765@0577,300186000003,SY18-19,,46,0.595330739,Primary,Public,,,,Cafeteria ,,,0577,Alberton K-12 Schools,0765,Alberton School,306 Railroad Ave,,Alberton,59820,Mineral,Public,Elementary,12/1/2018,77,46,12,459,312,0.3718
,,,,,,31,628,MT,Y,,N,,,11,2018,428,,16,,Cafeteria ,,,,,,,MT,607,37.9375,628,39.25,MT@0765@0577,300186000003,SY18-19,,46,0.594515181,Primary,Public,,,,Cafeteria ,,,0577,Alberton K-12 Schools,0765,Alberton School,306 Railroad Ave,,Alberton,59820,Mineral,Public,Elementary,11/1/2018,77,46,16,607,414,0.3718
,,,,,,31,718,MT,Y,,N,,,10,2018,489,,18,,Cafeteria ,,,,,,,MT,692,38.444444444,718,39.888888889,MT@0765@0577,300186000003,SY18-19,,46,0.594501718,Primary,Public,,,,Cafeteria ,,,0577,Alberton K-12 Schools,0765,Alberton School,306 Railroad Ave,,Alberton,59820,Mineral,Public,Elementary,10/1/2018,77,46,18,692,472,0.3718
,,,,,,31,597,MT,Y,,N,,,9,2018,407,,15,,Cafeteria ,,,,,,,MT,574,38.266666667,597,39.8,MT@0765@0577,300186000003,SY18-19,,45,0.594818653,Primary,Public,,,,Cafeteria ,,,0577,Alberton K-12 Schools,0765,Alberton School,306 Railroad Ave,,Alberton,59820,Mineral,Public,Elementary,9/1/2018,76,45,15,574,391,0.3718
,,,,,,4,294,MT,N,,N,,,5,2019,61,,16,,Classroom,,,,,,,MT,260,16.25,294,18.375,MT@0719@0536,301746000541,SY18-19,,21,0.84,Primary,Public,,,,BIC,,,0536,Alder-Upper Ruby Elem,0719,Alder School,36 Upper Ruby Road,,Alder,59710,Madison,Public,Elementary,5/1/2019,25,21,16,260,45,
,,,,,,4,351,MT,N,,N,,,4,2019,71,,18,,Classroom,,,,,,,MT,296,16.444444444,351,19.5,MT@0719@0536,301746000541,SY18-19,,21,0.84,Primary,Public,,,,BIC,,,0536,Alder-Upper Ruby Elem,0719,Alder School,36 Upper Ruby Road,,Alder,59710,Madison,Public,Elementary,4/1/2019,25,21,18,296,49,
,,,,,,4,309,MT,N,,N,,,3,2019,58,,16,,Classroom,,,,,,,MT,283,16.647058824,309,19.3125,MT@0719@0536,301746000541,SY18-19,,21,0.84,Primary,Public,,,,BIC,,,0536,Alder-Upper Ruby Elem,0719,Alder School,36 Upper Ruby Road,,Alder,59710,Madison,Public,Elementary,3/1/2019,25,21,17,283,43,
,,,,,,4,267,MT,N,,N,,,2,2019,48,,15,,Classroom,,,,,,,MT,229,15.266666667,267,17.8,MT@0719@0536,301746000541,SY18-19,,21,0.84,Primary,Public,,,,BIC,,,0536,Alder-Upper Ruby Elem,0719,Alder School,36 Upper Ruby Road,,Alder,59710,Madison,Public,Elementary,2/1/2019,25,21,15,229,34,
,,,,,,4,366,MT,N,,N,,,1,2019,70,,18,,Classroom,,,,,,,MT,392,17.818181818,366,20.333333333,MT@0719@0536,301746000541,SY18-19,,21,0.84,Primary,Public,,,,BIC,,,0536,Alder-Upper Ruby Elem,0719,Alder School,36 Upper Ruby Road,,Alder,59710,Madison,Public,Elementary,1/1/2019,25,21,22,392,64,
,,,,,,4,271,MT,N,,N,,,12,2018,44,,14,,Classroom,,,,,,,MT,241,17.214285714,271,19.357142857,MT@0719@0536,301746000541,SY18-19,,21,0.84,Primary,Public,,,,BIC,,,0536,Alder-Upper Ruby Elem,0719,Alder School,36 Upper Ruby Road,,Alder,59710,Madison,Public,Elementary,12/1/2018,25,21,14,241,31,
,,,,,,4,320,MT,N,,N,,,11,2018,63,,16,,Classroom,,,,,,,MT,278,17.375,320,20,MT@0719@0536,301746000541,SY18-19,,21,0.84,Primary,Public,,,,BIC,,,0536,Alder-Upper Ruby Elem,0719,Alder School,36 Upper Ruby Road,,Alder,59710,Madison,Public,Elementary,11/1/2018,25,21,16,278,45,
,,,,,,5,338,MT,N,,N,,,10,2018,78,,18,,Classroom,,,,,,,MT,329,15.666666667,338,18.777777778,MT@0719@0536,301746000541,SY18-19,,21,0.807692308,Primary,Public,,,,BIC,,,0536,Alder-Upper Ruby Elem,0719,Alder School,36 Upper Ruby Road,,Alder,59710,Madison,Public,Elementary,10/1/2018,26,21,21,329,58,
,,,,,,7,279,MT,N,,N,,,9,2018,92,,16,,Classroom,,,,,,,MT,272,16,279,17.4375,MT@0719@0536,301746000541,SY18-19,,19,0.730769231,Primary,Public,,,,BIC,,,0536,Alder-Upper Ruby Elem,0719,Alder School,36 Upper Ruby Road,,Alder,59710,Madison,Public,Elementary,9/1/2018,26,19,17,272,66,
,,,,,,78,65,MT,N,,N,,,6,2019,17,,4,,Cafeteria ,,,,,,,MT,125,31.25,65,16.25,MT@1589@0236,300201000014,SY18-19,,73,0.483443709,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,6/1/2019,151,73,4,125,99,0.3394
,,,,,,81,468,MT,N,,N,,,5,2019,124,,22,,Cafeteria ,,,,,,,MT,764,34.727272727,468,21.272727273,MT@1589@0236,300201000014,SY18-19,,74,0.477419355,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,5/1/2019,155,74,22,764,647,0.3394
,,,,,,82,331,MT,N,,N,,,4,2019,111,,16,,Cafeteria ,,,,,,,MT,651,40.6875,331,20.6875,MT@1589@0236,300201000014,SY18-19,,75,0.477707006,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,4/1/2019,157,75,16,651,529,0.3394
,,,,,,81,258,MT,N,,N,,,3,2019,123,,20,,Cafeteria ,,,,,,,MT,677,33.85,258,12.9,MT@1589@0236,300201000014,SY18-19,,75,0.480769231,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,3/1/2019,156,75,20,677,631,0.3394
,,,,,,79,269,MT,N,,N,,,2,2019,86,,20,,Cafeteria ,,,,,,,MT,614,30.7,269,13.45,MT@1589@0236,300201000014,SY18-19,,73,0.480263158,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,2/1/2019,152,73,20,614,528,0.3394
,,,,,,78,372,MT,N,,N,,,1,2019,116,,21,,Cafeteria ,,,,,,,MT,823,39.190476190,372,17.714285714,MT@1589@0236,300201000014,SY18-19,,76,0.493506494,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,1/1/2019,154,76,21,823,693,0.3394
,,,,,,79,270,MT,N,,N,,,12,2018,95,,15,,Cafeteria ,,,,,,,MT,615,41,270,18,MT@1589@0236,300201000014,SY18-19,,75,0.487012987,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,12/1/2018,154,75,15,615,517,0.3394
,,,,,,78,330,MT,N,,N,,,11,2018,118,,19,,Cafeteria ,,,,,,,MT,792,41.684210526,330,17.368421053,MT@1589@0236,300201000014,SY18-19,,77,0.496774194,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,11/1/2018,155,77,19,792,634,0.3394
,,,,,,74,402,MT,N,,N,,,10,2018,152,,21,,Cafeteria ,,,,,,,MT,892,42.476190476,402,19.142857143,MT@1589@0236,300201000014,SY18-19,,83,0.528662420,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,10/1/2018,157,83,21,892,714,0.3394
,,,,,,70,394,MT,N,,N,,,9,2018,149,,19,,Cafeteria ,,,,,,,MT,903,47.526315789,394,20.736842105,MT@1589@0236,300201000014,SY18-19,,86,0.551282051,Middle,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,1589,Anaconda Jr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,Middle,9/1/2018,156,86,19,903,623,0.3394
,,,,,,129,56,MT,N,,N,,,6,2019,12,,4,,Cafeteria ,,,,,,,MT,71,17.75,56,14,MT@0326@0236,,SY18-19,,104,0.446351931,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,6/1/2019,233,104,4,71,23,
,,,,,,170,522,MT,N,,N,,,5,2019,153,,22,,Cafeteria ,,,,,,,MT,793,36.045454545,522,23.727272727,MT@0326@0236,,SY18-19,,130,0.433333333,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,5/1/2019,300,130,22,793,306,
,,,,,,169,425,MT,N,,N,,,4,2019,105,,16,,Cafeteria ,,,,,,,MT,602,37.625,425,26.5625,MT@0326@0236,,SY18-19,,132,0.438538206,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,4/1/2019,301,132,16,602,256,
,,,,,,174,455,MT,N,,N,,,3,2019,103,,20,,Cafeteria ,,,,,,,MT,859,42.95,455,22.75,MT@0326@0236,,SY18-19,,134,0.435064935,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,3/1/2019,308,134,20,859,365,
,,,,,,172,416,MT,N,,N,,,2,2019,97,,20,,Cafeteria ,,,,,,,MT,725,36.25,416,20.8,MT@0326@0236,,SY18-19,,135,0.439739414,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,2/1/2019,307,135,20,725,297,
,,,,,,174,513,MT,N,,N,,,1,2019,116,,21,,Cafeteria ,,,,,,,MT,837,39.857142857,513,24.428571429,MT@0326@0236,,SY18-19,,141,0.447619048,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,1/1/2019,315,141,21,837,324,
,,,,,,174,455,MT,N,,N,,,12,2018,113,,15,,Cafeteria ,,,,,,,MT,647,43.133333333,455,30.333333333,MT@0326@0236,,SY18-19,,141,0.447619048,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,12/1/2018,315,141,15,647,251,
,,,,,,172,535,MT,N,,N,,,11,2018,129,,19,,Cafeteria ,,,,,,,MT,851,44.789473684,535,28.157894737,MT@0326@0236,,SY18-19,,141,0.450479233,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,11/1/2018,313,141,19,851,323,
,,,,,,177,657,MT,N,,N,,,10,2018,212,,21,,Cafeteria ,,,,,,,MT,879,41.857142857,657,31.285714286,MT@0326@0236,,SY18-19,,140,0.441640379,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,10/1/2018,317,140,21,879,433,
,,,,,,137,609,MT,N,,N,,,9,2018,145,,19,,Cafeteria ,,,,,,,MT,790,41.578947368,609,32.052631579,MT@0326@0236,,SY18-19,,187,0.577160494,High,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0326,Anaconda Sr High School,515 Main Street,,Anaconda,59711,Deer Lodge,Public,High,9/1/2018,324,187,19,790,249,
,,,,,,142,336,MT,N,,N,,,6,2019,49,,4,,Cafeteria ,,,,,,,MT,562,140.5,336,84,MT@0322@0236,300201000010,SY18-19,,198,0.582352941,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,6/1/2019,340,198,4,562,226,0.3873
,,,,,,144,1883,MT,N,,N,,,5,2019,377,,22,,Cafeteria ,,,,,,,MT,3191,145.045454545,1883,85.590909091,MT@0322@0236,300201000010,SY18-19,,202,0.583815029,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,5/1/2019,346,202,22,3191,1351,0.3873
,,,,,,145,1444,MT,N,,N,,,4,2019,220,,16,,Cafeteria ,,,,,,,MT,2421,151.3125,1444,90.25,MT@0322@0236,300201000010,SY18-19,,197,0.576023392,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,4/1/2019,342,197,16,2421,1005,0.3873
,,,,,,145,1375,MT,N,,N,,,3,2019,301,,20,,Cafeteria ,,,,,,,MT,2745,137.25,1375,68.75,MT@0322@0236,300201000010,SY18-19,,202,0.582132565,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,3/1/2019,347,202,20,2745,1124,0.3873
,,,,,,144,1124,MT,N,,N,,,2,2019,251,,20,,Cafeteria ,,,,,,,MT,2370,118.5,1124,56.2,MT@0322@0236,300201000010,SY18-19,,201,0.582608696,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,2/1/2019,345,201,20,2370,1027,0.3873
,,,,,,144,1502,MT,N,,N,,,1,2019,345,,21,,Cafeteria ,,,,,,,MT,3053,145.380952381,1502,71.523809524,MT@0322@0236,300201000010,SY18-19,,198,0.578947368,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,1/1/2019,342,198,21,3053,1238,0.3873
,,,,,,145,1049,MT,N,,N,,,12,2018,282,,15,,Cafeteria ,,,,,,,MT,2157,143.8,1049,69.933333333,MT@0322@0236,300201000010,SY18-19,,196,0.574780059,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,12/1/2018,341,196,15,2157,954,0.3873
,,,,,,146,1398,MT,N,,N,,,11,2018,342,,19,,Cafeteria ,,,,,,,MT,2665,140.263157895,1398,73.578947368,MT@0322@0236,300201000010,SY18-19,,201,0.579250720,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,11/1/2018,347,201,19,2665,1225,0.3873
,,,,,,139,1692,MT,N,,N,,,10,2018,411,,21,,Cafeteria ,,,,,,,MT,3009,143.285714286,1692,80.571428571,MT@0322@0236,300201000010,SY18-19,,214,0.606232295,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,10/1/2018,353,214,21,3009,1251,0.3873
,,,,,,133,1683,MT,N,,N,,,9,2018,387,,19,,Cafeteria ,,,,,,,MT,2832,149.052631579,1683,88.578947368,MT@0322@0236,300201000010,SY18-19,,219,0.622159091,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0322,Fred Moodry Intermediate,219 East 3rd,,Anaconda,59711,Deer Lodge,Public,Elementary,9/1/2018,352,219,19,2832,1092,0.3873
,,,,,,79,242,MT,Y,,N,,,6,2019,99,,4,,Cafeteria ,,,,,,,MT,434,108.5,242,60.5,MT@0321@0236,300201000011,SY18-19,,193,0.709150327,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,6/1/2019,272,193,4,434,178,0.3953
,,,,,,80,2042,MT,Y,,N,,,5,2019,840,,22,,Cafeteria ,,,,,,,MT,2790,126.818181818,2042,92.818181818,MT@0321@0236,300201000011,SY18-19,,195,0.708661417,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,5/1/2019,275,195,22,2790,1147,0.3953
,,,,,,78,1636,MT,Y,,N,,,4,2019,673,,16,,Cafeteria ,,,,,,,MT,2081,130.0625,1636,102.25,MT@0321@0236,300201000011,SY18-19,,190,0.708546136,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,4/1/2019,268,190,16,2081,856,0.3953
,,,,,,80,1984,MT,Y,,N,,,3,2019,816,,20,,Cafeteria ,,,,,,,MT,2432,121.6,1984,99.2,MT@0321@0236,300201000011,SY18-19,,196,0.708624709,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,3/1/2019,276,196,20,2432,1000,0.3953
,,,,,,80,1665,MT,Y,,N,,,2,2019,685,,20,,Cafeteria ,,,,,,,MT,2114,105.7,1665,83.25,MT@0321@0236,300201000011,SY18-19,,194,0.708445040,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,2/1/2019,274,194,20,2114,870,0.3953
,,,,,,80,2038,MT,Y,,N,,,1,2019,838,,21,,Cafeteria ,,,,,,,MT,2655,126.428571429,2038,97.047619048,MT@0321@0236,300201000011,SY18-19,,193,0.708566853,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,1/1/2019,273,193,21,2655,1092,0.3953
,,,,,,80,1416,MT,Y,,N,,,12,2018,582,,15,,Cafeteria ,,,,,,,MT,1871,124.733333333,1416,94.4,MT@0321@0236,300201000011,SY18-19,,193,0.708443771,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,12/1/2018,273,193,15,1871,770,0.3953
,,,,,,78,1788,MT,Y,,N,,,11,2018,735,,19,,Cafeteria ,,,,,,,MT,2423,127.526315789,1788,94.105263158,MT@0321@0236,300201000011,SY18-19,,190,0.708686751,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,11/1/2018,268,190,19,2423,996,0.3953
,,,,,,79,2089,MT,Y,,N,,,10,2018,859,,21,,Cafeteria ,,,,,,,MT,2678,127.523809524,2089,99.476190476,MT@0321@0236,300201000011,SY18-19,,192,0.708653083,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,10/1/2018,271,192,21,2678,1101,0.3953
,,,,,,79,1793,MT,Y,,N,,,9,2018,738,,19,,Cafeteria ,,,,,,,MT,2460,129.473684211,1793,94.368421053,MT@0321@0236,300201000011,SY18-19,,192,0.708525346,Primary,Public,,,,Cafeteria ,,,0236,Anaconda Public Schools,0321,Lincoln Primary,506 Chestnut,,Anaconda,59711,Deer Lodge,Public,Elementary,9/1/2018,271,192,19,2460,1012,0.3953
,,,,,,,,MT,N,,N,,,6,2019,0,,0,,NULL,,,,,,,MT,,0,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,6/1/2019,47,,5,,177,
,,,,,,,,MT,N,,N,,,5,2019,0,,0,,NULL,,,,,,,MT,9,0.428571429,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,5/1/2019,47,,21,9,587,
,,,,,,,,MT,N,,N,,,4,2019,0,,0,,NULL,,,,,,,MT,19,0.904761905,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,4/1/2019,47,,21,19,694,
,,,,,,,,MT,N,,N,,,3,2019,0,,0,,NULL,,,,,,,MT,14,0.933333333,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,3/1/2019,47,,15,14,482,
,,,,,,,,MT,N,,N,,,2,2019,0,,0,,NULL,,,,,,,MT,15,0.833333333,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,2/1/2019,47,,18,15,574,
,,,,,,,,MT,N,,N,,,1,2019,0,,0,,NULL,,,,,,,MT,15,0.833333333,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,1/1/2019,47,,18,15,584,
,,,,,,,,MT,N,,N,,,12,2018,0,,0,,NULL,,,,,,,MT,13,0.866666667,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,12/1/2018,47,,15,13,514,
,,,,,,,,MT,N,,N,,,11,2018,0,,0,,NULL,,,,,,,MT,16,0.888888889,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,11/1/2018,47,,18,16,593,
,,,,,,,,MT,N,,N,,,10,2018,0,,0,,NULL,,,,,,,MT,19,0.904761905,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,10/1/2018,47,,21,19,726,
,,,,,,,,MT,N,,N,,,9,2018,0,,0,,NULL,,,,,,,MT,18,1,,,MT@1703@0366,300207000976,SY18-19,,,,Middle,Public,,,,,,,0366,Anderson Elementary,1703,Anderson 7-8,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Middle,9/1/2018,47,,18,18,702,
,,,,,,,,MT,N,,N,,,6,2019,0,,0,,NULL,,,,,,,MT,22,4.4,,,MT@0488@0366,300207000016,SY18-19,,,,Primary,Public,,,,,,,0366,Anderson Elementary,0488,Anderson School,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Elementary,6/1/2019,162,,5,22,585,
,,,,,,,,MT,N,,N,,,5,2019,0,,0,,NULL,,,,,,,MT,84,4,,,MT@0488@0366,300207000016,SY18-19,,,,Primary,Public,,,,,,,0366,Anderson Elementary,0488,Anderson School,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Elementary,5/1/2019,162,,21,84,2427,
,,,,,,,,MT,N,,N,,,4,2019,0,,0,,NULL,,,,,,,MT,82,3.904761905,,,MT@0488@0366,300207000016,SY18-19,,,,Primary,Public,,,,,,,0366,Anderson Elementary,0488,Anderson School,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Elementary,4/1/2019,162,,21,82,2285,
,,,,,,,,MT,N,,N,,,3,2019,0,,0,,NULL,,,,,,,MT,73,4.866666667,,,MT@0488@0366,300207000016,SY18-19,,,,Primary,Public,,,,,,,0366,Anderson Elementary,0488,Anderson School,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Elementary,3/1/2019,162,,15,73,2120,
,,,,,,,,MT,N,,N,,,2,2019,0,,0,,NULL,,,,,,,MT,48,2.666666667,,,MT@0488@0366,300207000016,SY18-19,,,,Primary,Public,,,,,,,0366,Anderson Elementary,0488,Anderson School,10040 Cottonwood Road,,Bozeman,59718,Gallatin,Public,Elementary,2/1/2019,162,,18,48,1875,
