State-Physical,School Name,School ID,District Name,District ID,County,Claim Date,Unique ID,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days-Lunch Only,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Operating Days-Breakfast Only,Street Address-Line 1,City,Zip Code,ISP
,Glickman Academy,1241,Spurwink School Inc,1235,Cumberland,10/1/2018,ME@1241@1235,,KG-12,Nonpublic,,,,,,10,2018,41,,31,2,,,,,,,,,,,,,ME,384,18.285714286,,,,SY18-19,,33,,Other,Nonpublic,,,,,,,366,18,6,21,,,,18,587 Ocean Avenue,Portland,4103,
,SpurwinkLewistonAuburn,1237,Spurwink School Inc,1235,Androscoggin,9/1/2018,ME@1237@1235,,KG-12,Nonpublic,,,,,,9,2018,23,,12,1,,,,,,,,,,,,,ME,168,9.333333333,,,,SY18-19,,13,,Other,Nonpublic,,,,,,,168,0,25,18,,,,18,581 Sabattus Street,Lewiston,4240,
,SpurwinkChelsea,1238,Spurwink School Inc,1235,Kennebec,9/1/2018,ME@1238@1235,,KG-12,Nonpublic,,,,,,9,2018,39,,36,2,,,,,,,,,,,,,ME,494,27.444444444,,,,SY18-19,,38,,Other,Nonpublic,,,,,,,465,29,18,18,,,,18,31 Spurwink Drive,Chelsea,4330,
,Glickman Academy,1241,Spurwink School Inc,1235,Cumberland,9/1/2018,ME@1241@1235,,KG-12,Nonpublic,,,,,,9,2018,41,,31,2,,,,,,,,,,,,,ME,334,18.555555556,,,,SY18-19,,33,,Other,Nonpublic,,,,,,,318,16,4,18,,,,18,587 Ocean Avenue,Portland,4103,
,SpurwinkLewistonAuburn,1237,Spurwink School Inc,1235,Androscoggin,6/1/2019,ME@1237@1235,,KG-12,Nonpublic,,,,,,6,2019,23,,12,1,,,,,,,,,,,,,ME,178,14.833333333,,,,SY18-19,,13,,Other,Nonpublic,,,,,,,177,1,73,12,,,,18,581 Sabattus Street,Lewiston,4240,
,SpurwinkChelsea,1238,Spurwink School Inc,1235,Kennebec,6/1/2019,ME@1238@1235,,KG-12,Nonpublic,,,,,,6,2019,39,,36,2,,,,,,,,,,,,,ME,179,11.933333333,,,,SY18-19,,38,,Other,Nonpublic,,,,,,,173,6,0,15,,,,18,31 Spurwink Drive,Chelsea,4330,
,Glickman Academy,1241,Spurwink School Inc,1235,Cumberland,6/1/2019,ME@1241@1235,,KG-12,Nonpublic,,,,,,6,2019,41,,31,2,,,,,,,,,,,,,ME,179,17.9,,,,SY18-19,,33,,Other,Nonpublic,,,,,,,170,9,7,10,,,,18,587 Ocean Avenue,Portland,4103,
,SpurwinkLewistonAuburn,1237,Spurwink School Inc,1235,Androscoggin,5/1/2019,ME@1237@1235,,KG-12,Nonpublic,,,,,,5,2019,23,,12,1,,,,,,,,,,,,,ME,321,15.285714286,,,,SY18-19,,13,,Other,Nonpublic,,,,,,,321,0,158,21,,,,18,581 Sabattus Street,Lewiston,4240,
,SpurwinkChelsea,1238,Spurwink School Inc,1235,Kennebec,5/1/2019,ME@1238@1235,,KG-12,Nonpublic,,,,,,5,2019,39,,36,2,,,,,,,,,,,,,ME,620,26.956521739,,,,SY18-19,,38,,Other,Nonpublic,,,,,,,598,22,13,23,,,,18,31 Spurwink Drive,Chelsea,4330,
,Glickman Academy,1241,Spurwink School Inc,1235,Cumberland,5/1/2019,ME@1241@1235,,KG-12,Nonpublic,,,,,,5,2019,41,,31,2,,,,,,,,,,,,,ME,409,19.476190476,,,,SY18-19,,33,,Other,Nonpublic,,,,,,,392,17,19,21,,,,18,587 Ocean Avenue,Portland,4103,
,SpurwinkLewistonAuburn,1237,Spurwink School Inc,1235,Androscoggin,4/1/2019,ME@1237@1235,,KG-12,Nonpublic,,,,,,4,2019,23,,12,1,,,,,,,,,,,,,ME,240,14.117647059,,,,SY18-19,,13,,Other,Nonpublic,,,,,,,239,1,98,17,,,,18,581 Sabattus Street,Lewiston,4240,
,SpurwinkChelsea,1238,Spurwink School Inc,1235,Kennebec,4/1/2019,ME@1238@1235,,KG-12,Nonpublic,,,,,,4,2019,39,,36,2,,,,,,,,,,,,,ME,433,25.470588235,,,,SY18-19,,38,,Other,Nonpublic,,,,,,,417,16,14,17,,,,18,31 Spurwink Drive,Chelsea,4330,
,Glickman Academy,1241,Spurwink School Inc,1235,Cumberland,4/1/2019,ME@1241@1235,,KG-12,Nonpublic,,,,,,4,2019,41,,31,2,,,,,,,,,,,,,ME,318,19.875,,,,SY18-19,,33,,Other,Nonpublic,,,,,,,302,16,9,16,,,,18,587 Ocean Avenue,Portland,4103,
,SpurwinkLewistonAuburn,1237,Spurwink School Inc,1235,Androscoggin,3/1/2019,ME@1237@1235,,KG-12,Nonpublic,,,,,,3,2019,23,,12,1,,,,,,,,,,,,,ME,286,15.052631579,,,,SY18-19,,13,,Other,Nonpublic,,,,,,,284,2,106,19,,,,18,581 Sabattus Street,Lewiston,4240,
,SpurwinkChelsea,1238,Spurwink School Inc,1235,Kennebec,3/1/2019,ME@1238@1235,,KG-12,Nonpublic,,,,,,3,2019,39,,36,2,,,,,,,,,,,,,ME,425,25,,,,SY18-19,,38,,Other,Nonpublic,,,,,,,408,17,17,17,,,,18,31 Spurwink Drive,Chelsea,4330,
,Glickman Academy,1241,Spurwink School Inc,1235,Cumberland,3/1/2019,ME@1241@1235,,KG-12,Nonpublic,,,,,,3,2019,41,,31,2,,,,,,,,,,,,,ME,367,20.388888889,,,,SY18-19,,33,,Other,Nonpublic,,,,,,,349,18,13,18,,,,18,587 Ocean Avenue,Portland,4103,
,SpurwinkLewistonAuburn,1237,Spurwink School Inc,1235,Androscoggin,2/1/2019,ME@1237@1235,,KG-12,Nonpublic,,,,,,2,2019,23,,12,1,,,,,,,,,,,,,ME,182,12.133333333,,,,SY18-19,,13,,Other,Nonpublic,,,,,,,181,1,73,15,,,,18,581 Sabattus Street,Lewiston,4240,
,SpurwinkChelsea,1238,Spurwink School Inc,1235,Kennebec,2/1/2019,ME@1238@1235,,KG-12,Nonpublic,,,,,,2,2019,39,,36,2,,,,,,,,,,,,,ME,319,21.266666667,,,,SY18-19,,38,,Other,Nonpublic,,,,,,,319,0,6,15,,,,18,31 Spurwink Drive,Chelsea,4330,
,Glickman Academy,1241,Spurwink School Inc,1235,Cumberland,2/1/2019,ME@1241@1235,,KG-12,Nonpublic,,,,,,2,2019,41,,31,2,,,,,,,,,,,,,ME,310,22.142857143,,,,SY18-19,,33,,Other,Nonpublic,,,,,,,298,12,9,14,,,,18,587 Ocean Avenue,Portland,4103,
,SpurwinkLewistonAuburn,1237,Spurwink School Inc,1235,Androscoggin,1/1/2019,ME@1237@1235,,KG-12,Nonpublic,,,,,,1,2019,23,,12,1,,,,,,,,,,,,,ME,241,11.476190476,,,,SY18-19,,13,,Other,Nonpublic,,,,,,,237,4,74,21,,,,18,581 Sabattus Street,Lewiston,4240,
,SpurwinkChelsea,1238,Spurwink School Inc,1235,Kennebec,1/1/2019,ME@1238@1235,,KG-12,Nonpublic,,,,,,1,2019,39,,36,2,,,,,,,,,,,,,ME,475,22.619047619,,,,SY18-19,,38,,Other,Nonpublic,,,,,,,475,0,0,21,,,,18,31 Spurwink Drive,Chelsea,4330,
,Glickman Academy,1241,Spurwink School Inc,1235,Cumberland,1/1/2019,ME@1241@1235,,KG-12,Nonpublic,,,,,,1,2019,41,,31,2,,,,,,,,,,,,,ME,403,20.15,,,,SY18-19,,33,,Other,Nonpublic,,,,,,,372,31,7,20,,,,18,587 Ocean Avenue,Portland,4103,
,Acton Elementary School,3,Acton Public Schools,2,York,12/1/2018,ME@3@2,,PK-8,Public,,,,,,12,2018,229,,73,15,,,,,,,,,,,,,ME,1044,69.6,779,51.933333333,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,936,108,840,15,690,89,389,15,700 Milton Mills Road,Acton,4001,0.192307692
,Acton Elementary School,3,Acton Public Schools,2,York,11/1/2018,ME@3@2,,PK-8,Public,,,,,,11,2018,229,,73,15,,,,,,,,,,,,,ME,1087,72.466666667,802,53.466666667,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,973,114,832,15,708,94,364,15,700 Milton Mills Road,Acton,4001,0.192307692
,Acton Elementary School,3,Acton Public Schools,2,York,10/1/2018,ME@3@2,,PK-8,Public,,,,,,10,2018,229,,73,15,,,,,,,,,,,,,ME,1541,73.380952381,1179,56.142857143,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,1340,201,1021,21,1027,152,403,21,700 Milton Mills Road,Acton,4001,0.192307692
,Acton Elementary School,3,Acton Public Schools,2,York,9/1/2018,ME@3@2,,PK-8,Public,,,,,,9,2018,229,,73,15,,,,,,,,,,,,,ME,1354,71.263157895,973,48.65,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,1218,136,813,19,898,75,293,20,700 Milton Mills Road,Acton,4001,0.192307692
,Acton Elementary School,3,Acton Public Schools,2,York,6/1/2019,ME@3@2,,PK-8,Public,,,,,,6,2019,229,,73,15,,,,,,,,,,,,,ME,726,66,564,51.272727273,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,624,102,604,11,480,84,196,11,700 Milton Mills Road,Acton,4001,0.192307692
,Acton Elementary School,3,Acton Public Schools,2,York,5/1/2019,ME@3@2,,PK-8,Public,,,,,,5,2019,229,,73,15,,,,,,,,,,,,,ME,1384,62.909090909,1077,48.954545455,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,1200,184,1056,22,908,169,407,22,700 Milton Mills Road,Acton,4001,0.192307692
,Acton Elementary School,3,Acton Public Schools,2,York,4/1/2019,ME@3@2,,PK-8,Public,,,,,,4,2019,229,,73,15,,,,,,,,,,,,,ME,1174,73.375,1004,62.75,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,1015,159,985,16,849,155,621,16,700 Milton Mills Road,Acton,4001,0.192307692
,Acton Elementary School,3,Acton Public Schools,2,York,3/1/2019,ME@3@2,,PK-8,Public,,,,,,3,2019,229,,73,15,,,,,,,,,,,,,ME,1407,70.35,1099,54.95,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,1224,183,1080,20,938,161,490,20,700 Milton Mills Road,Acton,4001,0.192307692
,Acton Elementary School,3,Acton Public Schools,2,York,2/1/2019,ME@3@2,,PK-8,Public,,,,,,2,2019,229,,73,15,,,,,,,,,,,,,ME,1100,73.333333333,856,57.066666667,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,944,156,842,15,721,135,392,15,700 Milton Mills Road,Acton,4001,0.192307692
,Acton Elementary School,3,Acton Public Schools,2,York,1/1/2019,ME@3@2,,PK-8,Public,,,,,,1,2019,229,,73,15,,,,,,,,,,,,,ME,1407,70.35,1014,50.7,230222000001,SY18-19,,88,,Primary/Middle,Public,,,,,,,1240,167,1099,20,890,124,524,20,700 Milton Mills Road,Acton,4001,0.192307692
,Searsport Elementary,886,RSU 20,1459,Waldo,12/1/2018,ME@886@1459,,PK-5,Public,,,,,,12,2018,230,,131,23,,,,,,,,,,,,,ME,1813,129.5,1383,106.384615385,231479100026,SY18-19,,154,,Primary,Public,,,,,,,1541,272,456,14,1192,191,472,13,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,12/1/2018,ME@884@1459,,6-8,Public,,,,,,12,2018,116,,60,11,,,,,,,,,,,,,ME,791,56.5,410,29.285714286,231479100770,SY18-19,,71,,Middle,Public,,,,,,,686,105,282,14,347,63,119,14,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,12/1/2018,ME@885@1459,,9-12,Public,,,,,,12,2018,146,,67,11,,,,,,,,,,,,,ME,627,44.785714286,433,30.928571429,231479100768,SY18-19,,78,,High,Public,,,,,,,521,106,294,14,353,80,117,14,24 Mortland Road,Searsport,4974,0.295302013
,Searsport Elementary,886,RSU 20,1459,Waldo,11/1/2018,ME@886@1459,,PK-5,Public,,,,,,11,2018,230,,131,23,,,,,,,,,,,,,ME,1875,125,1429,95.266666667,231479100026,SY18-19,,154,,Primary,Public,,,,,,,1585,290,467,15,1248,181,558,15,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,11/1/2018,ME@884@1459,,6-8,Public,,,,,,11,2018,116,,60,11,,,,,,,,,,,,,ME,846,56.4,453,30.2,231479100770,SY18-19,,71,,Middle,Public,,,,,,,733,113,305,15,389,64,174,15,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,11/1/2018,ME@885@1459,,9-12,Public,,,,,,11,2018,146,,67,11,,,,,,,,,,,,,ME,733,48.866666667,536,35.733333333,231479100768,SY18-19,,78,,High,Public,,,,,,,603,130,342,15,434,102,142,15,24 Mortland Road,Searsport,4974,0.295302013
,Searsport Elementary,886,RSU 20,1459,Waldo,10/1/2018,ME@886@1459,,PK-5,Public,,,,,,10,2018,230,,131,23,,,,,,,,,,,,,ME,2625,125,2167,103.190476190,231479100026,SY18-19,,154,,Primary,Public,,,,,,,2195,430,554,21,1871,296,844,21,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,10/1/2018,ME@884@1459,,6-8,Public,,,,,,10,2018,116,,60,11,,,,,,,,,,,,,ME,1171,55.761904762,682,32.476190476,231479100770,SY18-19,,71,,Middle,Public,,,,,,,978,193,399,21,565,117,305,21,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,10/1/2018,ME@885@1459,,9-12,Public,,,,,,10,2018,146,,67,11,,,,,,,,,,,,,ME,1085,51.666666667,704,33.523809524,231479100768,SY18-19,,78,,High,Public,,,,,,,918,167,481,21,590,114,196,21,24 Mortland Road,Searsport,4974,0.295302013
,Searsport Elementary,886,RSU 20,1459,Waldo,9/1/2018,ME@886@1459,,PK-5,Public,,,,,,9,2018,230,,131,23,,,,,,,,,,,,,ME,2533,120.619047619,2322,110.571428571,231479100026,SY18-19,,154,,Primary,Public,,,,,,,2158,375,507,21,2007,315,680,21,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,9/1/2018,ME@884@1459,,6-8,Public,,,,,,9,2018,116,,60,11,,,,,,,,,,,,,ME,1118,53.238095238,604,28.761904762,231479100770,SY18-19,,71,,Middle,Public,,,,,,,924,194,334,21,481,123,197,21,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,9/1/2018,ME@885@1459,,9-12,Public,,,,,,9,2018,146,,67,11,,,,,,,,,,,,,ME,1081,51.476190476,544,25.904761905,231479100768,SY18-19,,78,,High,Public,,,,,,,845,236,479,21,423,121,108,21,24 Mortland Road,Searsport,4974,0.295302013
,Searsport Elementary,886,RSU 20,1459,Waldo,6/1/2019,ME@886@1459,,PK-5,Public,,,,,,6,2019,230,,131,23,,,,,,,,,,,,,ME,1368,114,1067,88.916666667,231479100026,SY18-19,,154,,Primary,Public,,,,,,,1167,201,380,12,951,116,348,12,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,6/1/2019,ME@884@1459,,6-8,Public,,,,,,6,2019,116,,60,11,,,,,,,,,,,,,ME,701,58.416666667,439,36.583333333,231479100770,SY18-19,,71,,Middle,Public,,,,,,,608,93,253,12,372,67,104,12,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,6/1/2019,ME@885@1459,,9-12,Public,,,,,,6,2019,146,,67,11,,,,,,,,,,,,,ME,439,36.583333333,274,22.833333333,231479100768,SY18-19,,78,,High,Public,,,,,,,370,69,210,12,223,51,77,12,24 Mortland Road,Searsport,4974,0.295302013
,Searsport Elementary,886,RSU 20,1459,Waldo,5/1/2019,ME@886@1459,,PK-5,Public,,,,,,5,2019,230,,131,23,,,,,,,,,,,,,ME,2830,128.636363636,2346,106.636363636,231479100026,SY18-19,,154,,Primary,Public,,,,,,,2433,397,693,22,2103,243,681,22,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,5/1/2019,ME@884@1459,,6-8,Public,,,,,,5,2019,116,,60,11,,,,,,,,,,,,,ME,1292,58.727272727,826,37.545454545,231479100770,SY18-19,,71,,Middle,Public,,,,,,,1118,174,456,22,686,140,205,22,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,5/1/2019,ME@885@1459,,9-12,Public,,,,,,5,2019,146,,67,11,,,,,,,,,,,,,ME,895,40.681818182,703,31.954545455,231479100768,SY18-19,,78,,High,Public,,,,,,,736,159,423,22,568,135,224,22,24 Mortland Road,Searsport,4974,0.295302013
,Searsport Elementary,886,RSU 20,1459,Waldo,4/1/2019,ME@886@1459,,PK-5,Public,,,,,,4,2019,230,,131,23,,,,,,,,,,,,,ME,2113,132.0625,1782,111.375,231479100026,SY18-19,,154,,Primary,Public,,,,,,,1827,286,534,16,1593,189,520,16,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,4/1/2019,ME@884@1459,,6-8,Public,,,,,,4,2019,116,,60,11,,,,,,,,,,,,,ME,930,58.125,579,36.1875,231479100770,SY18-19,,71,,Middle,Public,,,,,,,803,127,312,16,480,99,130,16,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,4/1/2019,ME@885@1459,,9-12,Public,,,,,,4,2019,146,,67,11,,,,,,,,,,,,,ME,687,42.9375,481,30.0625,231479100768,SY18-19,,78,,High,Public,,,,,,,569,118,282,16,387,94,113,16,24 Mortland Road,Searsport,4974,0.295302013
,Searsport Elementary,886,RSU 20,1459,Waldo,3/1/2019,ME@886@1459,,PK-5,Public,,,,,,3,2019,230,,131,23,,,,,,,,,,,,,ME,2375,125,1964,103.368421053,231479100026,SY18-19,,154,,Primary,Public,,,,,,,2053,322,635,19,1755,209,668,19,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,3/1/2019,ME@884@1459,,6-8,Public,,,,,,3,2019,116,,60,11,,,,,,,,,,,,,ME,1096,57.684210526,619,32.578947368,231479100770,SY18-19,,71,,Middle,Public,,,,,,,961,135,387,19,515,104,148,19,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,3/1/2019,ME@885@1459,,9-12,Public,,,,,,3,2019,146,,67,11,,,,,,,,,,,,,ME,844,44.421052632,582,30.631578947,231479100768,SY18-19,,78,,High,Public,,,,,,,703,141,355,19,471,111,123,19,24 Mortland Road,Searsport,4974,0.295302013
,Searsport Elementary,886,RSU 20,1459,Waldo,2/1/2019,ME@886@1459,,PK-5,Public,,,,,,2,2019,230,,131,23,,,,,,,,,,,,,ME,1784,127.428571429,1345,96.071428571,231479100026,SY18-19,,154,,Primary,Public,,,,,,,1553,231,471,14,1210,135,450,14,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,2/1/2019,ME@884@1459,,6-8,Public,,,,,,2,2019,116,,60,11,,,,,,,,,,,,,ME,836,59.714285714,447,31.928571429,231479100770,SY18-19,,71,,Middle,Public,,,,,,,729,107,291,14,370,77,122,14,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,2/1/2019,ME@885@1459,,9-12,Public,,,,,,2,2019,146,,67,11,,,,,,,,,,,,,ME,667,47.642857143,391,27.928571429,231479100768,SY18-19,,78,,High,Public,,,,,,,563,104,313,14,323,68,100,14,24 Mortland Road,Searsport,4974,0.295302013
,Searsport Elementary,886,RSU 20,1459,Waldo,1/1/2019,ME@886@1459,,PK-5,Public,,,,,,1,2019,230,,131,23,,,,,,,,,,,,,ME,2573,122.523809524,1955,93.095238095,231479100026,SY18-19,,154,,Primary,Public,,,,,,,2173,400,697,21,1708,247,711,21,30 Mortland Road,Searsport,4974,0.414529915
,Searsport District Middle School,884,RSU 20,1459,Waldo,1/1/2019,ME@884@1459,,6-8,Public,,,,,,1,2019,116,,60,11,,,,,,,,,,,,,ME,1199,57.095238095,645,30.714285714,231479100770,SY18-19,,71,,Middle,Public,,,,,,,1048,151,432,21,546,99,190,21,26 Mortland Road,Searsport,4974,0.411764706
,Searsport District High School,885,RSU 20,1459,Waldo,1/1/2019,ME@885@1459,,9-12,Public,,,,,,1,2019,146,,67,11,,,,,,,,,,,,,ME,946,45.047619048,603,28.714285714,231479100768,SY18-19,,78,,High,Public,,,,,,,789,157,449,21,483,120,184,21,24 Mortland Road,Searsport,4974,0.295302013
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,12/1/2018,ME@67@65,,PK-KG,Public,,,,,,12,2018,266,,130,10,,,,,,,,,,,,,ME,1414,94.266666667,1402,93.466666667,230315000076,SY18-19,,140,,Primary,Public,,,,,,,1309,105,536,15,1329,73,1166,15,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,12/1/2018,ME@69@65,,1-3,Public,,,,,,12,2018,537,,261,41,,,,,,,,,,,,,ME,3579,238.6,2472,164.8,230315001042,SY18-19,,302,,Primary,Public,,,,,,,3121,458,1591,15,2144,328,1641,15,320 Hill Street,Biddeford,4005,0.383742911
,Biddeford Middle School,68,Biddeford Public Schools,65,York,12/1/2018,ME@68@65,,6-8,Public,,,,,,12,2018,549,,231,29,,,,,,,,,,,,,ME,2793,186.2,780,52,230315001017,SY18-19,,260,,Middle,Public,,,,,,,2451,342,1383,15,748,32,62,15,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,12/1/2018,ME@71@65,,4-5,Public,,,,,,12,2018,317,,162,12,,,,,,,,,,,,,ME,1954,130.266666667,1030,68.666666667,230315000622,SY18-19,,174,,Primary,Public,,,,,,,1818,136,817,15,987,43,317,15,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,12/1/2018,ME@66@65,,9-12,Public,,,,,,12,2018,766,,293,56,,,,,,,,,,,,,ME,2822,188.133333333,718,47.866666667,230315000072,SY18-19,,349,,High,Public,,,,,,,2308,514,1227,15,592,126,60,15,20 Maplewood Ave,Biddeford,4005,0.306258322
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,11/1/2018,ME@67@65,,PK-KG,Public,,,,,,11,2018,266,,130,10,,,,,,,,,,,,,ME,1541,96.3125,1438,89.875,230315000076,SY18-19,,140,,Primary,Public,,,,,,,1409,132,541,16,1344,94,1269,16,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,11/1/2018,ME@69@65,,1-3,Public,,,,,,11,2018,537,,261,41,,,,,,,,,,,,,ME,3829,239.3125,2787,174.1875,230315001042,SY18-19,,302,,Primary,Public,,,,,,,3358,471,1694,16,2433,354,1783,16,320 Hill Street,Biddeford,4005,0.383742911
,Biddeford Middle School,68,Biddeford Public Schools,65,York,11/1/2018,ME@68@65,,6-8,Public,,,,,,11,2018,549,,231,29,,,,,,,,,,,,,ME,3062,191.375,876,54.75,230315001017,SY18-19,,260,,Middle,Public,,,,,,,2716,346,1520,16,832,44,69,16,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,11/1/2018,ME@71@65,,4-5,Public,,,,,,11,2018,317,,162,12,,,,,,,,,,,,,ME,2074,129.625,1171,73.1875,230315000622,SY18-19,,174,,Primary,Public,,,,,,,1944,130,823,16,1127,44,239,16,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,11/1/2018,ME@66@65,,9-12,Public,,,,,,11,2018,766,,293,56,,,,,,,,,,,,,ME,3093,193.3125,773,48.3125,230315000072,SY18-19,,349,,High,Public,,,,,,,2543,550,1344,16,634,139,65,16,20 Maplewood Ave,Biddeford,4005,0.306258322
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,10/1/2018,ME@67@65,,PK-KG,Public,,,,,,10,2018,266,,130,10,,,,,,,,,,,,,ME,1941,92.428571429,1918,91.333333333,230315000076,SY18-19,,140,,Primary,Public,,,,,,,1799,142,681,21,1828,90,1816,21,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,10/1/2018,ME@69@65,,1-3,Public,,,,,,10,2018,537,,261,41,,,,,,,,,,,,,ME,4842,230.571428571,3659,174.238095238,230315001042,SY18-19,,302,,Primary,Public,,,,,,,4219,623,2101,21,3179,480,2238,21,320 Hill Street,Biddeford,4005,0.383742911
,Biddeford Middle School,68,Biddeford Public Schools,65,York,10/1/2018,ME@68@65,,6-8,Public,,,,,,10,2018,549,,231,29,,,,,,,,,,,,,ME,4025,191.666666667,1149,54.714285714,230315001017,SY18-19,,260,,Middle,Public,,,,,,,3576,449,2045,21,1089,60,127,21,25 Tiger Drive,Biddeford,4005,0.311808118
,Biddeford Intermediate School,71,Biddeford Public Schools,65,York,10/1/2018,ME@71@65,,4-5,Public,,,,,,10,2018,317,,162,12,,,,,,,,,,,,,ME,2808,133.714285714,1568,74.666666667,230315000622,SY18-19,,174,,Primary,Public,,,,,,,2622,186,1098,21,1519,49,361,21,335 Hill Street,Biddeford,4005,0.400630915
,Biddeford High School,66,Biddeford Public Schools,65,York,10/1/2018,ME@66@65,,9-12,Public,,,,,,10,2018,766,,293,56,,,,,,,,,,,,,ME,4242,202,1033,49.190476190,230315000072,SY18-19,,349,,High,Public,,,,,,,3578,664,1770,21,869,164,77,21,20 Maplewood Ave,Biddeford,4005,0.306258322
,John F Kennedy Memorial School,67,Biddeford Public Schools,65,York,9/1/2018,ME@67@65,,PK-KG,Public,,,,,,9,2018,266,,130,10,,,,,,,,,,,,,ME,1335,74.166666667,1306,72.555555556,230315000076,SY18-19,,140,,Primary,Public,,,,,,,1219,116,585,18,1272,34,1624,18,64 West Street,Biddeford,4005,0.4
,Biddeford Primary School,69,Biddeford Public Schools,65,York,9/1/2018,ME@69@65,,1-3,Public,,,,,,9,2018,537,,261,41,,,,,,,,,,,,,ME,5043,240.142857143,3982,189.619047619,230315001042,SY18-19,,302,,Primary,Public,,,,,,,4479,564,1811,21,3421,561,2048,21,320 Hill Street,Biddeford,4005,0.383742911
