"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2017-2018","1","Accomack County","701","Accawmacke Elementary","550","","550"
"2017-2018","1","Accomack County","540","Arcadia High","622","","622"
"2017-2018","1","Accomack County","704","Arcadia Middle","519","","519"
"2017-2018","1","Accomack County","80","Chincoteague Elementary","236","","236"
"2017-2018","1","Accomack County","580","Chincoteague High","286","","286"
"2017-2018","1","Accomack County","600","Kegotank Elementary","583","","583"
"2017-2018","1","Accomack County","702","Metompkin Elementary","600","","600"
"2017-2018","1","Accomack County","70","Nandua High","739","1","740"
"2017-2018","1","Accomack County","703","Nandua Middle","514","","514"
"2017-2018","1","Accomack County","590","Pungoteague Elementary","485","","485"
"2017-2018","1","Accomack County","530","Tangier Combined","60","","60"
"2017-2018","2","Albemarle County","160","Agnor-Hurt Elementary","518","","518"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","38","","38"
"2017-2018","2","Albemarle County","880","Albemarle High","1,992","5","1,997"
"2017-2018","2","Albemarle County","1053","Baker-Butler Elem","643","","643"
"2017-2018","2","Albemarle County","100","Broadus Wood Elementary","286","","286"
"2017-2018","2","Albemarle County","941","Brownsville Elementary","767","","767"
"2017-2018","2","Albemarle County","340","Crozet Elementary","353","","353"
"2017-2018","2","Albemarle County","10","Hollymead Elementary","468","","468"
"2017-2018","2","Albemarle County","950","Jack Jouett Middle","559","","559"
"2017-2018","2","Albemarle County","69","Jackson P. Burley Middle","565","","565"
"2017-2018","2","Albemarle County","942","Joseph T. Henley Middle","863","1","864"
"2017-2018","2","Albemarle County","20","Leslie H. Walton Middle","351","","351"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","675","","675"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","432","","432"
"2017-2018","2","Albemarle County","1052","Monticello High","1,130","3","1,133"
"2017-2018","2","Albemarle County","1051","Mortimer Y. Sutherland Middle","601","1","602"
"2017-2018","2","Albemarle County","890","Murray High","100","","100"
"2017-2018","2","Albemarle County","150","Paul H. Cale Elementary","663","","663"
"2017-2018","2","Albemarle County","540","Red Hill Elementary","203","","203"
"2017-2018","2","Albemarle County","30","Scottsville Elementary","264","","264"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","451","","451"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","252","","252"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","266","","266"
"2017-2018","2","Albemarle County","140","Western Albemarle High","1,139","","1,139"
"2017-2018","2","Albemarle County","930","Woodbrook Elementary","348","","348"
"2017-2018","101","Alexandria City","120","Charles Barrett Elementary","503","1","504"
"2017-2018","101","Alexandria City","160","Cora Kelly Magnet Elementary","426","1","427"
"2017-2018","101","Alexandria City","110","Douglas Macarthur Elementary","734","3","737"
"2017-2018","101","Alexandria City","140","Francis C. Hammond Middle","1,424","6","1,430"
"2017-2018","101","Alexandria City","100","George Mason Elementary","575","5","580"
"2017-2018","101","Alexandria City","130","George Washington Middle","1,383","14","1,397"
"2017-2018","101","Alexandria City","220","James K. Polk Elementary","818","","818"
"2017-2018","101","Alexandria City","90","Jefferson-Houston Elementary","637","22","659"
"2017-2018","101","Alexandria City","230","John Adams Elementary","1,038","11","1,049"
"2017-2018","101","Alexandria City","80","Lyles-Crouch Elementary","437","5","442"
"2017-2018","101","Alexandria City","60","Maury Elementary","429","1","430"
"2017-2018","101","Alexandria City","30","Mount Vernon Elementary","935","1","936"
"2017-2018","101","Alexandria City","50","Patrick Henry Elementary","675","8","683"
"2017-2018","101","Alexandria City","333","Samuel W. Tucker Elementary","815","3","818"
"2017-2018","101","Alexandria City","210","T.C. Williams High","3,963","11","3,974"
"2017-2018","101","Alexandria City","190","William Ramsay Elementary","918","","918"
"2017-2018","3","Alleghany County","310","Alleghany High","729","","729"
"2017-2018","3","Alleghany County","110","Callaghan Elementary","205","","205"
"2017-2018","3","Alleghany County","1040","Clifton Middle","512","","512"
"2017-2018","3","Alleghany County","1041","Mountain View Elementary","544","","544"
"2017-2018","3","Alleghany County","90","Sharon Elementary","200","","200"
"2017-2018","4","Amelia County","220","Amelia County Elementary","725","","725"
"2017-2018","4","Amelia County","10","Amelia County High","547","","547"
"2017-2018","4","Amelia County","210","Amelia County Middle","520","","520"
"2017-2018","5","Amherst County","780","Amelon Elementary","446","","446"
"2017-2018","5","Amherst County","750","Amherst County High","1,183","","1,183"
"2017-2018","5","Amherst County","790","Amherst Elementary","291","","291"
"2017-2018","5","Amherst County","670","Amherst Middle","358","","358"
"2017-2018","5","Amherst County","770","Central Elementary","352","","352"
"2017-2018","5","Amherst County","760","Elon Elementary","315","","315"
"2017-2018","5","Amherst County","500","Madison Heights Elementary","435","","435"
"2017-2018","5","Amherst County","20","Monelison Middle","555","","555"
"2017-2018","5","Amherst County","740","Temperance Elementary","113","","113"
"2017-2018","6","Appomattox County","260","Appomattox County High","700","","700"
"2017-2018","6","Appomattox County","110","Appomattox Elementary","530","","530"
"2017-2018","6","Appomattox County","160","Appomattox Middle","483","","483"
"2017-2018","6","Appomattox County","250","Appomattox Primary","557","","557"
"2017-2018","7","Arlington County","350","Abingdon Elementary","655","","655"
"2017-2018","7","Arlington County","618","Arlington Community High","168","","168"
"2017-2018","7","Arlington County","613","Arlington Science Focus","681","","681"
"2017-2018","7","Arlington County","470","Arlington Traditional","540","","540"
"2017-2018","7","Arlington County","490","Ashlawn Elementary","689","","689"
"2017-2018","7","Arlington County","150","Barcroft Elementary","429","","429"
"2017-2018","7","Arlington County","250","Barrett Elementary","539","","539"
"2017-2018","7","Arlington County","615","Campbell Elementary","429","","429"
"2017-2018","7","Arlington County","90","Carlin Springs Elementary","616","","616"
"2017-2018","7","Arlington County","622","Claremont Immersion","744","","744"
"2017-2018","7","Arlington County","626","Discovery Elementary","621","","621"
"2017-2018","7","Arlington County","200","Drew Model Elementary","695","","695"
"2017-2018","7","Arlington County","111","Francis Scott Key Elementary","739","","739"
"2017-2018","7","Arlington County","100","Glebe Elementary","625","","625"
"2017-2018","7","Arlington County","611","Gunston Middle","1,023","","1,023"
"2017-2018","7","Arlington County","160","Henry Elementary","661","","661"
"2017-2018","7","Arlington County","614","Hoffman-Boston Elementary","526","","526"
"2017-2018","7","Arlington County","440","Jamestown Elementary","610","","610"
"2017-2018","7","Arlington County","180","Jefferson Middle","1,094","","1,094"
"2017-2018","7","Arlington County","500","Kenmore Middle","959","","959"
"2017-2018","7","Arlington County","460","Long Branch Elementary","635","","635"
"2017-2018","7","Arlington County","380","McKinley Elementary","800","","800"
"2017-2018","7","Arlington County","410","Nottingham Elementary","523","","523"
"2017-2018","7","Arlington County","360","Oakridge Elementary","798","","798"
"2017-2018","7","Arlington County","510","Randolph Elementary","468","","468"
"2017-2018","7","Arlington County","240","Swanson Middle","1,305","","1,305"
"2017-2018","7","Arlington County","420","Taylor Elementary","674","","674"
"2017-2018","7","Arlington County","211","Tuckahoe Elementary","538","","538"
"2017-2018","7","Arlington County","450","Wakefield High","2,248","","2,248"
"2017-2018","7","Arlington County","80","Washington-Lee High","2,437","","2,437"
"2017-2018","7","Arlington County","480","Williamsburg Middle","1,316","","1,316"
"2017-2018","7","Arlington County","330","Yorktown High","2,190","","2,190"
"2017-2018","8","Augusta County","212","Beverley Manor Middle","714","","714"
"2017-2018","8","Augusta County","660","Buffalo Gap High","487","","487"
"2017-2018","8","Augusta County","30","Cassell Elementary","685","","685"
"2017-2018","8","Augusta County","140","Churchville Elementary","415","","415"
"2017-2018","8","Augusta County","370","Craigsville Elementary","150","","150"
"2017-2018","8","Augusta County","842","Edward G. Clymore Elementary","797","","797"
"2017-2018","8","Augusta County","670","Fort Defiance High","787","","787"
"2017-2018","8","Augusta County","843","Guy K. Stump Elementary","402","","402"
"2017-2018","8","Augusta County","40","North River Elementary","292","","292"
"2017-2018","8","Augusta County","740","Riverheads Elementary","693","","693"
"2017-2018","8","Augusta County","680","Riverheads High","460","1","461"
"2017-2018","8","Augusta County","90","S. Gordon Stewart Middle","531","","531"
"2017-2018","8","Augusta County","440","Stuarts Draft Elementary","626","","626"
"2017-2018","8","Augusta County","730","Stuarts Draft High","722","","722"
"2017-2018","8","Augusta County","60","Stuarts Draft Middle","563","","563"
"2017-2018","8","Augusta County","640","Wilson Elementary","661","","661"
"2017-2018","8","Augusta County","720","Wilson Memorial High","762","","762"
"2017-2018","8","Augusta County","844","Wilson Middle","615","","615"
"2017-2018","9","Bath County","140","Bath County High","208","","208"
"2017-2018","9","Bath County","120","Millboro Elementary","142","","142"
"2017-2018","9","Bath County","150","Valley Elementary","205","","205"
"2017-2018","10","Bedford County","480","Bedford Elementary","481","","481"
"2017-2018","10","Bedford County","490","Bedford Middle","572","1","573"
"2017-2018","10","Bedford County","1200","Bedford Primary","266","","266"
"2017-2018","10","Bedford County","30","Big Island Elementary","137","","137"
"2017-2018","10","Bedford County","160","Boonsboro Elementary","303","","303"
"2017-2018","10","Bedford County","500","Forest Elementary","359","","359"
"2017-2018","10","Bedford County","1211","Forest Middle","947","","947"
"2017-2018","10","Bedford County","1214","Goodview Elementary","485","","485"
"2017-2018","10","Bedford County","980","Huddleston Elementary","285","","285"
"2017-2018","10","Bedford County","1212","Jefferson Forest High","1,387","1","1,388"
"2017-2018","10","Bedford County","1180","Liberty High","812","","812"
"2017-2018","10","Bedford County","970","Moneta Elementary","243","","243"
"2017-2018","10","Bedford County","180","Montvale Elementary","268","","268"
"2017-2018","10","Bedford County","610","New London Academy Elementary","319","","319"
"2017-2018","10","Bedford County","1170","Otter River Elementary","224","","224"
"2017-2018","10","Bedford County","1190","Staunton River High","967","","967"
"2017-2018","10","Bedford County","1191","Staunton River Middle","713","1","714"
"2017-2018","10","Bedford County","640","Stewartsville Elementary","347","","347"
"2017-2018","10","Bedford County","1213","Thomas Jefferson Elementary","604","","604"
"2017-2018","11","Bland County","250","Bland County Elementary","347","","347"
"2017-2018","11","Bland County","260","Bland County High","383","","383"
"2017-2018","12","Botetourt County","220","Breckinridge Elementary","203","","203"
"2017-2018","12","Botetourt County","20","Buchanan Elementary","259","","259"
"2017-2018","12","Botetourt County","420","Central Academy Middle","388","","388"
"2017-2018","12","Botetourt County","390","Cloverdale Elementary","269","","269"
"2017-2018","12","Botetourt County","400","Colonial Elementary","379","","379"
"2017-2018","12","Botetourt County","30","Eagle Rock Elementary","146","","146"
"2017-2018","12","Botetourt County","460","Greenfield Elementary","421","","421"
"2017-2018","12","Botetourt County","430","James River High","548","","548"
"2017-2018","12","Botetourt County","440","Lord Botetourt High","1,052","","1,052"
"2017-2018","12","Botetourt County","450","Read Mountain Middle","722","","722"
"2017-2018","12","Botetourt County","40","Troutville Elementary","261","","261"
"2017-2018","102","Bristol City","60","Highland View Elementary","175","","175"
"2017-2018","102","Bristol City","100","Joseph Van Pelt Elementary","461","","461"
"2017-2018","102","Bristol City","70","Stonewall Jackson Elementary","261","","261"
"2017-2018","102","Bristol City","80","Virginia High","647","","647"
"2017-2018","102","Bristol City","10","Virginia Middle","518","","518"
"2017-2018","102","Bristol City","90","Washington-Lee Elementary","201","","201"
"2017-2018","13","Brunswick County","650","Brunswick High","492","","492"
"2017-2018","13","Brunswick County","660","James S. Russell Middle","364","","364"
"2017-2018","13","Brunswick County","690","Meherrin Powellton Elementary","261","","261"
"2017-2018","13","Brunswick County","700","Red Oak-Sturgeon Elementary","229","","229"
"2017-2018","13","Brunswick County","720","Totaro Elementary","298","","298"
"2017-2018","14","Buchanan County","90","Council Elementary/Middle","199","","199"
"2017-2018","14","Buchanan County","1000","Council High","136","","136"
"2017-2018","14","Buchanan County","990","Grundy High","419","","419"
"2017-2018","14","Buchanan County","120","Hurley Elementary/Middle","382","","382"
"2017-2018","14","Buchanan County","1020","Hurley High","236","","236"
"2017-2018","14","Buchanan County","20","J.M. Bevins Elementary","104","","104"
"2017-2018","14","Buchanan County","1040","Riverview Elementary/Middle","773","","773"
"2017-2018","14","Buchanan County","1041","Twin Valley Elementary/Middle","356","","356"
"2017-2018","14","Buchanan County","1042","Twin Valley High","231","","231"
"2017-2018","15","Buckingham County","724","Buckingham Co Elementary","518","","518"
"2017-2018","15","Buckingham County","723","Buckingham Co Primary","464","","464"
"2017-2018","15","Buckingham County","700","Buckingham County High","565","","565"
"2017-2018","15","Buckingham County","721","Buckingham County Middle","429","","429"
"2017-2018","103","Buena Vista City","40","Enderly Heights Elementary","193","","193"
"2017-2018","103","Buena Vista City","70","F.W. Kling Jr. Elementary","222","","222"
"2017-2018","103","Buena Vista City","62","Parry McCluer High","389","","389"
"2017-2018","103","Buena Vista City","61","Parry McCluer Middle","144","","144"
"2017-2018","16","Campbell County","560","Altavista Elementary","521","","521"
"2017-2018","16","Campbell County","200","Altavista High","663","","663"
"2017-2018","16","Campbell County","650","Brookneal Elementary","363","","363"
"2017-2018","16","Campbell County","720","Brookville High","925","","925"
"2017-2018","16","Campbell County","20","Brookville Middle","727","","727"
"2017-2018","16","Campbell County","130","Concord Elementary","402","","402"
"2017-2018","16","Campbell County","690","Leesville Road Elementary","661","","661"
"2017-2018","16","Campbell County","821","Rustburg Elementary","454","","454"
"2017-2018","16","Campbell County","222","Rustburg High","865","","865"
"2017-2018","16","Campbell County","211","Rustburg Middle","626","","626"
"2017-2018","16","Campbell County","60","Tomahawk Elementary","683","","683"
"2017-2018","16","Campbell County","542","William Campbell High","435","","435"
"2017-2018","16","Campbell County","710","Yellow Branch Elementary","570","","570"
"2017-2018","17","Caroline County","620","Bowling Green Elementary","750","","750"
"2017-2018","17","Caroline County","460","Caroline High","1,170","","1,170"
"2017-2018","17","Caroline County","450","Caroline Middle","946","","946"
"2017-2018","17","Caroline County","9020","Lewis & Clark Elementary","908","","908"
"2017-2018","17","Caroline County","630","Madison Elementary","476","","476"
"2017-2018","18","Carroll County","1230","Carroll County High","1,122","","1,122"
"2017-2018","18","Carroll County","450","Carroll County Middle","821","","821"
"2017-2018","18","Carroll County","1180","Fancy Gap Elementary","150","","150"
"2017-2018","18","Carroll County","1150","Gladesboro Elementary","128","","128"
"2017-2018","18","Carroll County","1210","Gladeville Elementary","299","","299"
"2017-2018","18","Carroll County","1170","Hillsville Elementary","515","","515"
"2017-2018","18","Carroll County","1160","Laurel Elementary","224","","224"
"2017-2018","18","Carroll County","1130","Oakland Elementary","194","","194"
"2017-2018","18","Carroll County","1110","St. Paul","354","","354"
"2017-2018","19","Charles City County","80","Charles City County Elementary","345","","345"
"2017-2018","19","Charles City County","100","Charles City County High","305","","305"
"2017-2018","20","Charlotte County","470","Bacon District Elementary","176","","176"
"2017-2018","20","Charlotte County","210","Central Middle","452","1","453"
"2017-2018","20","Charlotte County","100","Eureka Elementary","449","","449"
"2017-2018","20","Charlotte County","450","Phenix Elementary","272","","272"
"2017-2018","20","Charlotte County","460","Randolph-Henry High","531","","531"
"2017-2018","104","Charlottesville City","100","Buford Middle","525","","525"
"2017-2018","104","Charlottesville City","70","Burnley-Moran Elementary","393","","393"
"2017-2018","104","Charlottesville City","140","Charlottesville High","1,172","1","1,173"
"2017-2018","104","Charlottesville City","50","Clark Elementary","338","","338"
"2017-2018","104","Charlottesville City","90","Greenbrier Elementary","399","","399"
"2017-2018","104","Charlottesville City","120","Jackson-Via Elementary","378","","378"
"2017-2018","104","Charlottesville City","10","Johnson Elementary","366","","366"
"2017-2018","104","Charlottesville City","40","Venable Elementary","346","","346"
"2017-2018","104","Charlottesville City","110","Walker Upper Elementary","610","1","611"
"2017-2018","136","Chesapeake City","630","B.M. Williams Primary","928","","928"
"2017-2018","136","Chesapeake City","860","Butts Road Intermediate","657","","657"
"2017-2018","136","Chesapeake City","770","Butts Road Primary","576","","576"
"2017-2018","136","Chesapeake City","90","Camelot Elementary","551","","551"
"2017-2018","136","Chesapeake City","900","Cedar Road Elementary","858","","858"
"2017-2018","136","Chesapeake City","700","Crestwood Intermediate","744","","744"
"2017-2018","136","Chesapeake City","560","Crestwood Middle","573","","573"
"2017-2018","136","Chesapeake City","660","Deep Creek Central Elementary","710","","710"
"2017-2018","136","Chesapeake City","210","Deep Creek Elementary","736","","736"
"2017-2018","136","Chesapeake City","100","Deep Creek High","1,647","","1,647"
"2017-2018","136","Chesapeake City","610","Deep Creek Middle","471","","471"
"2017-2018","136","Chesapeake City","640","Edwin W. Chittum Elementary","756","","756"
"2017-2018","136","Chesapeake City","720","G.A. Treakle Elementary","520","","520"
"2017-2018","136","Chesapeake City","50","George W. Carver Intermediate","565","","565"
"2017-2018","136","Chesapeake City","820","Georgetown Primary","805","","805"
"2017-2018","136","Chesapeake City","950","Grassfield Elementary","984","","984"
"2017-2018","136","Chesapeake City","960","Grassfield High","2,071","","2,071"
"2017-2018","136","Chesapeake City","120","Great Bridge High","1,449","","1,449"
"2017-2018","136","Chesapeake City","850","Great Bridge Intermediate","674","","674"
"2017-2018","136","Chesapeake City","590","Great Bridge Middle","1,397","1","1,398"
"2017-2018","136","Chesapeake City","680","Great Bridge Primary","579","","579"
"2017-2018","136","Chesapeake City","870","Greenbrier Intermediate","719","1","720"
"2017-2018","136","Chesapeake City","972","Greenbrier Middle","910","","910"
"2017-2018","136","Chesapeake City","140","Greenbrier Primary","714","1","715"
"2017-2018","136","Chesapeake City","340","Hickory Elementary","461","2","463"
"2017-2018","136","Chesapeake City","890","Hickory High","1,790","","1,790"
"2017-2018","136","Chesapeake City","280","Hickory Middle","1,591","","1,591"
"2017-2018","136","Chesapeake City","920","Hugo A. Owens Middle","1,189","1","1,190"
"2017-2018","136","Chesapeake City","830","Indian River High","1,690","1","1,691"
"2017-2018","136","Chesapeake City","710","Indian River Middle","765","","765"
"2017-2018","136","Chesapeake City","973","Jolliff Middle","700","","700"
"2017-2018","136","Chesapeake City","160","Norfolk Highlands Primary","331","","331"
"2017-2018","136","Chesapeake City","80","Oscar F. Smith High","2,265","","2,265"
"2017-2018","136","Chesapeake City","10","Oscar Smith Middle","1,068","","1,068"
"2017-2018","136","Chesapeake City","730","Portlock Primary","603","","603"
"2017-2018","136","Chesapeake City","200","Rena B. Wright Primary","381","","381"
"2017-2018","136","Chesapeake City","620","Southeastern Elementary","821","","821"
"2017-2018","136","Chesapeake City","600","Southwestern Elementary","531","","531"
"2017-2018","136","Chesapeake City","750","Sparrow Road Intermediate","490","","490"
"2017-2018","136","Chesapeake City","40","Thurgood Marshall Elementary","552","","552"
"2017-2018","136","Chesapeake City","971","Truitt Intermediate","305","","305"
"2017-2018","136","Chesapeake City","840","Western Branch High","2,129","1","2,130"
"2017-2018","136","Chesapeake City","810","Western Branch Intermediate","780","1","781"
"2017-2018","136","Chesapeake City","740","Western Branch Middle","874","","874"
"2017-2018","136","Chesapeake City","110","Western Branch Primary","736","1","737"
"2017-2018","21","Chesterfield County","620","A.M. Davis Elementary","701","","701"
"2017-2018","21","Chesterfield County","861","Alberta Smith Elementary","625","","625"
"2017-2018","21","Chesterfield County","631","Bailey Bridge Middle","1,455","","1,455"
"2017-2018","21","Chesterfield County","660","Bellwood Elementary","545","","545"
"2017-2018","21","Chesterfield County","430","Bensley Elementary","733","1","734"
"2017-2018","21","Chesterfield County","510","Bettie Weaver Elementary","666","","666"
"2017-2018","21","Chesterfield County","130","Beulah Elementary","733","","733"
"2017-2018","21","Chesterfield County","20","Bon Air Elementary","642","","642"
"2017-2018","21","Chesterfield County","50","C.C. Wells Elementary","618","","618"
"2017-2018","21","Chesterfield County","492","C.E. Curtis Elementary","696","","696"
"2017-2018","21","Chesterfield County","30","Carver College and Career Academy","251","2","253"
"2017-2018","21","Chesterfield County","420","Carver Middle","1,051","2","1,053"
"2017-2018","21","Chesterfield County","150","Clover Hill Elementary","758","","758"
"2017-2018","21","Chesterfield County","740","Clover Hill High","1,877","1","1,878"
"2017-2018","21","Chesterfield County","840","Cosby High","2,186","3","2,189"
"2017-2018","21","Chesterfield County","560","Crestwood Elementary","563","","563"
"2017-2018","21","Chesterfield County","480","Ecoff Elementary","796","","796"
"2017-2018","21","Chesterfield County","870","Elizabeth Davis Middle","1,270","1","1,271"
"2017-2018","21","Chesterfield County","850","Elizabeth Scott Elementary","1,026","8","1,034"
"2017-2018","21","Chesterfield County","390","Enon Elementary","516","","516"
"2017-2018","21","Chesterfield County","350","Ettrick Elementary","584","","584"
"2017-2018","21","Chesterfield County","300","Evergreen Elementary","1,032","","1,032"
"2017-2018","21","Chesterfield County","590","Falling Creek Elementary","790","","790"
"2017-2018","21","Chesterfield County","670","Falling Creek Middle","1,273","","1,273"
"2017-2018","21","Chesterfield County","180","Grange Hall Elementary","795","","795"
"2017-2018","21","Chesterfield County","70","Greenfield Elementary","582","","582"
"2017-2018","21","Chesterfield County","460","Harrowgate Elementary","597","","597"
"2017-2018","21","Chesterfield County","60","Hopkins Road Elementary","611","","611"
"2017-2018","21","Chesterfield County","550","J.A. Chalkley Elementary","869","","869"
"2017-2018","21","Chesterfield County","650","J.B. Watkins Elementary","1,220","","1,220"
"2017-2018","21","Chesterfield County","500","J.G. Hening Elementary","881","","881"
"2017-2018","21","Chesterfield County","400","Jacobs Road Elementary","761","","761"
"2017-2018","21","Chesterfield County","770","James River High","2,077","4","2,081"
"2017-2018","21","Chesterfield County","10","Lloyd C. Bird High","1,891","1","1,892"
"2017-2018","21","Chesterfield County","632","Manchester High","2,001","6","2,007"
"2017-2018","21","Chesterfield County","600","Manchester Middle","1,410","","1,410"
"2017-2018","21","Chesterfield County","780","Marguerite F. Christian Elementary","560","","560"
"2017-2018","21","Chesterfield County","370","Matoaca Elementary","421","","421"
"2017-2018","21","Chesterfield County","530","Matoaca High","1,702","5","1,707"
"2017-2018","21","Chesterfield County","110","Matoaca Middle","968","2","970"
"2017-2018","21","Chesterfield County","580","Meadowbrook High","1,801","2","1,803"
"2017-2018","21","Chesterfield County","320","Midlothian High","1,686","5","1,691"
"2017-2018","21","Chesterfield County","40","Midlothian Middle","1,325","2","1,327"
"2017-2018","21","Chesterfield County","280","Monacan High","1,472","1","1,473"
"2017-2018","21","Chesterfield County","360","O.B. Gates Elementary","692","","692"
"2017-2018","21","Chesterfield County","380","Providence Elementary","653","","653"
"2017-2018","21","Chesterfield County","690","Providence Middle","851","","851"
"2017-2018","21","Chesterfield County","700","Reams Road Elementary","551","","551"
"2017-2018","21","Chesterfield County","730","Robious Elementary","652","","652"
"2017-2018","21","Chesterfield County","760","Robious Middle","1,327","1","1,328"
"2017-2018","21","Chesterfield County","720","Salem Church Elementary","586","","586"
"2017-2018","21","Chesterfield County","722","Salem Church Middle","902","1","903"
"2017-2018","21","Chesterfield County","800","Spring Run Elementary","881","","881"
"2017-2018","21","Chesterfield County","340","Swift Creek Elementary","872","","872"
"2017-2018","21","Chesterfield County","270","Swift Creek Middle","986","2","988"
"2017-2018","21","Chesterfield County","410","Thelma Crenshaw Elementary","676","","676"
"2017-2018","21","Chesterfield County","610","Thomas Dale High","2,353","6","2,359"
"2017-2018","21","Chesterfield County","880","Tomahawk Creek Middle","1,505","5","1,510"
"2017-2018","21","Chesterfield County","290","W.W. Gordon Elementary","578","","578"
"2017-2018","21","Chesterfield County","860","Winterpock Elementary","1,047","","1,047"
"2017-2018","21","Chesterfield County","440","Woolridge Elementary","786","","786"
"2017-2018","22","Clarke County","250","Boyce Elementary","284","","284"
"2017-2018","22","Clarke County","10","Clarke County High","673","1","674"
"2017-2018","22","Clarke County","290","D.G. Cooley Elementary","546","2","548"
"2017-2018","22","Clarke County","280","Johnson-Williams Middle","471","1","472"
"2017-2018","202","Colonial Beach","22","Colonial Beach Elementary","418","","418"
"2017-2018","202","Colonial Beach","21","Colonial Beach High","222","","222"
"2017-2018","106","Colonial Heights City","40","Colonial Heights High","888","","888"
"2017-2018","106","Colonial Heights City","20","Colonial Heights Middle","624","","624"
"2017-2018","106","Colonial Heights City","50","Lakeview Elementary","386","","386"
"2017-2018","106","Colonial Heights City","30","North Elementary","352","","352"
"2017-2018","106","Colonial Heights City","60","Tussing Elementary","583","","583"
"2017-2018","107","Covington City","350","Covington High","365","","365"
"2017-2018","107","Covington City","260","Edgemont Primary","383","","383"
"2017-2018","107","Covington City","360","Jeter-Watson Intermediate","303","","303"
"2017-2018","23","Craig County","11","Craig County High","353","","353"
"2017-2018","23","Craig County","10","McCleary Elementary","261","","261"
"2017-2018","24","Culpeper County","240","A.G. Richardson Elementary","586","","586"
"2017-2018","24","Culpeper County","480","Culpeper County High","1,187","1","1,188"
"2017-2018","24","Culpeper County","20","Culpeper Middle","1,088","1","1,089"
"2017-2018","24","Culpeper County","50","Eastern View High","1,307","","1,307"
"2017-2018","24","Culpeper County","450","Emerald Hill Elementary","713","","713"
"2017-2018","24","Culpeper County","470","Farmington Elementary","704","","704"
"2017-2018","24","Culpeper County","581","Floyd T. Binns Middle","781","","781"
"2017-2018","24","Culpeper County","10","Pearl Sample Elementary","559","","559"
"2017-2018","24","Culpeper County","460","Sycamore Park Elementary","602","","602"
"2017-2018","24","Culpeper County","40","Yowell Elementary","676","","676"
"2017-2018","25","Cumberland County","140","Cumberland Elementary","522","","522"
"2017-2018","25","Cumberland County","151","Cumberland High","418","","418"
"2017-2018","25","Cumberland County","152","Cumberland Middle","395","","395"
"2017-2018","108","Danville City","490","Edwin A. Gibson Elementary","558","","558"
"2017-2018","108","Danville City","20","Forest Hills Elementary","237","","237"
"2017-2018","108","Danville City","190","G.L.H. Johnson Elementary","553","","553"
"2017-2018","108","Danville City","1374","Galileo Magnet High","295","","295"
"2017-2018","108","Danville City","210","George Washington High","1,353","","1,353"
"2017-2018","108","Danville City","260","O. Trent Bonner Middle","664","","664"
"2017-2018","108","Danville City","250","Park Avenue Elementary","451","","451"
"2017-2018","108","Danville City","40","Schoolfield Elementary","513","","513"
"2017-2018","108","Danville City","1372","Westwood Middle","560","","560"
"2017-2018","108","Danville City","220","Woodberry Hills Elementary","394","","394"
"2017-2018","26","Dickenson County","20","Clintwood Elementary","501","","501"
"2017-2018","26","Dickenson County","530","Ervinton Elementary","117","","117"
"2017-2018","26","Dickenson County","275","Ridgeview High","582","","582"
"2017-2018","26","Dickenson County","280","Ridgeview Middle","490","","490"
"2017-2018","26","Dickenson County","860","Sandlick Elementary","438","","438"
"2017-2018","27","Dinwiddie County","500","Dinwiddie County High","1,300","","1,300"
"2017-2018","27","Dinwiddie County","471","Dinwiddie County Middle","1,004","","1,004"
"2017-2018","27","Dinwiddie County","310","Dinwiddie Elementary","346","","346"
"2017-2018","27","Dinwiddie County","250","Midway Elementary","388","","388"
"2017-2018","27","Dinwiddie County","10","Southside Elementary","513","","513"
"2017-2018","27","Dinwiddie County","180","Sunnyside Elementary","265","","265"
"2017-2018","27","Dinwiddie County","520","Sutherland Elementary","520","","520"
"2017-2018","28","Essex County","10","Essex High","549","","549"
"2017-2018","28","Essex County","150","Essex Intermediate","413","","413"
"2017-2018","28","Essex County","160","Tappahannock Elementary","441","","441"
"2017-2018","29","Fairfax County","2203","Aldrin Elementary","731","","731"
"2017-2018","29","Fairfax County","660","Annandale High","2,187","1","2,188"
"2017-2018","29","Fairfax County","1360","Annandale Terrace Elementary","655","","655"
"2017-2018","29","Fairfax County","110","Archer Elementary","641","","641"
"2017-2018","29","Fairfax County","1530","Armstrong Elementary","460","","460"
"2017-2018","29","Fairfax County","550","Bailey's Elementary School for the Arts and Sciences","756","","756"
"2017-2018","29","Fairfax County","2459","Bailey's Upper Elementary School for the Arts and Sciences","576","","576"
"2017-2018","29","Fairfax County","1730","Beech Tree Elementary","379","","379"
"2017-2018","29","Fairfax County","560","Belle View Elementary","558","","558"
"2017-2018","29","Fairfax County","720","Belvedere Elementary","734","","734"
"2017-2018","29","Fairfax County","2000","Bonnie Brae Elementary","791","","791"
"2017-2018","29","Fairfax County","1090","Braddock Elementary","833","","833"
