Street Address-Line 1,State-Physical,Street Address-Line 2,School Type-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District Name,District ID,School Name,School Level-Original,School ID,City,Zip Code,County,CEP (Y/N),Claim Date,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days,Breakfast Delivery Model from State Agency Tracking-Original
,,,,,,,,8,2016,,,,,21,21,,Cafeteria,,,,,,,HI,5770,274.761904762,2537,120.809523810,HI@407@1434-6,150003000062,SY16-17,,323,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,8/1/2016,323,323,0,2537,0,0,5770,0,0,21,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,5848,278.476190476,2500,119.047619048,HI@407@1434-6,150003000062,SY16-17,,462,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,9/1/2016,323,462,0,2500,0,0,5848,0,0,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,4374,273.375,1861,116.3125,HI@407@1434-6,150003000062,SY16-17,,311,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,10/1/2016,323,311,0,1861,0,0,4374,0,0,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,4938,274.333333333,2000,111.111111111,HI@407@1434-6,150003000062,SY16-17,,307,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,11/1/2016,323,307,0,2000,0,0,4938,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,4152,276.8,1606,107.066666667,HI@407@1434-6,150003000062,SY16-17,,304,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,12/1/2016,323,304,0,1606,0,0,4152,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,4088,272.533333333,1591,106.066666667,HI@407@1434-6,150003000062,SY16-17,,305,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,1/1/2017,323,305,0,1591,0,0,4088,0,0,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,4833,268.5,1754,97.444444444,HI@407@1434-6,150003000062,SY16-17,,303,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,2/1/2017,323,303,0,1754,0,0,4833,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,4691,275.941176471,1689,99.352941176,HI@407@1434-6,150003000062,SY16-17,,303,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,3/1/2017,323,303,0,1689,0,0,4691,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,5248,276.210526316,1973,103.842105263,HI@407@1434-6,150003000062,SY16-17,,305,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,4/1/2017,323,305,0,1973,0,0,5248,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,5176,258.8,1878,93.9,HI@407@1434-6,150003000062,SY16-17,,305,1,Primary,,,,,,,Hawaii DOE,1434-6,Kaunakakai Elememtary,Elementary,407,Kaunakakai,96748,Maui,Y,5/1/2017,323,305,0,1878,0,0,5176,0,0,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,21,21,,Cafeteria,,,,,,,HI,879,41.857142857,455,21.666666667,HI@549@2411-2,150003000278,SY16-17,,54,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,8/1/2016,51,54,0,455,0,0,879,0,0,21,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,737,36.85,399,19.95,HI@549@2411-2,150003000278,SY16-17,,54,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,9/1/2016,51,54,0,399,0,0,737,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,583,38.866666667,285,19,HI@549@2411-2,150003000278,SY16-17,,54,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,10/1/2016,51,54,0,285,0,0,583,0,0,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,631,35.055555556,333,18.5,HI@549@2411-2,150003000278,SY16-17,,53,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,11/1/2016,51,53,0,333,0,0,631,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,516,34.4,218,14.533333333,HI@549@2411-2,150003000278,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,12/1/2016,51,51,0,218,0,0,516,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,564,35.25,271,16.9375,HI@549@2411-2,150003000278,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,1/1/2017,51,51,0,271,0,0,564,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,574,31.888888889,279,15.5,HI@549@2411-2,150003000278,SY16-17,,50,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,2/1/2017,51,50,0,279,0,0,574,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,589,34.647058824,291,17.117647059,HI@549@2411-2,150003000278,SY16-17,,49,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,3/1/2017,51,49,0,291,0,0,589,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,585,30.789473684,318,16.736842105,HI@549@2411-2,150003000278,SY16-17,,47,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,4/1/2017,51,47,0,318,0,0,585,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,19,19,,Cafeteria,,,,,,,HI,593,31.210526316,318,16.736842105,HI@549@2411-2,150003000278,SY16-17,,47,1,Other,,,,,,,Hawaii DOE,2411-2,Ke Ana Laahana PCS,"Middle, High School",549,Hilo,96720,Hawaii,Y,5/1/2017,51,47,0,318,0,0,593,0,0,19,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,19,19,,Cafeteria,,,,,,,HI,13124,690.736842105,5671,298.473684211,HI@353@1434-6,150003000258,SY16-17,,899,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,8/1/2016,884,899,0,5671,0,0,13124,0,0,19,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,14267,713.35,6281,314.05,HI@353@1434-6,150003000258,SY16-17,,999,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,9/1/2016,884,999,0,6281,0,0,14267,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,10769,673.0625,4746,296.625,HI@353@1434-6,150003000258,SY16-17,,864,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,10/1/2016,884,864,0,4746,0,0,10769,0,0,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,12577,698.722222222,5452,302.888888889,HI@353@1434-6,150003000258,SY16-17,,866,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,11/1/2016,884,866,0,5452,0,0,12577,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,10482,698.8,4366,291.066666667,HI@353@1434-6,150003000258,SY16-17,,858,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,12/1/2016,884,858,0,4366,0,0,10482,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,11829,739.3125,4820,301.25,HI@353@1434-6,150003000258,SY16-17,,871,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,1/1/2017,884,871,0,4820,0,0,11829,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,13159,731.055555556,5744,319.111111111,HI@353@1434-6,150003000258,SY16-17,,874,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,2/1/2017,884,874,0,5744,0,0,13159,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,12288,722.823529412,5381,316.529411765,HI@353@1434-6,150003000258,SY16-17,,869,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,3/1/2017,884,869,0,5381,0,0,12288,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,13732,722.736842105,6332,333.263157895,HI@353@1434-6,150003000258,SY16-17,,877,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,4/1/2017,884,877,0,6332,0,0,13732,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,14113,705.65,6544,327.2,HI@353@1434-6,150003000258,SY16-17,,864,1,Primary,,,,,,,Hawaii DOE,1434-6,Keaau Elementary,Elementary,353,Keaau,96749,Hawaii,Y,5/1/2017,884,864,0,6544,0,0,14113,0,0,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,19,19,,Cafeteria,,,,,,,HI,10268,540.421052632,4922,259.052631579,HI@354@1434-6,150003000260,SY16-17,,1020,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,8/1/2016,1004,1020,0,4922,0,0,10268,0,0,19,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,11335,566.75,5844,292.2,HI@354@1434-6,150003000260,SY16-17,,1244,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,9/1/2016,1004,1244,0,5844,0,0,11335,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,8385,524.0625,4561,285.0625,HI@354@1434-6,150003000260,SY16-17,,988,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,10/1/2016,1004,988,0,4561,0,0,8385,0,0,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,10044,558,5286,293.666666667,HI@354@1434-6,150003000260,SY16-17,,973,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,11/1/2016,1004,973,0,5286,0,0,10044,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,8164,544.266666667,4489,299.266666667,HI@354@1434-6,150003000260,SY16-17,,964,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,12/1/2016,1004,964,0,4489,0,0,8164,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,8844,552.75,4547,284.1875,HI@354@1434-6,150003000260,SY16-17,,969,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,1/1/2017,1004,969,0,4547,0,0,8844,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,9694,538.555555556,5041,280.055555556,HI@354@1434-6,150003000260,SY16-17,,964,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,2/1/2017,1004,964,0,5041,0,0,9694,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,9288,546.352941176,4759,279.941176471,HI@354@1434-6,150003000260,SY16-17,,968,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,3/1/2017,1004,968,0,4759,0,0,9288,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,10440,549.473684211,5635,296.578947368,HI@354@1434-6,150003000260,SY16-17,,973,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,4/1/2017,1004,973,0,5635,0,0,10440,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,9502,475.1,5335,266.75,HI@354@1434-6,150003000260,SY16-17,,973,1,High,,,,,,,Hawaii DOE,1434-6,Keaau High,High School,354,Keaau,96749,Hawaii,Y,5/1/2017,1004,973,0,5335,0,0,9502,0,0,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,19,19,,Cafeteria,,,,,,,HI,7500,394.736842105,3775,198.684210526,HI@370@1434-6,150003000040,SY16-17,,731,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,8/1/2016,735,731,0,3775,0,0,7500,0,0,19,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,7976,398.8,4345,217.25,HI@370@1434-6,150003000040,SY16-17,,893,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,9/1/2016,735,893,0,4345,0,0,7976,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,6061,378.8125,3787,236.6875,HI@370@1434-6,150003000040,SY16-17,,721,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,10/1/2016,735,721,0,3787,0,0,6061,0,0,16,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,7253,402.944444444,4399,244.388888889,HI@370@1434-6,150003000040,SY16-17,,711,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,11/1/2016,735,711,0,4399,0,0,7253,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,5583,372.2,3302,220.133333333,HI@370@1434-6,150003000040,SY16-17,,707,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,12/1/2016,735,707,0,3302,0,0,5583,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,6784,424,3455,215.9375,HI@370@1434-6,150003000040,SY16-17,,709,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,1/1/2017,735,709,0,3455,0,0,6784,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,7364,409.111111111,3516,195.333333333,HI@370@1434-6,150003000040,SY16-17,,714,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,2/1/2017,735,714,0,3516,0,0,7364,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,6817,401,3210,188.823529412,HI@370@1434-6,150003000040,SY16-17,,719,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,3/1/2017,735,719,0,3210,0,0,6817,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,7909,416.263157895,3985,209.736842105,HI@370@1434-6,150003000040,SY16-17,,723,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,4/1/2017,735,723,0,3985,0,0,7909,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,8038,401.9,4163,208.15,HI@370@1434-6,150003000040,SY16-17,,723,1,Middle,,,,,,,Hawaii DOE,1434-6,Keaau Middle,Middle,370,Keaau,96749,Hawaii,Y,5/1/2017,735,723,0,4163,0,0,8038,0,0,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,22,22,,Cafeteria,,,,,,,HI,6819,309.954545455,3198,145.363636364,HI@458@1434-6,150003000088,SY16-17,,400,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,8/1/2016,378,400,0,3198,0,0,6819,0,0,22,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,6529,310.904761905,3759,179,HI@458@1434-6,150003000088,SY16-17,,435,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,9/1/2016,378,435,0,3759,0,0,6529,0,0,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,4764,317.6,2279,151.933333333,HI@458@1434-6,150003000088,SY16-17,,371,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,10/1/2016,378,371,0,2279,0,0,4764,0,0,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,5698,316.555555556,2768,153.777777778,HI@458@1434-6,150003000088,SY16-17,,372,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,11/1/2016,378,372,0,2768,0,0,5698,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,4395,293,1912,127.466666667,HI@458@1434-6,150003000088,SY16-17,,370,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,12/1/2016,378,370,0,1912,0,0,4395,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,15,15,,Cafeteria,,,,,,,HI,4684,312.266666667,1770,118,HI@458@1434-6,150003000088,SY16-17,,370,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,1/1/2017,378,370,0,1770,0,0,4684,0,0,15,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,5808,322.666666667,2046,113.666666667,HI@458@1434-6,150003000088,SY16-17,,367,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,2/1/2017,378,367,0,2046,0,0,5808,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,5290,311.176470588,2016,118.588235294,HI@458@1434-6,150003000088,SY16-17,,367,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,3/1/2017,378,367,0,2016,0,0,5290,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,5804,305.473684211,2380,125.263157895,HI@458@1434-6,150003000088,SY16-17,,365,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,4/1/2017,378,365,0,2380,0,0,5804,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,20,20,,Cafeteria,,,,,,,HI,5204,260.2,2389,119.45,HI@458@1434-6,150003000088,SY16-17,,363,1,Primary,,,,,,,Hawaii DOE,1434-6,Kekaha Elementary,Elementary,458,Kekaha,96752,Kauai,Y,5/1/2017,378,363,0,2389,0,0,5204,0,0,20,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,17,17,,Cafeteria,,,,,,,HI,720,42.352941176,365,21.470588235,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,8/1/2016,51,51,0,365,0,0,720,0,0,17,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,21,21,,Cafeteria,,,,,,,HI,856,40.761904762,445,21.190476190,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,9/1/2016,51,51,0,445,0,0,856,0,0,21,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,15,15,,Cafeteria,,,,,,,HI,634,42.266666667,351,23.4,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,10/1/2016,51,51,0,351,0,0,634,0,0,15,Cafeteria Breakfast
,,,,,,,,11,2016,,,,,18,18,,Cafeteria,,,,,,,HI,719,39.944444444,398,22.111111111,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,11/1/2016,51,51,0,398,0,0,719,0,0,18,Cafeteria Breakfast
,,,,,,,,12,2016,,,,,15,15,,Cafeteria,,,,,,,HI,591,39.4,280,18.666666667,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,12/1/2016,51,51,0,280,0,0,591,0,0,15,Cafeteria Breakfast
,,,,,,,,1,2017,,,,,16,16,,Cafeteria,,,,,,,HI,576,36,294,18.375,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,1/1/2017,51,51,0,294,0,0,576,0,0,16,Cafeteria Breakfast
,,,,,,,,2,2017,,,,,18,18,,Cafeteria,,,,,,,HI,706,39.222222222,347,19.277777778,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,2/1/2017,51,51,0,347,0,0,706,0,0,18,Cafeteria Breakfast
,,,,,,,,3,2017,,,,,17,17,,Cafeteria,,,,,,,HI,656,38.588235294,385,22.647058824,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,3/1/2017,51,51,0,385,0,0,656,0,0,17,Cafeteria Breakfast
,,,,,,,,4,2017,,,,,19,19,,Cafeteria,,,,,,,HI,749,39.421052632,453,23.842105263,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,4/1/2017,51,51,0,453,0,0,749,0,0,19,Cafeteria Breakfast
,,,,,,,,5,2017,,,,,22,22,,Cafeteria,,,,,,,HI,816,37.090909091,511,23.227272727,HI@556@2414-7,150003000280,SY16-17,,51,1,Other,,,,,,,Hawaii DOE,2414-7,Ke kula Niihau O Kekaha PCS,"Elementary, Middle, HS",556,Kekaha,96752,Kauai,Y,5/1/2017,51,51,0,511,0,0,816,0,0,22,Cafeteria Breakfast
,,,,,,,,8,2016,,,,,19,19,,Cafeteria,,,,,,,HI,10095,531.315789474,6746,355.052631579,HI@391@1434-6,150003000244,SY16-17,,699,1,Primary,,,,,,,Hawaii DOE,1434-6,Keonopoko Elementary,Elementary,391,Pahoa,96778,Hawaii,Y,8/1/2016,654,699,0,6746,0,0,10095,0,0,19,Cafeteria Breakfast
,,,,,,,,9,2016,,,,,20,20,,Cafeteria,,,,,,,HI,10663,533.15,7171,358.55,HI@391@1434-6,150003000244,SY16-17,,711,1,Primary,,,,,,,Hawaii DOE,1434-6,Keonopoko Elementary,Elementary,391,Pahoa,96778,Hawaii,Y,9/1/2016,654,711,0,7171,0,0,10663,0,0,20,Cafeteria Breakfast
,,,,,,,,10,2016,,,,,16,16,,Cafeteria,,,,,,,HI,8645,540.3125,5501,343.8125,HI@391@1434-6,150003000244,SY16-17,,651,1,Primary,,,,,,,Hawaii DOE,1434-6,Keonopoko Elementary,Elementary,391,Pahoa,96778,Hawaii,Y,10/1/2016,654,651,0,5501,0,0,8645,0,0,16,Cafeteria Breakfast
