IRN,ORGANIZATION NAME,SCHOOL TYPE,ORGANIZATION TYPE,DESIGNATED COUNTY,ORG MAILING ADDRESS,PARENT IRN
41558,Wilmington High School,High School,Public School,Clinton,"300 Richardson Pl, Wilmington, Ohio, 45177",45112
41582,Zane Grey Elementary School,Elementary School,Public School,Muskingum,"711 Fess St, Zanesville, Ohio, 43701",45179
41608,Wilson Elementary School,Elementary School,Public School,Hamilton,"2465 Little Dry Run Rd, Cincinnati, Ohio, 45244",47340
41624,Wilson Hill Elementary School,Elementary School,Public School,Franklin,"6500 Northland Rd, Worthington, Ohio, 43085",45138
41640,Wilson Middle School,Middle School,Public School,Butler,"714 Eaton Ave, Hamilton, Ohio, 45013",44107
41657,Wilson Middle School,Middle School,Public School,Licking,"805 W Church St, Newark, Ohio, 43055",44453
41699,Windemere CLC,Elementary School,Public School,Summit,"2283 Windemere Ave, Akron, Ohio, 44312",43489
41707,Early Learning Center,Elementary School,Public School,Ashtabula,"2630 W 13th St, Ashtabula, Ohio, 44004",43513
41715,Windermere Elementary School,Elementary School,Public School,Franklin,"4101 Windermere Rd, Upper Arlington, Ohio, 43220",44933
41723,Windham High School,High School,Public School,Portage,"9530 Bauer Ave, Windham, Ohio, 44288",45666
41749,Windsor STEM Academy (K-6),Elementary School,Public School,Franklin,"1219 E 12th Ave, Columbus, Ohio, 43211",43802
41756,Windsor Elementary School,Elementary School,Public School,Lorain,"264 Windsor Dr, Elyria, Ohio, 44035",43943
41814,Winesburg Elementary School,Elementary School,Public School,Holmes,"2165 US Route 62, Winesburg, Ohio, 44690",47688
41822,Winterset Elementary School,Elementary School,Public School,Franklin,"4776 Winterset Dr, Columbus, Ohio, 43220",43802
41830,Wintersville Elementary School,Elementary School,Public School,Jefferson,"100 Park Dr, Wintersville, Ohio, 43953",47803
41848,Indian Creek High School,High School,Public School,Jefferson,"200 Park Dr, Wintersville, Ohio, 43953",47803
41855,Winton Hills Academy Elementary School,Elementary School,Public School,Hamilton,"5300 Winneste Ave, Cincinnati, Ohio, 45232",43752
41863,Parker Woods Montessori,Elementary School,Public School,Hamilton,"4370 Beech Hill Ave, Cincinnati, Ohio, 45223",43752
41889,Wise Elementary School,Elementary School,Public School,Holmes,"4579 County Road 120, Millersburg, Ohio, 44654",47688
41897,Withamsville-Tobasco Elementary School,Elementary School,Public School,Clermont,"3950 Britton Boulevard, Cincinnati, Ohio, 45245",46359
41921,Wogaman Middle School,Middle School,Public School,Montgomery,"920 McArthur Ave, Dayton, Ohio, 45408",43844
41939,Woodbury Elementary School,Elementary School,Public School,Cuyahoga,"15400 S Woodland Rd, Shaker Heights, Ohio, 44120",44750
41947,Woodcrest Elementary School,Elementary School,Public School,Franklin,"5321 E Livingston Ave, Columbus, Ohio, 43232",43802
41962,Woodland Elementary School,Elementary School,Public School,Richland,"460 Davis Rd, Mansfield, Ohio, 44907",44297
41988,Woodland Elementary School,Elementary School,Public School,Summit,"2908 Graham Rd, Stow, Ohio, 44224",44834
41996,Barbara F Schreiber Elementary School,Elementary School,Public School,Stark,"1503 Woodland Ave NW, Canton, Ohio, 44703",43711
42028,Woodlawn Elementary School,Elementary School,Public School,Hamilton,"31 Riddle Rd, Cincinnati, Ohio, 45215",44677
42036,Woodmore Elementary School,Elementary School,Public School,Sandusky,"800 W Main St, Woodville, Ohio, 43469",49577
42044,Woodmore High School,High School,Public School,Ottawa,"633 Fremont St, Elmore, Ohio, 43416",49577
42051,Woodridge High School,High School,Public School,Summit,"4440 Quick Rd, Peninsula, Ohio, 44264",49973
42077,Woodsfield Elementary School,Elementary School,Public School,Monroe,"473 Lewisville Rd, Woodsfield, Ohio, 43793",48652
42085,Monroe Central High School,High School,Public School,Monroe,"469 Lewisville Rd, Woodsfield, Ohio, 43793",48652
42143,Laura Woodward Elementary School,Elementary School,Public School,Delaware,"200 S Washington St, Delaware, Ohio, 43015",43877
42150,Woodward High School,High School,Public School,Lucas,"701 E Central Ave, Toledo, Ohio, 43608",44909
42184,Woodward Park Middle School,Middle School,Public School,Franklin,"5151 Karl Rd, Columbus, Ohio, 43229",43802
42218,Wooster High School,High School,Public School,Wayne,"515 Oldman Rd, Wooster, Ohio, 44691",45120
42234,Wooster Twp Elementary School,Elementary School,Public School,Wayne,"1071 Dover Rd, Wooster, Ohio, 44691",50591
42259,Worley Elementary School,Elementary School,Public School,Stark,"1340 23rd St NW, Canton, Ohio, 44709",43711
42267,Worthington Elementary School,Elementary School,Public School,Ross,"450 Allen Ave, Chillicothe, Ohio, 45601",43745
42275,Worthington Estates Elementary School,Elementary School,Public School,Franklin,"6760 Rieber St, Worthington, Ohio, 43085",45138
42283,Thomas Worthington High School,High School,Public School,Franklin,"300 W Granville Rd, Worthington, Ohio, 43085",45138
42291,Worthingway Middle School,Middle School,Public School,Franklin,"6625 Guyer St, Worthington, Ohio, 43085",45138
42333,Western Reserve High School,High School,Public School,Mahoning,"13850 W Akron Canfield Rd, Berlin Center, Ohio, 44401",48397
42341,Western Reserve High School,High School,Public School,Huron,"3841 State Route 20, Collins, Ohio, 44826",47746
42358,Western Row Elementary School,Elementary School,Public School,Warren,"755 Western Row Rd, Mason, Ohio, 45040",50450
42366,Wynford High School,High School,Public School,Crawford,"3288 Holmes Center Rd, Bucyrus, Ohio, 44820",46524
42382,Wyoming High School,High School,Public School,Hamilton,"106 Pendery Ave, Wyoming, Ohio, 45215",45146
42408,Xenia High School,High School,Public School,Greene,"303 Kinsey Rd, Xenia, Ohio, 45385",45153
42416,Yellow Springs/McKinney High School,High School,Public School,Greene,"420 E Enon Rd, Yellow Springs, Ohio, 45387",45674
42424,Bellevue Elementary School,Elementary School,Public School,Huron,"1150 Castalia St, Bellevue, Ohio, 44811",43596
42440,Nelsonville-York Elementary School,Elementary School,Public School,Athens,"4 Buckeye Dr, Nelsonville, Ohio, 45764",44446
42457,Buckeye  Primary School,Elementary School,Public School,Medina,"3180 Columbia Rd, Medina, Ohio, 44256",48470
42465,York Elementary School,Elementary School,Public School,Tuscarawas,"938 Stonecreek Rd SW, New Philadelphia, Ohio, 44663",44487
42499,Yorktown Middle School,Middle School,Public School,Franklin,"5600 E Livingston Ave, Columbus, Ohio, 43232",43802
42515,Buckeye South Elementary School,Elementary School,Public School,Jefferson,"100 Walden Ave, Tiltonsville, Ohio, 43963",47787
42523,Three Rivers Elementary ,Elementary School,Public School,Hamilton,"56 Cooper Ave, Cleves, Ohio, 45002",47399
42531,Young Elementary School,Elementary School,Public School,Summit,"3258 Nidover Dr, Akron, Ohio, 44312",50062
42549,Youtz Elementary School,Elementary School,Public School,Stark,"1901 Midway Ave NE, Canton, Ohio, 44705",43711
42564,Buckeye Trail High School,High School,Public School,Guernsey,"65555 Wintergreen Rd, Lore City, Ohio, 43755",69682
42572,Zane Trace High School,High School,Public School,Ross,"946 State Route 180, Chillicothe, Ohio, 45601",49544
42598,Zanesville High School,High School,Public School,Muskingum,"1701 Blue Ave, Zanesville, Ohio, 43701",45179
42614,Beachwood Middle School,Middle School,Public School,Cuyahoga,"2860 Richmond Rd, Beachwood, Ohio, 44122",43554
42655,Hadley E Watts Middle School,Middle School,Public School,Montgomery,"7056 Mcewen Rd, Dayton, Ohio, 45459",43737
42762,Roberts Middle School,Middle School,Public School,Summit,"3333 Charles St, Cuyahoga Falls, Ohio, 44221",43836
42796,Fairborn High School,High School,Public School,Greene,"900 E Dayton Yellow Springs Rd, Fairborn, Ohio, 45324",43968
42804,Bigelow Hill Elementary School,Elementary School,Public School,Hancock,"300 Hillcrest Ave, Findlay, Ohio, 45840",43984
42812,Wilson Vance Elementary School,Elementary School,Public School,Hancock,"610 Bristol Dr, Findlay, Ohio, 45840",43984
42820,Hampton Bennett Early Childhood Center,Elementary School,Public School,Warren,"150 E 6th St, Franklin, Ohio, 45005",44008
42861,Benjamin Harrison Elementary School,Elementary School,Public School,Marion,"625 Brightwood Dr, Marion, Ohio, 43302",44339
43000,Southeast Elementary School,Elementary School,Public School,Columbiana,"2200 Merle Rd, Salem, Ohio, 44460",44735
43018,Sidney Middle School,Middle School,Public School,Shelby,"980 Fair Rd, Sidney, Ohio, 45365",44784
43026,Highland Park Elementary School,Elementary School,Public School,Franklin,"2600 Cameron St, Grove City, Ohio, 43123",44800
43034,Indian Trail Elementary School,Elementary School,Public School,Summit,"3512 Kent Rd, Stow, Ohio, 44224",44834
43091,Blendon Middle School,Middle School,Public School,Franklin,"223 S Otterbein Ave, Westerville, Ohio, 43081",45047
43158,Indian Hill Middle School,Middle School,Public School,Hamilton,"6845 Drake Rd, Cincinnati, Ohio, 45243",45435
43174,Lake Elementary School,Elementary School,Public School,Lake,"7625 Pinehurst Dr, Mentor On The Lake, Ohio, 44060",45492
43216,St Clairsville Elementary School,Elementary School,Public School,Belmont,"120 Norris St, Saint Clairsville, Ohio, 43950",45997
43224,Mt Orab Primary Elementary School,Elementary School,Public School,Brown,"474 W Main St, Mount Orab, Ohio, 45154",46060
43265,Big Walnut Middle School,Middle School,Public School,Delaware,"105 Baughman St, Sunbury, Ohio, 43074",46748
43281,Olentangy Shanahan Middle School,Middle School,Public School,Delaware,"814 Shanahan Rd, Lewis Center, Ohio, 43035",46763
43299,Herman K Ankeney Middle School,Middle School,Public School,Greene,"4085 Shakertown Rd, Beavercreek, Ohio, 45430",47241
43315,Pleasant Run Middle School,Middle School,Public School,Hamilton,"11770 Pippin Rd, Cincinnati, Ohio, 45231",47365
43323,Delshire Elementary School,Elementary School,Public School,Hamilton,"4402 Glenhaven Rd, Cincinnati, Ohio, 45238",47373
43331,Oakdale Elementary School,Elementary School,Public School,Hamilton,"3850 Virginia Ct, Cincinnati, Ohio, 45248",47373
43364,Boardman Center Intermediate School,Elementary School,Public School,Mahoning,"7410 Market St, Youngstown, Ohio, 44512",48306
43372,River Valley Middle School,Middle School,Public School,Marion,"4334 Marion Mount Gilead Rd, Caledonia, Ohio, 43314",48447
43380,Brookville Intermediate School,Middle School,Public School,Montgomery,"2 Blue Pride Drive, Brookville, Ohio, 45309",48678
43398,Mad River Middle School,Middle School,Public School,Montgomery,"1801 Harshman Rd, Dayton, Ohio, 45424",48702
43398,Mad River Middle School,STEM School,Public School,Montgomery,"1801 Harshman Rd, Dayton, Ohio, 45424",48702
43430,Faircrest Memorial Middle School,Middle School,Public School,Stark,"616 Faircrest St SW, Canton, Ohio, 44706",49833
43448,Green Middle School,Middle School,Public School,Summit,"1711 Steese Rd, Green, Ohio, 44232",50013
50757,Fairbrook Elementary School,Elementary School,Public School,Greene,"260 N Fairfield Rd, Beavercreek, Ohio, 45430",47241
52613,Andrews Osborne Academy ,High School,Nonpublic School,Lake,"38588 Mentor Ave, Willoughby, Ohio, 44094",136
52613,Andrews Osborne Academy ,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Lake,"38588 Mentor Ave, Willoughby, Ohio, 44094",136
52621,Archbishop Alter,High School,Nonpublic School,Montgomery,"940 E David Rd, Kettering, Ohio, 45429",52514
52639,Archbishop Hoban,High School,Nonpublic School,Summit,"1 Holy Cross Blvd, Akron, Ohio, 44306",52522
52647,Stephen T Badin,High School,Nonpublic School,Butler,"571 New London Rd, Hamilton, Ohio, 45013",52514
52654,Beaumont School,High School,Nonpublic School,Cuyahoga,"3301 N Park Blvd, Cleveland Heights, Ohio, 44118",52522
52662,Benedictine,High School,Nonpublic School,Cuyahoga,"2900 Martin Luther King Jr Dr, Cleveland, Ohio, 44104",52522
52670,Wm V Fisher Catholic,High School,Nonpublic School,Fairfield,"1803 Granville Pike, Lancaster, Ohio, 43130",52530
52696,Bishop Hartley,High School,Nonpublic School,Franklin,"1285 Zettler Rd, Columbus, Ohio, 43227",52530
52704,Bishop Ready,High School,Nonpublic School,Franklin,"707 Salisbury Rd, Columbus, Ohio, 43204",52530
52712,Bishop Rosecrans,High School,Nonpublic School,Muskingum,"1040 E Main St, Zanesville, Ohio, 43701",52530
52720,Bishop Watterson,High School,Nonpublic School,Franklin,"99 E Cooke Rd, Columbus, Ohio, 43214",52530
52779,Calvert Catholic Schools,High School,Nonpublic School,Seneca,"152 Madison St, Tiffin, Ohio, 44883",52555
52787,Cardinal Mooney,High School,Nonpublic School,Mahoning,"2545 Erie St, Youngstown, Ohio, 44507",52563
52795,Cardinal Stritch Catholic High School & Academy,High School,Nonpublic School,Lucas,"3225 Pickle Rd, Oregon, Ohio, 43616",52555
52803,Carroll,High School,Nonpublic School,Montgomery,"4524 Linden Ave, Dayton, Ohio, 45432",52514
52829,Catholic Central,Elementary School,Nonpublic School,Clark,"1200 E High St, Springfield, Ohio, 45505",52514
52837,Catholic Central,High School,Nonpublic School,Jefferson,"320 Westview Ave, Steubenville, Ohio, 43952",52548
52845,Central Catholic,High School,Nonpublic School,Stark,"4824 Tuscarawas St W, Canton, Ohio, 44708",52563
52852,Central Catholic,High School,Nonpublic School,Lucas,"2550 Cherry St, Toledo, Ohio, 43608",52555
52860,Central Christian,High School,Nonpublic School,Wayne,"3970 Kidron Rd, PO Box 9, Kidron, Ohio, 44636",52860
52878,Chaminade-Julienne,High School,Nonpublic School,Montgomery,"505 S Ludlow St, Dayton, Ohio, 45402",52514
52894,Cincinnati Country Day,High School,Nonpublic School,Hamilton,"6905 Given Rd, Cincinnati, Ohio, 45243",136
52894,Cincinnati Country Day,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Hamilton,"6905 Given Rd, Cincinnati, Ohio, 45243",136
52902,Seven Hills School,High School,Nonpublic School,Hamilton,"5400 Red Bank Rd, Cincinnati, Ohio, 45227",136
52902,Seven Hills School,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Hamilton,"5400 Red Bank Rd, Cincinnati, Ohio, 45227",136
52910,Columbus Academy,High School,Nonpublic School,Franklin,"4300 Cherry Bottom Rd, Gahanna, Ohio, 43230",136
52910,Columbus Academy,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Franklin,"4300 Cherry Bottom Rd, Gahanna, Ohio, 43230",136
52928,Columbus School For Girls,High School,Nonpublic School,Franklin,"56 S Columbia Ave, Columbus, Ohio, 43209",136
52928,Columbus School For Girls,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Franklin,"56 S Columbia Ave, Columbus, Ohio, 43209",136
52936,Spring Valley Academy,High School,Nonpublic School,Montgomery,"1461 E Spring Valley Pike, Centerville, Ohio, 45458",52571
52951,Elder,High School,Nonpublic School,Hamilton,"3900 Vincent Ave, Cincinnati, Ohio, 45205",52514
52969,Elyria Catholic,High School,Nonpublic School,Lorain,"725 Gulf Rd, Elyria, Ohio, 44035",52522
52977,Bishop Fenwick,High School,Nonpublic School,Warren,"4855 State Route 122, Franklin, Ohio, 45005",52514
52985,Olney Friends,High School,Nonpublic School,Belmont,"61830 Sandy Ridge Rd, Barnesville, Ohio, 43713",136
52993,Gilmour Academy,High School,Nonpublic School,Cuyahoga,"34001 Cedar Rd, Gates Mills, Ohio, 44040",136
53009,Aldersgate Christian Academy,High School,Nonpublic School,Hamilton,"1810 Young St, Cincinnati, Ohio, 45202",53009
53033,Hathaway Brown,High School,Nonpublic School,Cuyahoga,"19600 N Park Blvd, Shaker Heights, Ohio, 44122",136
53033,Hathaway Brown,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Cuyahoga,"19600 N Park Blvd, Shaker Heights, Ohio, 44122",136
53041,Hawken School,High School,Nonpublic School,Geauga,"12465 County Line Rd, Chesterland, Ohio, 44026",136
53041,Hawken School,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Geauga,"12465 County Line Rd, Chesterland, Ohio, 44026",136
53058,Hebrew Academy Of Cleveland,High School,Nonpublic School,Cuyahoga,"1860 S Taylor Rd, Cleveland Heights, Ohio, 44118",135335
53082,Lehman High School,High School,Nonpublic School,Shelby,"2400 Saint Marys Rd, Sidney, Ohio, 45365",52514
53116,Central Catholic Tuscarawas Co,High School,Nonpublic School,Tuscarawas,"777 3rd St NE, New Philadelphia, Ohio, 44663",52530
53124,John F Kennedy Catholic Upper School,High School,Nonpublic School,Trumbull,"2550 Central Parkway Ave SE, Warren, Ohio, 44484",52563
53140,Lasalle,High School,Nonpublic School,Hamilton,"3091 N Bend Rd, Cincinnati, Ohio, 45239",52514
53165,Lima Central Catholic,High School,Nonpublic School,Allen,"720 S Cable Rd, Lima, Ohio, 45805",52555
53199,Lutheran East,High School,Nonpublic School,Cuyahoga,"3565 Mayfield Rd, Cleveland Heights, Ohio, 44118",53199
53207,Lutheran West,High School,Nonpublic School,Cuyahoga,"3850 Linden Rd, Rocky River, Ohio, 44116",53207
53215,Magnificat,High School,Nonpublic School,Cuyahoga,"20770 Hilliard Blvd, Rocky River, Ohio, 44116",52522
53256,Trinity,High School,Nonpublic School,Cuyahoga,"12425 Granger Rd, Garfield Heights, Ohio, 44125",52522
53272,McAuley High School,High School,Nonpublic School,Hamilton,"6000 Oakwood Ave, Cincinnati, Ohio, 45224",52514
53298,McNicholas,High School,Nonpublic School,Hamilton,"6536 Beechmont Ave, Cincinnati, Ohio, 45230",52514
53306,Moeller,High School,Nonpublic School,Hamilton,"9001 Montgomery Rd, Cincinnati, Ohio, 45242",52514
53314,Mother Of Mercy High School,High School,Nonpublic School,Hamilton,"3036 Werk Rd, Cincinnati, Ohio, 45211",52514
53322,Mount Notre Dame,High School,Nonpublic School,Hamilton,"711 E Columbia Ave, Reading, Ohio, 45215",52514
53348,Holy Name High School,High School,Nonpublic School,Cuyahoga,"6000 Queens Hwy, Parma Heights, Ohio, 44130",52522
53355,Newark Catholic,High School,Nonpublic School,Licking,"1 Green Wave Dr, Newark, Ohio, 43055",52530
53363,Notre Dame Jr/Sr,High School,Nonpublic School,Scioto,"2220 Sunrise Ave, Portsmouth, Ohio, 45662",52530
53371,Notre Dame-Cathedral Latin,High School,Nonpublic School,Geauga,"13000 Auburn Rd, Chardon, Ohio, 44024",52522
53389,Notre Dame Academy,High School,Nonpublic School,Lucas,"3535 W Sylvania Ave, Toledo, Ohio, 43623",52555
53439,Padua Franciscan,High School,Nonpublic School,Cuyahoga,"6740 State Rd, Parma, Ohio, 44134",52522
53454,Purcell-Marian,High School,Nonpublic School,Hamilton,"2935 Hackberry St, Cincinnati, Ohio, 45206",52514
53488,Roger Bacon,High School,Nonpublic School,Hamilton,"4320 Vine St, Cincinnati, Ohio, 45217",52514
53496,Rosemont Center,Elementary School,Nonpublic School,Franklin,"2440 Dawnlight Ave, Columbus, Ohio, 43211",53496
53496,Rosemont Center,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Franklin,"2440 Dawnlight Ave, Columbus, Ohio, 43211",53496
53520,St Charles Preparatory,High School,Nonpublic School,Franklin,"2010 E Broad St, Columbus, Ohio, 43209",52530
53546,St Edward,High School,Nonpublic School,Cuyahoga,"13500 Detroit Ave, Lakewood, Ohio, 44107",52522
53587,St Francis De Sales,High School,Nonpublic School,Franklin,"4212 Karl Rd, Columbus, Ohio, 43224",52530
53595,St Francis De Sales School,High School,Nonpublic School,Lucas,"2323 W Bancroft St, Toledo, Ohio, 43607",52555
53611,St Joan Of Arc,Elementary School,Nonpublic School,Lucas,"5950 Heatherdowns Blvd, Toledo, Ohio, 43614",52555
53629,St Ignatius High School,High School,Nonpublic School,Cuyahoga,"1911 W 30th St, Cleveland, Ohio, 44113",52522
53637,Saint John School,High School,Nonpublic School,Ashtabula,"7911 Depot Rd, Ashtabula, Ohio, 44004",52563
53645,St John Elementary and High School,High School,Nonpublic School,Allen,"515 E 2nd St, Delphos, Ohio, 45833",52555
53652,St John Central,High School,Nonpublic School,Belmont,"3625 Guernsey St, Bellaire, Ohio, 43906",52548
53660,Villa Angela-St Joseph,High School,Nonpublic School,Cuyahoga,"18491 Lake Shore Blvd, Cleveland, Ohio, 44119",52522
53686,Bishop Hoffman Catholic  St Joseph Central Catholic HS,High School,Nonpublic School,Sandusky,"702 Croghan St, Fremont, Ohio, 43420",52555
53702,St Joseph Academy,High School,Nonpublic School,Cuyahoga,"3470 Rocky River Dr, Cleveland, Ohio, 44111",52522
53728,St Joseph Central,High School,Nonpublic School,Lawrence,"912 S 6th St, Ironton, Ohio, 45638",52548
53751,Sandusky Central Catholic School,High School,Nonpublic School,Erie,"410 W Jefferson St, Sandusky, Ohio, 44870",52555
53769,Norwalk Catholic School,High School,Nonpublic School,Huron,"93 E Main St, Norwalk, Ohio, 44857",52555
53785,St Peter High School and Junior High School,High School,Nonpublic School,Richland,"104 W First St, Mansfield, Ohio, 44902",52555
53801,St Rita School for the Deaf,High School,Nonpublic School,Hamilton,"1720 Glendale Milford Rd, Cincinnati, Ohio, 45215",52514
53827,St Thomas Aquinas,High School,Nonpublic School,Stark,"2121 Reno Dr, Louisville, Ohio, 44641",52563
53835,St Ursula Academy,High School,Nonpublic School,Hamilton,"1339 E Mcmillan St, Cincinnati, Ohio, 45206",52514
53843,St Ursula Academy,High School,Nonpublic School,Lucas,"4025 Indian Rd, Toledo, Ohio, 43606",52555
53850,St Vincent St Mary,High School,Nonpublic School,Summit,"15 N Maple St, Akron, Ohio, 44303",52522
53850,St Vincent St Mary,STEM School,Nonpublic School,Summit,"15 N Maple St, Akron, Ohio, 44303",52522
53868,St Wendelin Catholic School,High School,Nonpublic School,Hancock,"533 N Countyline St, Fostoria, Ohio, 44830",52555
53876,St Xavier,High School,Nonpublic School,Hamilton,"600 North Bend Rd, Cincinnati, Ohio, 45224",52514
53884,Seton,High School,Nonpublic School,Hamilton,"3901 Glenway Ave, Cincinnati, Ohio, 45205",52514
53900,Summit Country Day,High School,Nonpublic School,Hamilton,"2161 Grandin Rd, Cincinnati, Ohio, 45208",136
53918,Telshe,High School,Nonpublic School,Lake,"28400 Euclid Ave, Wickliffe, Ohio, 44092",53918
53926,The University School - College Prep,High School,Nonpublic School,Cuyahoga,"2785 Som Center Rd, Chagrin Falls, Ohio, 44022",136
53934,Ursuline,High School,Nonpublic School,Mahoning,"750 Wick Ave, Youngstown, Ohio, 44505",52563
53942,Ursuline Academy,High School,Nonpublic School,Hamilton,"5535 Pfeiffer Rd, Cincinnati, Ohio, 45242",52514
53975,Western Reserve Academy,High School,Nonpublic School,Summit,"115 College St, Hudson, Ohio, 44236",136
53975,Western Reserve Academy,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Summit,"115 College St, Hudson, Ohio, 44236",136
53983,Cleveland Central Catholic,High School,Nonpublic School,Cuyahoga,"6550 Baxter Ave, Cleveland, Ohio, 44105",52522
54015,St John's Jesuit,High School,Nonpublic School,Lucas,"5901 Airport Hwy, Toledo, Ohio, 43615",52555
54031,Clifton Christian Academy,Elementary School,Nonpublic School,Hamilton,"3798 Clifton Ave, Cincinnati, Ohio, 45220",52571
54049,Clarksfield Seventh-Day Advent,Elementary School,Nonpublic School,Huron,"5001 Zen Rd, Wakeman, Ohio, 44889",52571
54148,Mount Vernon Seventh-Day Adven,Elementary School,Nonpublic School,Knox,"221 Sychar Rd, Mount Vernon, Ohio, 43050",52571
54163,Toledo Junior Academy,Elementary School,Nonpublic School,Lucas,"4909 W Sylvania Ave, Toledo, Ohio, 43623",52571
54171,Mayfair Christian School,Elementary School,Nonpublic School,Summit,"2350 Graybill Rd, Uniontown, Ohio, 44685",52571
54205,All Saints,Elementary School,Nonpublic School,Hamilton,"8939 Montgomery Rd, Cincinnati, Ohio, 45236",52514
54213,Annunciation,Elementary School,Nonpublic School,Hamilton,"3545 Clifton Ave, Cincinnati, Ohio, 45220",52514
54239,Ascension,Elementary School,Nonpublic School,Montgomery,"2001 Woodman Dr, Kettering, Ohio, 45420",52514
54270,Cardinal Pacelli,Elementary School,Nonpublic School,Hamilton,"927 Ellison Ave, Cincinnati, Ohio, 45226",52514
54288,St. Benedict the Moor Catholic School,Elementary School,Nonpublic School,Montgomery,"138 Gramont Ave, Dayton, Ohio, 45417",52514
54312,St Andrew/St Elizabeth A Seton,Elementary School,Nonpublic School,Clermont,"5900 Buckwheat Rd, Milford, Ohio, 45150",52514
54320,Guardian Angels,Elementary School,Nonpublic School,Hamilton,"6539 Beechmont Ave, Cincinnati, Ohio, 45230",52514
54338,Holy Angels,Elementary School,Nonpublic School,Montgomery,"223 L St, Dayton, Ohio, 45409",52514
54346,Holy Angels,Elementary School,Nonpublic School,Shelby,"120 E Water St, Sidney, Ohio, 45365",52514
54361,Holy Family,Elementary School,Nonpublic School,Hamilton,"3001 Price Ave, Cincinnati, Ohio, 45205",52514
54387,Holy Rosary,Elementary School,Nonpublic School,Auglaize,"128 S Pine St, Saint Marys, Ohio, 45885",52514
54411,Immaculate Conception,Elementary School,Nonpublic School,Mercer,"200 W Wayne St, Celina, Ohio, 45822",52514
54429,Immaculate Conception,Elementary School,Nonpublic School,Montgomery,"2268 S Smithville Rd, Dayton, Ohio, 45420",52514
54437,Immaculate Heart Of Mary,Elementary School,Nonpublic School,Hamilton,"7800 Beechmont Ave, Cincinnati, Ohio, 45255",52514
54445,Incarnation,Elementary School,Nonpublic School,Montgomery,"45 Williamsburg Ln, Centerville, Ohio, 45459",52514
54486,Nativity,Elementary School,Nonpublic School,Hamilton,"5936 Ridge Ave, Cincinnati, Ohio, 45213",52514
54510,Our Lady Of Lourdes,Elementary School,Nonpublic School,Hamilton,"5835 Glenway Ave, Cincinnati, Ohio, 45238",52514
54544,Our Lady Of Rosary,Elementary School,Nonpublic School,Montgomery,"40 Notre Dame Ave, Dayton, Ohio, 45404",52514
54577,Our Lady Of Victory,Elementary School,Nonpublic School,Hamilton,"808 Neeb Rd, Cincinnati, Ohio, 45233",52514
54585,Our Lady Of Visitation,Elementary School,Nonpublic School,Hamilton,"3180 South Rd, Cincinnati, Ohio, 45248",52514
54601,Mother Maria Anna Brunner Catholic,Elementary School,Nonpublic School,Montgomery,"4870 Denlinger Rd, Dayton, Ohio, 45426",52514
54627,Queen Of Peace,Elementary School,Nonpublic School,Butler,"2550 Millville Ave, Hamilton, Ohio, 45013",52514
54635,Resurrection,Elementary School,Nonpublic School,Hamilton,"1740 Iliff Ave, Cincinnati, Ohio, 45205",52514
54650,Sacred Heart,Elementary School,Nonpublic School,Butler,"400 Nilles Rd, Fairfield, Ohio, 45014",52514
54692,St Albert The Great,Elementary School,Nonpublic School,Montgomery,"104 W Dorothy Ln, Dayton, Ohio, 45429",52514
54700,St Aloysius On-The-Ohio,Elementary School,Nonpublic School,Hamilton,"6207 Portage St, Cincinnati, Ohio, 45233",52514
54718,St Aloysius Gonzaga,Elementary School,Nonpublic School,Hamilton,"4390 Bridgetown Rd, Cincinnati, Ohio, 45211",52514
54726,St Aloysius Educational Center,High School,Nonpublic School,Hamilton,"4721 Reading Rd, Cincinnati, Ohio, 45237",54726
54726,St Aloysius Educational Center,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Hamilton,"4721 Reading Rd, Cincinnati, Ohio, 45237",54726
54742,Our Lady of Grace Catholic School,Elementary School,Nonpublic School,Hamilton,"2940 W Galbraith Rd, Cincinnati, Ohio, 45239",52514
54759,St Ann,Elementary School,Nonpublic School,Butler,"3064 Pleasant Ave, Hamilton, Ohio, 45015",52514
54775,St Anthony,Elementary School,Nonpublic School,Montgomery,"1824 Saint Charles Ave, Dayton, Ohio, 45410",52514
54783,St Antoninus,Elementary School,Nonpublic School,Hamilton,"5425 Julmar Dr, Cincinnati, Ohio, 45238",52514
54809,John Paul II Catholic School,Elementary School,Nonpublic School,Hamilton,"9375 Winton Rd, Cincinnati, Ohio, 45231",52514
54817,St Bernadette,Elementary School,Nonpublic School,Clermont,"1453 Locust Lake Rd, Amelia, Ohio, 45102",52514
